"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","5##","OAK","WARD 3","Phone","JAN 27, 2025 10:51:09 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","33##","BLOOMFIELD","WARD 2","Phone","FEB 13, 2025 03:21:44 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","12##","LAUZON","WARD 6","Phone","FEB 14, 2025 11:35:11 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","17##","IROQUOIS","WARD 4","Phone","JAN 31, 2025 01:18:56 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","8##","ERIE","WARD 4","Phone","JAN 31, 2025 02:09:01 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","26##","PARENT","WARD 10","Phone","JAN 31, 2025 03:01:23 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","8##","EDWARD","WARD 6","Phone","JAN 02, 2025 09:13:51 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","9##","ERIE","WARD 4","Phone","FEB 03, 2025 09:41:05 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","14##","OTTAWA","WARD 4","Phone","FEB 03, 2025 03:28:57 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance"," ","BANWELL RD & FIRGROVE DR","WARD 7","Phone","FEB 20, 2025 11:10:04 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance"," ","TECUMSEH RD E & LAUZON RD","WARD 8","Phone","FEB 13, 2025 01:28:15 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","53##","TECUMSEH","WARD 8","Phone","FEB 18, 2025 04:04:20 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance"," ","BANWELL RD & MCHUGH ST","WARD 7","Phone","FEB 19, 2025 10:10:45 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","18##","CADILLAC","WARD 5","Phone","FEB 19, 2025 01:21:54 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","26##","MEADOWBROOK","WARD 8","E-Mail","FEB 05, 2025 11:03:05 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","106##","ATWATER","WARD 7","Phone","FEB 06, 2025 12:54:08 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance"," ","BRUCE AVE & NORFOLK ST","WARD 1","Phone","JAN 29, 2025 01:15:59 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","62##","TECUMSEH","WARD 8","E-Mail","FEB 11, 2025 09:09:21 AM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance"," ","ASKIN AVE & MERRITT DR","WARD 2","Phone","FEB 12, 2025 03:46:05 PM"
"Sewer Issues / Road Flooding","Contracts, Field Services and Maintenance","16##","FORD","WARD 8","Citizen Mobile Apps","FEB 03, 2025 01:57:08 PM"
