"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Illegal Dumping Public Property","Environmental Services"," ","DAYTONA AVE & NORFOLK ST","WARD 1","Phone","APR 22, 2025 01:14:20 PM"
"Illegal Dumping Public Property","Environmental Services","29##","DOUGALL","WARD 9","Phone","MAY 16, 2025 03:19:05 PM"
"Illegal Dumping Public Property","Environmental Services","23##","HOWARD","WARD 3","Phone","MAY 30, 2025 08:40:41 AM"
"Illegal Dumping Public Property","Environmental Services","18##","ELLROSE","WARD 5","Phone","JUN 02, 2025 01:49:18 PM"
"Illegal Dumping Public Property","Environmental Services","6##","RANKIN","WARD 2","Phone","JUL 25, 2025 10:34:40 AM"
"Illegal Dumping Public Property","Environmental Services"," ","BETTS AVE & KENORA ST","WARD 10","Phone","MAY 23, 2025 03:12:36 PM"
"Illegal Dumping Public Property","Environmental Services","10##","LENA","WARD 2","Phone","SEP 09, 2025 01:08:29 PM"
"Illegal Dumping Public Property","Environmental Services","36##","MATCHETT","WARD 2","Phone","SEP 18, 2025 12:21:25 PM"
"Illegal Dumping Public Property","Environmental Services","12##","NORTH","WARD 10","Phone","JUN 27, 2025 11:29:10 AM"
"Illegal Dumping Public Property","Environmental Services","5##","HANLEY","WARD 9","Phone","JUL 11, 2025 09:11:51 AM"
"Illegal Dumping Public Property","Environmental Services","49##","NORTH","WARD 8","Phone","SEP 09, 2025 02:42:21 PM"
"Illegal Dumping Public Property","Environmental Services","3##","RANKIN","WARD 2","E-Mail","JUL 31, 2025 08:25:28 AM"
"Illegal Dumping Public Property","Environmental Services","16##","WYANDOTTE","WARD 4","Phone","SEP 25, 2025 10:09:51 AM"
"Illegal Dumping Public Property","Environmental Services","13##","OUELLETTE","WARD 3","Phone","SEP 26, 2025 08:52:50 AM"
"Illegal Dumping Public Property","Environmental Services"," ","ELLIOTT ST W & PELISSIER ST","WARD 3","Phone","AUG 05, 2025 09:24:53 AM"
"Illegal Dumping Public Property","Environmental Services","14##","FLORENCE","WARD 7","Phone","AUG 14, 2025 03:51:41 PM"
"Illegal Dumping Public Property","Environmental Services","2##","RANDOLPH","WARD 2","Phone","SEP 05, 2025 02:33:31 PM"
"Illegal Dumping Public Property","Environmental Services","7##","LANGLOIS","WARD 4","Phone","AUG 29, 2025 11:05:53 AM"
"Illegal Dumping Public Property","Environmental Services","3##","RANKIN","WARD 2","Phone","AUG 14, 2025 08:54:55 AM"
"Illegal Dumping Public Property","Environmental Services","3##","RANKIN","WARD 2","E-Mail","OCT 02, 2025 08:19:30 AM"
"Illegal Dumping Public Property","Environmental Services","2##","PARK","WARD 3","Phone","OCT 02, 2025 09:17:29 AM"
"Illegal Dumping Public Property","Environmental Services"," ","BROADWAY ST & OJIBWAY PKY","WARD 1","Phone","APR 25, 2025 10:42:42 AM"
"Illegal Dumping Public Property","Environmental Services","7##","SHEPHERD","WARD 4","Phone","OCT 06, 2025 11:16:22 AM"
"Illegal Dumping Public Property","Environmental Services","36##","HALLEE","WARD 9","Phone","OCT 17, 2025 10:47:16 AM"
"Illegal Dumping Public Property","Environmental Services","8##","OUELLETTE","WARD 3","Phone","SEP 18, 2025 10:43:17 AM"
"Illegal Dumping Public Property","Environmental Services","9##","ST PAUL","WARD 6","Phone","SEP 08, 2025 10:47:50 AM"
"Illegal Dumping Public Property","Environmental Services"," ","MOY","WARD 4","Phone","SEP 08, 2025 11:32:01 AM"
"Illegal Dumping Public Property","Environmental Services","2##","EUGENIE","WARD 10","Phone","AUG 08, 2025 10:13:44 AM"
"Illegal Dumping Public Property","Environmental Services","13##","WYANDOTTE","WARD 2","Phone","AUG 08, 2025 02:37:55 PM"
"Illegal Dumping Public Property","Environmental Services","11##","WESTCOTT","WARD 5","Phone","AUG 19, 2025 12:14:50 PM"
"Illegal Dumping Public Property","Environmental Services"," ","WALKER RD & WYANDOTTE ST E","WARD 4","Phone","SEP 24, 2025 09:14:03 AM"
"Illegal Dumping Public Property","Environmental Services","8##","ERIE","WARD 4","Phone","JUL 31, 2025 03:36:56 PM"
"Illegal Dumping Public Property","Environmental Services","110##","WYANDOTTE","WARD 7","Phone","AUG 14, 2025 03:53:20 PM"
"Illegal Dumping Public Property","Environmental Services","45##","RHODES","WARD 9","Phone","AUG 15, 2025 01:46:20 PM"
"Illegal Dumping Public Property","Environmental Services","2##","FORD","WARD 6","Phone","OCT 24, 2025 01:15:28 PM"
"Illegal Dumping Public Property","Environmental Services","24##","SEMINOLE","WARD 5","Phone","AUG 11, 2025 08:58:59 AM"
"Illegal Dumping Public Property","Environmental Services"," ","WYANDOTTE ST E & MOY AVE","WARD 4","Phone","SEP 02, 2025 11:59:59 AM"
"Illegal Dumping Public Property","Environmental Services"," ","TITCOMBE","WARD 1","E-Mail","JUL 21, 2025 11:13:47 AM"
"Illegal Dumping Public Property","Environmental Services","8##","PILLETTE","WARD 5","Phone","SEP 17, 2025 02:41:45 PM"
"Illegal Dumping Public Property","Environmental Services","2##","ST PAUL","WARD 6","Phone","SEP 10, 2025 02:28:16 PM"
"Illegal Dumping Public Property","Environmental Services","12##","JANETTE","WARD 3","Phone","AUG 27, 2025 09:11:32 AM"
"Illegal Dumping Public Property","Environmental Services","31##","MASSEY","WARD 1","E-Mail","SEP 09, 2025 10:01:54 AM"
"Illegal Dumping Public Property","Environmental Services","24##","SYDNEY","WARD 9","Phone","JUL 21, 2025 09:27:25 AM"
"Illegal Dumping Public Property","Environmental Services","35##","MELBOURNE","WARD 2","Phone","AUG 28, 2025 03:30:55 PM"
"Illegal Dumping Public Property","Environmental Services"," ","OJIBWAY ST & MARK AVE","WARD 10","Phone","SEP 16, 2025 09:51:07 AM"
"Illegal Dumping Public Property","Environmental Services","12##","PARTINGTON","WARD 2","Phone","APR 28, 2025 01:15:22 PM"
"Illegal Dumping Public Property","Environmental Services","6##","EC ROW","WARD 10","Citizen Mobile Apps","SEP 04, 2025 09:10:50 AM"
"Illegal Dumping Public Property","Environmental Services","10##","ERIE","WARD 4","Phone","MAR 14, 2025 03:10:49 PM"
"Illegal Dumping Public Property","Environmental Services","12##","WIGLE","WARD 2","Phone","APR 23, 2025 10:48:59 AM"
"Illegal Dumping Public Property","Environmental Services","2##","BROCK","WARD 2","Phone","MAR 14, 2025 03:51:42 PM"
"Illegal Dumping Public Property","Environmental Services"," ","SOUTH PACIFIC AVE & JANETTE AVE","WARD 3","Phone","MAR 14, 2025 01:55:09 PM"
"Illegal Dumping Public Property","Environmental Services","9##","DOUGALL","WARD 3","Phone","MAR 17, 2025 11:11:50 AM"
"Illegal Dumping Public Property","Environmental Services","20##","CONTINENTAL","WARD 2","Phone","MAR 17, 2025 12:05:17 PM"
"Illegal Dumping Public Property","Environmental Services","10##","PIERRE","WARD 4","Phone","APR 16, 2025 11:21:00 AM"
"Illegal Dumping Public Property","Environmental Services"," ","EC ROW OFF","WARD 9","E-Mail","MAR 17, 2025 02:54:50 PM"
"Illegal Dumping Public Property","Environmental Services","12##","RIVERSIDE","WARD 3","Phone","FEB 03, 2025 10:26:07 AM"
"Illegal Dumping Public Property","Environmental Services","31##","MILLOY","WARD 5","Phone","JAN 29, 2025 08:19:52 AM"
"Illegal Dumping Public Property","Environmental Services"," ","TECUMSEH","WARD 3","Phone","JAN 31, 2025 03:04:30 PM"
"Illegal Dumping Public Property","Environmental Services","14##","ELSMERE","WARD 4","Phone","APR 01, 2025 08:24:20 AM"
"Illegal Dumping Public Property","Environmental Services","8##","TUSCARORA","WARD 4","Phone","APR 01, 2025 08:52:06 AM"
"Illegal Dumping Public Property","Environmental Services"," ","CLEARY ST & NORTHWOOD ST","WARD 10","Phone","MAR 17, 2025 03:23:02 PM"
"Illegal Dumping Public Property","Environmental Services"," ","DAYTONA AVE & NORTHWOOD ST","WARD 10","Phone","MAR 17, 2025 03:23:47 PM"
"Illegal Dumping Public Property","Environmental Services","21##","HURON CHURCH","WARD 10","Phone","MAR 17, 2025 03:26:43 PM"
"Illegal Dumping Public Property","Environmental Services"," ","LANSING","WARD 1","Phone","APR 28, 2025 12:21:25 PM"
"Illegal Dumping Public Property","Environmental Services","12##","RIVERSIDE","WARD 3","Phone","MAR 27, 2025 10:50:40 AM"
"Illegal Dumping Public Property","Environmental Services","4##","CITY HALL","WARD 3","Phone","MAY 16, 2025 12:28:07 PM"
"Illegal Dumping Public Property","Environmental Services","4##","UNIVERSITY","WARD 3","Phone","MAR 17, 2025 10:23:16 AM"
"Illegal Dumping Public Property","Environmental Services","17##","KENORA","WARD 10","Phone","MAR 31, 2025 11:54:01 AM"
"Illegal Dumping Public Property","Environmental Services","11##","PRINCE","WARD 2","Phone","APR 01, 2025 01:18:12 PM"
"Illegal Dumping Public Property","Environmental Services"," ","PARK ST W & BRUCE AVE","WARD 3","Phone","APR 01, 2025 03:11:48 PM"
"Illegal Dumping Public Property","Environmental Services"," ","OAK ST & UNIVERSITY AVE W","WARD 3","Phone","APR 15, 2025 03:32:21 PM"
"Illegal Dumping Public Property","Environmental Services"," ","BYNG RD & MEMORIAL DR","WARD 4","Phone","FEB 04, 2025 01:05:53 PM"
"Illegal Dumping Public Property","Environmental Services","23##","RIVERSIDE","WARD 2","Phone","FEB 07, 2025 10:42:47 AM"
"Illegal Dumping Public Property","Environmental Services","9##","JOSEPHINE","WARD 2","Phone","APR 02, 2025 10:05:02 AM"
"Illegal Dumping Public Property","Environmental Services","14##","GLADSTONE","WARD 4","Phone","MAR 05, 2025 11:53:20 AM"
"Illegal Dumping Public Property","Environmental Services","14##","ELSMERE","WARD 4","Phone","JAN 08, 2025 09:32:22 AM"
"Illegal Dumping Public Property","Environmental Services","5##","WALLACE","WARD 9","Phone","JAN 08, 2025 10:23:13 AM"
"Illegal Dumping Public Property","Environmental Services","9##","FAIRVIEW","WARD 6","Phone","MAR 28, 2025 12:04:50 PM"
"Illegal Dumping Public Property","Environmental Services"," ","CLEARY ST & PARTINGTON AVE","WARD 10","Phone","APR 09, 2025 01:53:25 PM"
"Illegal Dumping Public Property","Environmental Services","11##","HOWARD","WARD 4","Phone","JUL 11, 2025 03:01:59 PM"
"Illegal Dumping Public Property","Environmental Services","10##","YPRES","WARD 4","Phone","JUL 31, 2025 02:41:56 PM"
"Illegal Dumping Public Property","Environmental Services"," ","WESTCOTT","WARD 5","Phone","JUL 08, 2025 09:09:30 AM"
"Illegal Dumping Public Property","Environmental Services"," ","ELSMERE","WARD 4","Phone","JUL 02, 2025 10:56:34 AM"
"Illegal Dumping Public Property","Environmental Services","23##","EDNA","WARD 5","Phone","JUN 23, 2025 08:28:14 AM"
"Illegal Dumping Public Property","Environmental Services","49##","OJIBWAY","WARD 1","Phone","MAY 05, 2025 11:14:15 AM"
"Illegal Dumping Public Property","Environmental Services","5##","WINDSOR","WARD 3","Phone","JUN 16, 2025 08:22:25 AM"
"Illegal Dumping Public Property","Environmental Services","10##","VICTORIA","WARD 3","Phone","JUN 30, 2025 03:53:32 PM"
