"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","ALBERT","WARD 5","Phone","AUG 06, 2025 12:54:43 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","ARMANDA","WARD 1","Phone","JUL 23, 2025 12:04:21 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","Citizen Mobile Apps","JUL 21, 2025 04:22:21 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","25##","MELDRUM","WARD 5","Citizen Mobile Apps","JUL 06, 2025 08:34:43 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","9##","ASKIN","WARD 2","Citizen Mobile Apps","OCT 08, 2025 04:52:27 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","5##","PELISSIER","WARD 3","E-Mail","NOV 07, 2025 12:59:23 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","BRUCE","WARD 3","Phone","OCT 01, 2025 01:57:20 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","9##","OUELLETTE","WARD 3","Phone","OCT 03, 2025 09:38:46 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","HALL","WARD 4","Citizen Mobile Apps","OCT 23, 2025 01:13:30 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","CHATEAU","WARD 7","Phone","DEC 04, 2025 11:19:05 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","HALL","WARD 4","Phone","OCT 24, 2025 02:51:55 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","HALL","WARD 4","Phone","NOV 07, 2025 10:36:08 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","17##","GEORGE","WARD 5","E-Mail","JUL 18, 2025 10:02:17 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","23##","LINCOLN","WARD 4","Phone","SEP 08, 2025 08:29:05 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","BRUCE","WARD 3","Phone","AUG 19, 2025 12:45:08 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","21##","SPRING GARDEN","WARD 1","Phone","DEC 24, 2025 11:39:08 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","39##","MARACAIBO","WARD 9","Citizen Mobile Apps","AUG 18, 2025 10:46:27 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","OAK","WARD 3","Phone","SEP 02, 2025 08:17:58 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","31##","DONNELLY","WARD 2","Phone","OCT 14, 2025 01:02:02 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","32##","BYNG","WARD 9","Citizen Mobile Apps","OCT 01, 2025 11:34:27 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","29##","SOMME","WARD 5","Phone","SEP 10, 2025 02:13:40 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","36##","BYNG","WARD 9","Phone","AUG 14, 2025 10:04:09 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","14##","DUFFERIN","WARD 3","Citizen Mobile Apps","OCT 13, 2025 06:05:13 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","6##","ASSUMPTION","WARD 4","Citizen Mobile Apps","OCT 09, 2025 05:55:52 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","ARMANDA","WARD 1","Phone","OCT 20, 2025 03:41:09 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","31##","DONNELLY","WARD 2","Phone","SEP 15, 2025 09:58:53 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","TUSCARORA","WARD 4","Phone","SEP 17, 2025 12:16:09 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","CURRY","WARD 10","Phone","SEP 26, 2025 02:55:30 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","FELIX","WARD 2","Phone","OCT 21, 2025 10:18:53 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","9##","WELLINGTON","WARD 3","Citizen Mobile Apps","NOV 11, 2025 03:51:28 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","ABBEY","WARD 6","Phone","DEC 11, 2025 09:40:02 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","DOUGALL","WARD 3","Phone","AUG 22, 2025 02:13:21 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","97##","MARTINIQUE","WARD 7","Citizen Mobile Apps","OCT 13, 2025 11:34:16 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","97##","MARTINIQUE","WARD 7","Phone","OCT 14, 2025 02:56:21 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","26##","VINE","WARD 8","Citizen Web Intake App","AUG 11, 2025 04:50:57 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","35##","WELLS","WARD 2","Phone","OCT 06, 2025 02:48:16 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","18##","CADILLAC","WARD 5","E-Mail","NOV 24, 2025 08:34:13 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","RIVERDALE","WARD 6","Phone","DEC 18, 2025 10:04:20 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","26##","ROBERT","WARD 5","Phone","MAY 13, 2025 10:06:29 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","ELM","WARD 3","Phone","APR 23, 2025 11:31:17 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","23##","AUBIN","WARD 5","Phone","MAY 02, 2025 01:03:34 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","13##","PELISSIER","WARD 3","Phone","APR 24, 2025 10:08:13 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","19##","COLUMBIA","WARD 10","Citizen Web Intake App","MAY 20, 2025 12:17:09 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","25##","RIVARD","WARD 8","Citizen Mobile Apps","MAY 14, 2025 04:48:20 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","DOUGALL","WARD 3","Phone","JUL 04, 2025 02:53:45 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","16##","KAMLOOPS","WARD 9","Phone","JUL 21, 2025 10:04:53 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","16##","KAMLOOPS","WARD 9","Phone","JUL 23, 2025 01:14:32 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","20##","IROQUOIS","WARD 4","Citizen Mobile Apps","JUN 16, 2025 05:52:17 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","6##","RANDOLPH","WARD 2","Phone","MAY 29, 2025 01:40:23 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","Citizen Mobile Apps","MAY 16, 2025 04:38:00 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","Citizen Mobile Apps","MAY 16, 2025 09:38:16 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","38##","TULIP","WARD 9","Phone","MAY 26, 2025 09:25:41 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","BELLEPERCHE","WARD 6","E-Mail","MAY 06, 2025 03:59:00 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUN 02, 2025 10:16:31 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","14##","SOUTHDALE","WARD 10","Citizen Mobile Apps","MAR 22, 2025 07:04:57 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","30##","BRIMLEY","WARD 7","Citizen Mobile Apps","JUN 26, 2025 07:00:35 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","3##","ELM","WARD 3","E-Mail","JUL 15, 2025 03:31:59 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","18##","RICHMOND","WARD 4","Phone","MAY 05, 2025 06:54:10 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","9##","LILLIAN","WARD 4","Phone","MAY 05, 2025 06:57:52 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","41##","7TH CON","WARD 9","Citizen Mobile Apps","JUN 25, 2025 04:27:37 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","25##","CABANA","WARD 1","Phone","APR 14, 2025 08:55:30 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","TUSCARORA","WARD 4","Citizen Web Intake App","APR 22, 2025 11:00:50 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","8##","ST LUKE","WARD 5","Phone","MAY 07, 2025 09:50:33 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","19##","HURON CHURCH","WARD 10","Phone","SEP 25, 2025 09:21:26 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","13##","PELISSIER","WARD 3","Phone","MAY 26, 2025 12:43:02 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","14##","PILLETTE","WARD 5","Phone","AUG 08, 2025 01:45:24 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUN 09, 2025 08:25:51 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUN 09, 2025 09:01:11 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUN 16, 2025 09:42:59 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","38##","LOUNSBOROUGH","WARD 9","Phone","OCT 16, 2025 01:11:08 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","17##","ST LUKE","WARD 5","Citizen Web Intake App","JUL 14, 2025 09:02:19 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","20##","IROQUOIS","WARD 4","Phone","AUG 15, 2025 01:24:44 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","21##","JANETTE","WARD 3","Phone","JUN 03, 2025 10:32:21 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","LAUZON","WARD 6","Phone","AUG 05, 2025 03:35:40 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUL 29, 2025 11:16:43 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","27##","SCARSDALE","WARD 7","Phone","NOV 12, 2025 01:59:57 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","13##","PELISSIER","WARD 3","Phone","NOV 12, 2025 03:42:37 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","19##","BUCKINGHAM","WARD 8","Citizen Web Intake App","NOV 02, 2025 05:46:23 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","34##","BLISS","WARD 9","Phone","AUG 18, 2025 09:54:59 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","30##","PETER","WARD 2","Citizen Mobile Apps","AUG 15, 2025 02:10:30 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","37##","MYRTLE","WARD 2","Citizen Mobile Apps","AUG 15, 2025 01:54:24 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","Citizen Mobile Apps","SEP 30, 2025 03:15:11 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","NIAGARA","WARD 4","Phone","OCT 02, 2025 02:13:00 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","14##","NORTHWAY","WARD 10","Phone","JUL 21, 2025 12:29:57 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUN 16, 2025 09:42:01 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","9##","TUSCARORA","WARD 4","Phone","JUL 29, 2025 09:35:48 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","5##","AYLMER","WARD 4","Phone","JUL 30, 2025 11:10:21 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","JOSEPHINE","WARD 2","Citizen Mobile Apps","AUG 18, 2025 08:52:56 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","21##","JANETTE","WARD 3","Phone","SEP 08, 2025 01:42:52 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","E-Mail","JUN 26, 2025 10:26:01 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","FRANCOIS","WARD 5","Citizen Mobile Apps","MAY 25, 2025 03:14:45 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","SOUTH PACIFIC","WARD 10","Phone","JUL 23, 2025 01:27:17 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUL 14, 2025 03:36:21 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","42##","NORTHWOOD LAKES","WARD 1","Phone","NOV 13, 2025 03:47:02 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","32##","DAYTONA","WARD 1","Citizen Web Intake App","NOV 19, 2025 11:06:13 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","8##","ROSELAND","WARD 1","Phone","NOV 21, 2025 03:14:34 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","CLOVER","WARD 7","Phone","AUG 06, 2025 08:11:30 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","CLOVER","WARD 7","Phone","JUL 23, 2025 12:38:46 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","ERIE","WARD 4","Citizen Mobile Apps","JUL 30, 2025 06:56:01 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUL 14, 2025 03:39:44 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","17##","GEORGE","WARD 5","Phone","MAY 20, 2025 03:16:55 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","MCKAY","WARD 2","Citizen Mobile Apps","JAN 25, 2025 09:02:03 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","13##","CENTRAL","WARD 5","Phone","JAN 02, 2025 09:40:04 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","8##","ELLIOTT","WARD 4","Phone","MAR 12, 2025 03:59:25 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","GLADSTONE","WARD 4","Phone","APR 11, 2025 12:04:18 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","27##","BRAMLEY","WARD 10","Citizen Mobile Apps","APR 24, 2025 08:13:29 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","Citizen Mobile Apps","MAR 12, 2025 01:03:11 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","CHATHAM","WARD 4","Citizen Mobile Apps","JAN 21, 2025 12:19:54 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","6##","BRUCE","WARD 3","Citizen Mobile Apps","MAR 15, 2025 02:14:08 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","26##","MAITLAND","WARD 7","Citizen Mobile Apps","JAN 28, 2025 07:41:45 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","GROVE","WARD 3","Phone","MAY 02, 2025 02:07:07 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","10##","JANETTE","WARD 3","Phone","JAN 27, 2025 12:26:25 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","HALL","WARD 4","Citizen Mobile Apps","APR 02, 2025 12:59:10 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","14##","OLIVE","WARD 8","Phone","APR 03, 2025 10:02:34 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","DONJON","WARD 1","Phone","MAR 13, 2025 02:20:31 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","8##","GLADSTONE","WARD 4","Citizen Mobile Apps","MAR 18, 2025 08:50:08 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","ELLIOTT","WARD 3","Phone","MAR 18, 2025 01:19:15 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","8##","CATARAQUI","WARD 4","Phone","JAN 08, 2025 11:01:48 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","46##","HELSINKI","WARD 9","Phone","APR 17, 2025 02:46:46 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","CARUSO","WARD 1","Phone","MAY 05, 2025 11:40:21 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","7##","CARUSO","WARD 1","E-Mail","MAY 05, 2025 03:06:32 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","31##","MULBERRY","WARD 7","Phone","MAR 25, 2025 12:49:43 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","27##","PARENT","WARD 10","Phone","MAR 27, 2025 10:09:02 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","4##","CAROLINE","WARD 3","Phone","JAN 29, 2025 03:35:57 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","13##","ISABELLE","WARD 6","Citizen Mobile Apps","MAR 11, 2025 08:55:17 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","12##","ST LUKE","WARD 5","Citizen Mobile Apps","JAN 01, 2025 01:09:14 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","8##","PIERRE","WARD 4","Phone","APR 02, 2025 02:52:30 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","POLONIA PARK","WARD 8","Phone","APR 04, 2025 03:45:04 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","BUCKINGHAM","WARD 8","E-Mail","MAR 05, 2025 10:45:41 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","32##","PETER","WARD 2","Phone","JAN 30, 2025 12:54:05 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","63##","WYANDOTTE","WARD 6","Phone","JAN 27, 2025 10:55:22 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","46##","HELSINKI","WARD 9","Phone","FEB 04, 2025 01:08:04 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","35##","SANDWICH","WARD 2","Phone","FEB 24, 2025 09:14:38 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","3##","WATSON","WARD 6","Phone","JUN 02, 2025 10:35:06 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","16##","KAMLOOPS","WARD 9","Phone","JUN 03, 2025 01:08:51 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","2##","STRABANE","WARD 5","Phone","AUG 14, 2025 09:26:28 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","15##","VILLA MARIA","WARD 1","Phone","MAY 02, 2025 10:16:44 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","34##","CROSS","WARD 2","Phone","MAR 19, 2025 03:51:36 PM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","11##","OAK","WARD 3","Phone","MAY 12, 2025 10:05:41 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","26##","DOMINION","WARD 10","Citizen Mobile Apps","JAN 20, 2025 02:30:29 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","56##","BALDWIN","WARD 8","Phone","JUN 09, 2025 08:27:08 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","38##","TULIP","WARD 9","Phone","JUN 16, 2025 11:18:59 AM"
"Keeping of Animals","Policy, Gaming, Licencing and Bylaw Enforcement","9##","HOWARD","WARD 4","Citizen Mobile Apps","JUN 22, 2025 08:03:32 PM"
