"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Dead Animal Removal","Environmental Services","73##","RIVERSIDE","WARD 6","Phone","OCT 09, 2025 08:53:04 AM"
"Dead Animal Removal","Environmental Services","32##","LINWOOD","WARD 2","Citizen Mobile Apps","AUG 24, 2025 09:10:10 AM"
"Dead Animal Removal","Environmental Services","2##","PATRICE","WARD 6","Citizen Mobile Apps","AUG 24, 2025 01:50:17 PM"
"Dead Animal Removal","Environmental Services","19##","PILLETTE","WARD 8","Citizen Web Intake App","AUG 24, 2025 02:50:44 PM"
"Dead Animal Removal","Environmental Services","11##","HOWARD","WARD 3","Phone","AUG 25, 2025 11:26:22 AM"
"Dead Animal Removal","Environmental Services","10##","FELIX","WARD 2","Phone","AUG 25, 2025 11:55:45 AM"
"Dead Animal Removal","Environmental Services","8##","UNIVERSITY","WARD 4","Citizen Mobile Apps","AUG 25, 2025 12:08:33 PM"
"Dead Animal Removal","Environmental Services","10##","FELIX","WARD 2","Phone","AUG 25, 2025 02:03:09 PM"
"Dead Animal Removal","Environmental Services"," ","RIVARD AVE & HAIG AVE","WARD 8","Phone","AUG 25, 2025 02:08:30 PM"
"Dead Animal Removal","Environmental Services","113##","RIVERSIDE","WARD 7","Phone","AUG 25, 2025 02:49:00 PM"
"Dead Animal Removal","Environmental Services","21##","HURON CHURCH","WARD 10","Phone","AUG 25, 2025 02:55:56 PM"
"Dead Animal Removal","Environmental Services","11##","HOWARD","WARD 3","Phone","AUG 25, 2025 12:00:57 PM"
"Dead Animal Removal","Environmental Services","27##","JEFFERSON","WARD 8","Phone","AUG 12, 2025 08:28:32 AM"
"Dead Animal Removal","Environmental Services"," ","EC ROW ON","WARD 5","Phone","JUL 15, 2025 12:18:03 PM"
"Dead Animal Removal","Environmental Services","12##","HENRY FORD CENTRE","WARD 5","Citizen Mobile Apps","JUL 16, 2025 12:34:25 PM"
"Dead Animal Removal","Environmental Services","11##","LANGLOIS","WARD 4","Phone","AUG 13, 2025 01:16:42 PM"
"Dead Animal Removal","Environmental Services","19##","FULLER","WARD 9","Phone","AUG 13, 2025 01:43:34 PM"
"Dead Animal Removal","Environmental Services","36##","PETER","WARD 2","Citizen Mobile Apps","AUG 13, 2025 03:06:03 PM"
"Dead Animal Removal","Environmental Services","31##","SANDWICH","WARD 2","Citizen Web Intake App","AUG 13, 2025 03:30:14 PM"
"Dead Animal Removal","Environmental Services"," ","LITTLE RIVER ACRES DR & DARLINGTON CRES","WARD 6","Phone","AUG 13, 2025 03:55:15 PM"
"Dead Animal Removal","Environmental Services","86##","WYANDOTTE","WARD 6","Citizen Mobile Apps","AUG 13, 2025 05:04:54 PM"
"Dead Animal Removal","Environmental Services","31##","SANDWICH","WARD 2","Citizen Mobile Apps","AUG 13, 2025 05:41:11 PM"
"Dead Animal Removal","Environmental Services","36##","PETER","WARD 2","Phone","AUG 13, 2025 11:57:34 AM"
"Dead Animal Removal","Environmental Services","8##","MOY","WARD 4","Citizen Mobile Apps","OCT 06, 2025 06:21:47 AM"
"Dead Animal Removal","Environmental Services","8##","MOY","WARD 4","Phone","OCT 06, 2025 08:25:56 AM"
"Dead Animal Removal","Environmental Services","8##","MOY","WARD 4","Phone","OCT 06, 2025 08:42:33 AM"
"Dead Animal Removal","Environmental Services","10##","SHEPHERD","WARD 4","E-Mail","OCT 06, 2025 09:20:23 AM"
"Dead Animal Removal","Environmental Services","15##","DROUILLARD","WARD 5","Citizen Mobile Apps","OCT 06, 2025 09:09:05 AM"
"Dead Animal Removal","Environmental Services"," ","EC ROW RAMP W & HOWARD AVE","WARD 10","Phone","SEP 11, 2025 10:02:37 AM"
"Dead Animal Removal","Environmental Services"," ","EC ROW ON","WARD 9","Citizen Mobile Apps","SEP 11, 2025 12:19:52 PM"
"Dead Animal Removal","Environmental Services","4##","LAUZON","WARD 6","Phone","SEP 17, 2025 01:29:30 PM"
"Dead Animal Removal","Environmental Services","13##","HALLMARK","WARD 9","Phone","SEP 17, 2025 02:42:01 PM"
"Dead Animal Removal","Environmental Services","22##","ELSMERE","WARD 4","Phone","AUG 12, 2025 09:01:56 AM"
"Dead Animal Removal","Environmental Services","96##","MCHUGH","WARD 7","Phone","AUG 12, 2025 10:53:53 AM"
"Dead Animal Removal","Environmental Services","24##","DOMINION","WARD 10","Citizen Mobile Apps","AUG 12, 2025 02:48:56 PM"
"Dead Animal Removal","Environmental Services","36##","PETER","WARD 2","Citizen Mobile Apps","AUG 13, 2025 07:12:27 AM"
"Dead Animal Removal","Environmental Services","10##","HOWARD","WARD 4","Phone","JUL 30, 2025 08:36:41 AM"
"Dead Animal Removal","Environmental Services","21##","CHILVER","WARD 4","Phone","JUL 30, 2025 08:37:12 AM"
"Dead Animal Removal","Environmental Services","32##","WACHNA","WARD 8","Phone","JUL 30, 2025 09:40:11 AM"
"Dead Animal Removal","Environmental Services","20##","WESTMINSTER","WARD 8","Citizen Web Intake App","OCT 06, 2025 09:37:16 AM"
"Dead Animal Removal","Environmental Services"," ","NIAGARA ST & MOY AVE","WARD 4","Phone","OCT 06, 2025 01:03:47 PM"
"Dead Animal Removal","Environmental Services","10##","SHEPHERD","WARD 4","E-Mail","OCT 06, 2025 10:01:55 AM"
"Dead Animal Removal","Environmental Services","8##","MOY","WARD 4","Phone","OCT 06, 2025 12:58:34 PM"
"Dead Animal Removal","Environmental Services","8##","LINCOLN","WARD 4","Citizen Mobile Apps","OCT 11, 2025 08:09:16 AM"
"Dead Animal Removal","Environmental Services","30##","DANDURAND","WARD 1","Citizen Mobile Apps","OCT 11, 2025 10:48:27 AM"
"Dead Animal Removal","Environmental Services","3##","DETROIT","WARD 2","Citizen Mobile Apps","OCT 11, 2025 02:24:05 PM"
"Dead Animal Removal","Environmental Services","8##","CABANA","WARD 1","Citizen Mobile Apps","OCT 12, 2025 07:15:54 AM"
"Dead Animal Removal","Environmental Services","34##","HARRIS","WARD 2","Citizen Mobile Apps","OCT 12, 2025 08:13:46 PM"
"Dead Animal Removal","Environmental Services","34##","DOUGALL","WARD 1","Citizen Mobile Apps","OCT 13, 2025 11:14:06 AM"
"Dead Animal Removal","Environmental Services","7##","HURON CHURCH","WARD 2","Phone","OCT 10, 2025 09:01:47 AM"
"Dead Animal Removal","Environmental Services","5##","LINCOLN","WARD 4","Phone","OCT 14, 2025 08:08:27 AM"
"Dead Animal Removal","Environmental Services","4##","LINCOLN","WARD 4","Citizen Mobile Apps","OCT 14, 2025 08:43:54 AM"
"Dead Animal Removal","Environmental Services","42##","RIVERSIDE","WARD 5","Phone","OCT 14, 2025 08:47:45 AM"
"Dead Animal Removal","Environmental Services","5##","LINCOLN","WARD 4","Phone","OCT 14, 2025 09:11:27 AM"
"Dead Animal Removal","Environmental Services"," ","KILDARE RD & DACOTAH DR","WARD 4","Phone","OCT 14, 2025 09:28:49 AM"
"Dead Animal Removal","Environmental Services"," ","KILDARE RD & ONEIDA CRT","WARD 4","Phone","OCT 14, 2025 09:35:12 AM"
"Dead Animal Removal","Environmental Services","14##","KILDARE","WARD 4","Citizen Mobile Apps","OCT 14, 2025 10:42:51 AM"
"Dead Animal Removal","Environmental Services","7##","CAMPBELL","WARD 2","Citizen Mobile Apps","OCT 14, 2025 02:24:31 PM"
"Dead Animal Removal","Environmental Services","8##","LINCOLN","WARD 4","Phone","OCT 14, 2025 03:43:57 PM"
"Dead Animal Removal","Environmental Services","47##","SHADETREE","WARD 1","Citizen Web Intake App","OCT 14, 2025 05:46:01 PM"
"Dead Animal Removal","Environmental Services","19##","ONEIDA","WARD 4","Citizen Mobile Apps","OCT 14, 2025 07:22:45 PM"
"Dead Animal Removal","Environmental Services","36##","ST PATRICK'S","WARD 1","Phone","OCT 15, 2025 08:02:51 AM"
"Dead Animal Removal","Environmental Services","8##","NORTHWOOD","WARD 10","Citizen Mobile Apps","OCT 15, 2025 02:13:22 PM"
"Dead Animal Removal","Environmental Services","18##","WINDERMERE","WARD 4","Phone","OCT 15, 2025 02:31:00 PM"
"Dead Animal Removal","Environmental Services"," ","KILDARE RD & DACOTAH DR","WARD 4","Phone","OCT 14, 2025 10:23:03 AM"
"Dead Animal Removal","Environmental Services","5##","LINCOLN","WARD 4","Phone","OCT 14, 2025 12:29:57 PM"
"Dead Animal Removal","Environmental Services"," ","KILDARE RD & DACOTAH DR","WARD 4","Phone","OCT 14, 2025 01:13:23 PM"
"Dead Animal Removal","Environmental Services","5##","LINCOLN","WARD 4","Phone","OCT 14, 2025 01:30:10 PM"
"Dead Animal Removal","Environmental Services","5##","LINCOLN","WARD 4","Phone","OCT 14, 2025 03:04:41 PM"
"Dead Animal Removal","Environmental Services","14##","KILDARE","WARD 4","Phone","OCT 14, 2025 03:20:32 PM"
"Dead Animal Removal","Environmental Services","2##","VISTA","WARD 2","Citizen Mobile Apps","OCT 18, 2025 08:39:38 AM"
"Dead Animal Removal","Environmental Services","33##","HEMLOCK","WARD 7","Citizen Web Intake App","OCT 18, 2025 10:02:15 AM"
"Dead Animal Removal","Environmental Services","12##","CHILVER","WARD 4","Citizen Web Intake App","OCT 18, 2025 11:16:48 AM"
"Dead Animal Removal","Environmental Services","2##","PATRICE","WARD 6","Phone","OCT 16, 2025 10:15:21 AM"
"Dead Animal Removal","Environmental Services","12##","HICKORY","WARD 5","Citizen Mobile Apps","OCT 16, 2025 10:32:04 PM"
"Dead Animal Removal","Environmental Services","16##","ARMANDA","WARD 1","E-Mail","OCT 17, 2025 08:47:20 AM"
"Dead Animal Removal","Environmental Services"," ","FLORENCE AVE & WYANDOTTE ST E","WARD 7","Phone","OCT 17, 2025 09:20:39 AM"
"Dead Animal Removal","Environmental Services","10##","GLADSTONE","WARD 4","Phone","OCT 17, 2025 09:25:51 AM"
"Dead Animal Removal","Environmental Services","16##","HOWARD","WARD 3","Citizen Mobile Apps","OCT 17, 2025 10:11:25 AM"
"Dead Animal Removal","Environmental Services"," ","LITTLE RIVER ACRES DR & COPPERFIELD PL","WARD 6","Phone","OCT 17, 2025 10:18:32 AM"
"Dead Animal Removal","Environmental Services"," ","TECUMSEH RD E & OUELLETTE AVE","WARD 3","Phone","OCT 17, 2025 10:46:43 AM"
"Dead Animal Removal","Environmental Services","29##","ST PATRICK'S","WARD 10","Phone","OCT 17, 2025 01:12:26 PM"
"Dead Animal Removal","Environmental Services","28##","ST PATRICK'S","WARD 10","Phone","OCT 17, 2025 01:25:02 PM"
"Dead Animal Removal","Environmental Services","6##","KILDARE","WARD 4","Citizen Mobile Apps","OCT 17, 2025 03:43:55 PM"
"Dead Animal Removal","Environmental Services","6##","KILDARE","WARD 4","Phone","OCT 17, 2025 03:47:34 PM"
"Dead Animal Removal","Environmental Services","10##","GLADSTONE","WARD 4","Citizen Mobile Apps","OCT 17, 2025 05:14:35 PM"
"Dead Animal Removal","Environmental Services","4##","RANDOLPH","WARD 2","Phone","OCT 17, 2025 09:40:59 AM"
"Dead Animal Removal","Environmental Services","18##","WINDERMERE","WARD 4","Phone","OCT 17, 2025 02:23:10 PM"
"Dead Animal Removal","Environmental Services"," ","EC ROW ON","WARD 5","Citizen Mobile Apps","OCT 17, 2025 01:43:00 PM"
"Dead Animal Removal","Environmental Services","45##","RIVERSIDE","WARD 5","Citizen Mobile Apps","JUN 17, 2025 08:45:02 AM"
"Dead Animal Removal","Environmental Services"," ","DOUGALL AVE & TECUMSEH RD W","WARD 3","Phone","JUN 17, 2025 10:40:48 AM"
"Dead Animal Removal","Environmental Services","3##","RANDOLPH","WARD 2","Citizen Web Intake App","JUN 17, 2025 04:56:47 PM"
"Dead Animal Removal","Environmental Services","4##","PRINCE","WARD 2","Phone","AUG 29, 2025 03:30:03 PM"
"Dead Animal Removal","Environmental Services","67##","CHARLIE BROOKS","WARD 8","Citizen Web Intake App","AUG 16, 2025 01:17:01 PM"
"Dead Animal Removal","Environmental Services","37##","ST PATRICK'S","WARD 1","Citizen Mobile Apps","MAY 14, 2025 04:12:05 PM"
"Dead Animal Removal","Environmental Services","8##","HANNA","WARD 4","Citizen Web Intake App","MAY 15, 2025 03:11:04 AM"
"Dead Animal Removal","Environmental Services"," ","SOUTH NATIONAL ST & BUCKINGHAM DR","WARD 8","Phone","MAY 15, 2025 09:47:38 AM"
"Dead Animal Removal","Environmental Services","7##","ALPENROSE","WARD 1","Citizen Mobile Apps","MAY 28, 2025 07:12:16 AM"
"Dead Animal Removal","Environmental Services","11##","GRAND MARAIS","WARD 10","Phone","MAY 28, 2025 08:51:57 AM"
"Dead Animal Removal","Environmental Services","18##","LONGFELLOW","WARD 10","Phone","MAY 28, 2025 08:59:20 AM"
"Dead Animal Removal","Environmental Services","7##","SANDISON","WARD 9","Phone","MAY 28, 2025 11:28:33 AM"
"Dead Animal Removal","Environmental Services","2##","MORTON","WARD 1","Citizen Mobile Apps","MAY 28, 2025 11:40:19 AM"
"Dead Animal Removal","Environmental Services","8##","VIRGINIA","WARD 6","Phone","MAY 28, 2025 12:00:32 PM"
"Dead Animal Removal","Environmental Services","46##","MALDEN","WARD 1","Citizen Mobile Apps","MAY 29, 2025 10:36:42 AM"
"Dead Animal Removal","Environmental Services","22##","DOUGALL","WARD 3","Citizen Mobile Apps","OCT 09, 2025 11:14:52 AM"
"Dead Animal Removal","Environmental Services","40##","BASELINE","WARD 9","Phone","OCT 09, 2025 01:09:32 PM"
"Dead Animal Removal","Environmental Services","119##","MAITLAND","WARD 7","Phone","OCT 09, 2025 01:13:03 PM"
"Dead Animal Removal","Environmental Services","21##","CHILVER","WARD 4","Phone","OCT 09, 2025 01:41:27 PM"
"Dead Animal Removal","Environmental Services","49##","MALDEN","WARD 1","Citizen Mobile Apps","JUL 09, 2025 10:37:26 AM"
"Dead Animal Removal","Environmental Services"," ","LANGLOIS AVE & GRAND MARAIS RD E","WARD 10","Phone","JUL 09, 2025 11:27:21 AM"
"Dead Animal Removal","Environmental Services","10##","PEARSON","WARD 7","Phone","JUL 09, 2025 02:06:16 PM"
"Dead Animal Removal","Environmental Services","10##","PEARSON","WARD 7","Phone","JUL 09, 2025 03:46:59 PM"
"Dead Animal Removal","Environmental Services","85##","TECUMSEH","WARD 8","Phone","JUL 10, 2025 08:30:40 AM"
"Dead Animal Removal","Environmental Services","12##","KAMLOOPS","WARD 9","Citizen Mobile Apps","JUL 10, 2025 09:05:41 AM"
"Dead Animal Removal","Environmental Services"," ","ERIE ST W & CRAWFORD AVE","WARD 3","Phone","JUL 10, 2025 03:38:06 PM"
"Dead Animal Removal","Environmental Services","12##","KAMLOOPS","WARD 9","Phone","JUL 10, 2025 11:29:58 AM"
"Dead Animal Removal","Environmental Services","17##","CADILLAC","WARD 5","Citizen Mobile Apps","JUL 31, 2025 11:09:22 AM"
"Dead Animal Removal","Environmental Services","17##","CADILLAC","WARD 5","Phone","JUL 31, 2025 11:37:11 AM"
"Dead Animal Removal","Environmental Services","96##","MANITOU","WARD 7","E-Mail","JUL 30, 2025 12:35:22 PM"
"Dead Animal Removal","Environmental Services","24##","NORMAN","WARD 8","Phone","JUN 26, 2025 12:56:26 PM"
"Dead Animal Removal","Environmental Services","11##","HONG","WARD 7","Phone","JUN 26, 2025 01:44:42 PM"
"Dead Animal Removal","Environmental Services","34##","DOUGALL","WARD 1","Citizen Mobile Apps","JUL 25, 2025 11:14:47 AM"
"Dead Animal Removal","Environmental Services","6##","ELLIOTT","WARD 3","Citizen Mobile Apps","JUN 11, 2025 02:34:14 PM"
"Dead Animal Removal","Environmental Services","14##","CAMPBELL","WARD 10","Phone","JUN 12, 2025 08:39:42 AM"
"Dead Animal Removal","Environmental Services","42##","OJIBWAY","WARD 2","Citizen Mobile Apps","JUN 12, 2025 09:26:48 AM"
"Dead Animal Removal","Environmental Services","42##","MALDEN","WARD 2","Citizen Mobile Apps","JUL 01, 2025 10:00:45 AM"
"Dead Animal Removal","Environmental Services","39##","MATCHETT","WARD 2","Citizen Mobile Apps","JUL 01, 2025 03:05:03 PM"
"Dead Animal Removal","Environmental Services","14##","KAMLOOPS","WARD 9","Citizen Mobile Apps","SEP 05, 2025 03:33:23 PM"
"Dead Animal Removal","Environmental Services","18##","WYANDOTTE","WARD 4","Phone","AUG 22, 2025 02:10:29 PM"
"Dead Animal Removal","Environmental Services","13##","KAMLOOPS","WARD 9","Phone","SEP 05, 2025 04:00:21 PM"
"Dead Animal Removal","Environmental Services","20##","NORMAN","WARD 8","Citizen Mobile Apps","AUG 22, 2025 03:26:10 PM"
"Dead Animal Removal","Environmental Services"," ","EC ROW RAMP W & WALKER RD","WARD 5","Phone","SEP 05, 2025 01:11:18 PM"
"Dead Animal Removal","Environmental Services"," ","INNERKIP CRES & KAMLOOPS ST","WARD 9","Phone","SEP 05, 2025 01:34:29 PM"
"Dead Animal Removal","Environmental Services","13##","KAMLOOPS","WARD 9","Citizen Mobile Apps","SEP 05, 2025 07:17:03 PM"
"Dead Animal Removal","Environmental Services"," ","EC ROW RAMP W & CENTRAL AVE","WARD 5","Phone","MAY 27, 2025 01:35:39 PM"
"Dead Animal Removal","Environmental Services","15##","CADILLAC","WARD 5","Citizen Mobile Apps","MAY 28, 2025 03:30:02 PM"
"Dead Animal Removal","Environmental Services","4##","HALL","WARD 4","Citizen Mobile Apps","JUL 01, 2025 03:51:24 PM"
"Dead Animal Removal","Environmental Services","16##","BANWELL","WARD 7","Phone","MAY 30, 2025 11:43:45 AM"
"Dead Animal Removal","Environmental Services","10##","LAUZON","WARD 6","Citizen Mobile Apps","JUN 02, 2025 07:46:17 AM"
"Dead Animal Removal","Environmental Services","7##","CAMPBELL","WARD 2","Citizen Mobile Apps","JUN 02, 2025 08:12:29 AM"
"Dead Animal Removal","Environmental Services","15##","CAMPBELL","WARD 10","E-Mail","JUN 02, 2025 09:55:41 AM"
"Dead Animal Removal","Environmental Services","20##","NORMAN","WARD 8","Phone","JUN 02, 2025 11:20:45 AM"
"Dead Animal Removal","Environmental Services","4##","GREENDALE","WARD 6","Citizen Mobile Apps","JUN 02, 2025 01:02:42 PM"
"Dead Animal Removal","Environmental Services","42##","HOWARD","WARD 1","Phone","JUN 02, 2025 01:31:23 PM"
"Dead Animal Removal","Environmental Services","95##","ESPLANADE","WARD 7","Citizen Mobile Apps","JUN 03, 2025 07:18:57 AM"
"Dead Animal Removal","Environmental Services","10##","LAUZON","WARD 6","Phone","JUN 02, 2025 09:08:26 AM"
"Dead Animal Removal","Environmental Services","58##","CABANA","WARD 9","Citizen Mobile Apps","MAY 12, 2025 07:36:26 AM"
"Dead Animal Removal","Environmental Services","8##","PILLETTE","WARD 5","Phone","MAY 12, 2025 01:50:31 PM"
"Dead Animal Removal","Environmental Services","34##","SANDWICH","WARD 2","Phone","JUN 23, 2025 10:58:04 AM"
"Dead Animal Removal","Environmental Services","23##","SANTO","WARD 1","Citizen Web Intake App","JUN 23, 2025 06:18:10 PM"
"Dead Animal Removal","Environmental Services","2##","BUCKINGHAM","WARD 6","Citizen Mobile Apps","AUG 23, 2025 08:31:56 AM"
