"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Building Condition Complaint","Building Services","14##","TECUMSEH","WARD 4","Phone","JAN 21, 2025 08:45:30 AM"
"Building Condition Complaint","Building Services","10##","NIAGARA","WARD 4","Citizen Mobile Apps","JAN 01, 2025 02:44:28 AM"
"Building Condition Complaint","Building Services","5##","PIERRE","WARD 4","Phone","JAN 09, 2025 09:58:03 AM"
"Building Condition Complaint","Building Services","10##","NIAGARA","WARD 4","Citizen Mobile Apps","JAN 06, 2025 08:06:14 PM"
"Building Condition Complaint","Building Services","2##","MOY","WARD 4","Phone","JAN 22, 2025 11:19:53 AM"
"Building Condition Complaint","Building Services","36##","BLOOMFIELD","WARD 2","Phone","JAN 31, 2025 11:57:55 AM"
"Building Condition Complaint","Building Services","7##","PELISSIER","WARD 3","Phone","FEB 06, 2025 01:53:59 PM"
"Building Condition Complaint","Building Services","31##","MEADOWBROOK","WARD 8","Phone","FEB 07, 2025 10:16:24 AM"
"Building Condition Complaint","Building Services","7##","MOY","WARD 4","Phone","FEB 07, 2025 10:48:43 AM"
"Building Condition Complaint","Building Services","16##","NORMAN","WARD 8","Phone","FEB 07, 2025 11:19:29 AM"
"Building Condition Complaint","Building Services","7##","BRANT","WARD 4","Phone","JAN 07, 2025 11:50:47 AM"
"Building Condition Complaint","Building Services","36##","SANDWICH","WARD 2","Phone","JAN 24, 2025 03:47:53 PM"
"Building Condition Complaint","Building Services","10##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 25, 2025 03:29:00 PM"
"Building Condition Complaint","Building Services","10##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 25, 2025 03:29:04 PM"
"Building Condition Complaint","Building Services","10##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 25, 2025 03:30:59 PM"
"Building Condition Complaint","Building Services","15##","TECUMSEH","WARD 4","Phone","JAN 02, 2025 01:00:37 PM"
"Building Condition Complaint","Building Services","9##","FORD","WARD 6","Phone","JAN 02, 2025 03:58:21 PM"
"Building Condition Complaint","Building Services","7##","PELISSIER","WARD 3","Phone","JAN 07, 2025 11:37:44 AM"
"Building Condition Complaint","Building Services","27##","ST PATRICK'S","WARD 10","E-Mail","JAN 27, 2025 02:35:41 PM"
"Building Condition Complaint","Building Services","9##","MCKAY","WARD 2","Phone","FEB 07, 2025 03:26:24 PM"
"Building Condition Complaint","Building Services","16##","TECUMSEH","WARD 4","Phone","JAN 31, 2025 02:28:53 PM"
"Building Condition Complaint","Building Services","2##","JOSEPHINE","WARD 2","Phone","JAN 31, 2025 03:00:03 PM"
"Building Condition Complaint","Building Services","21##","LINCOLN","WARD 4","Phone","JAN 31, 2025 10:42:16 AM"
"Building Condition Complaint","Building Services","3##","MCDOUGALL","WARD 3","Phone","JAN 06, 2025 09:49:04 AM"
"Building Condition Complaint","Building Services","33##","DOUGALL","WARD 9","Phone","JAN 06, 2025 02:10:44 PM"
"Building Condition Complaint","Building Services","13##","ASSUMPTION","WARD 4","Phone","JAN 16, 2025 11:45:31 AM"
"Building Condition Complaint","Building Services","32##","JEFFERSON","WARD 8","Phone","JAN 07, 2025 01:07:31 PM"
"Building Condition Complaint","Building Services","6##","ARGYLE","WARD 4","Phone","JAN 14, 2025 02:49:29 PM"
"Building Condition Complaint","Building Services","12##","TILSTON","WARD 2","Phone","JAN 06, 2025 03:57:22 PM"
"Building Condition Complaint","Building Services","15##","TECUMSEH","WARD 4","Citizen Web Intake App","JAN 07, 2025 11:15:10 AM"
"Building Condition Complaint","Building Services","7##","PELISSIER","WARD 3","Phone","JAN 07, 2025 12:31:04 PM"
"Building Condition Complaint","Building Services","11##","DROUILLARD","WARD 5","Phone","JAN 20, 2025 09:18:38 AM"
"Building Condition Complaint","Building Services","17##","CENTRAL","WARD 5","Phone","JAN 10, 2025 08:57:02 AM"
"Building Condition Complaint","Building Services","37##","RIVERSIDE","WARD 5","Phone","JAN 13, 2025 10:55:28 AM"
"Building Condition Complaint","Building Services","9##","PIERRE","WARD 4","Phone","JAN 14, 2025 10:20:22 AM"
"Building Condition Complaint","Building Services","15##","ASSUMPTION","WARD 4","Phone","JAN 06, 2025 12:55:22 PM"
"Building Condition Complaint","Building Services","12##","OUELLETTE","WARD 3","E-Mail","FEB 05, 2025 08:20:08 AM"
"Building Condition Complaint","Building Services","10##","CALIFORNIA","WARD 2","E-Mail","FEB 03, 2025 01:07:21 PM"
"Building Condition Complaint","Building Services","73##","TRANBY","WARD 6","Phone","JAN 02, 2025 10:44:02 AM"
"Building Condition Complaint","Building Services","41##","MANCINI","WARD 9","Phone","JAN 03, 2025 11:22:09 AM"
"Building Condition Complaint","Building Services","27##","REMINGTON","WARD 10","Citizen Mobile Apps","JAN 04, 2025 12:15:14 PM"
"Building Condition Complaint","Building Services","18##","WYANDOTTE","WARD 4","Citizen Mobile Apps","JAN 30, 2025 08:58:34 PM"
"Building Condition Complaint","Building Services","17##","ALBERT","WARD 5","Phone","JAN 13, 2025 03:49:43 PM"
"Building Condition Complaint","Building Services","3##","PARTINGTON","WARD 2","Phone","JAN 15, 2025 11:11:15 AM"
"Building Condition Complaint","Building Services","15##","GOYEAU","WARD 3","Phone","JAN 27, 2025 11:49:35 AM"
"Building Condition Complaint","Building Services","12##","OTTAWA","WARD 4","Phone","JAN 17, 2025 12:55:50 PM"
"Building Condition Complaint","Building Services","2##","LAUZON","WARD 6","Phone","JAN 27, 2025 03:52:45 PM"
"Building Condition Complaint","Building Services","25##","TRAPPERS","WARD 7","E-Mail","JAN 27, 2025 02:31:28 PM"
"Building Condition Complaint","Building Services","4##","CHILVER","WARD 4","Phone","JAN 29, 2025 11:32:16 AM"
"Building Condition Complaint","Building Services","16##","OUELLETTE","WARD 3","Phone","JAN 13, 2025 10:03:40 AM"
"Building Condition Complaint","Building Services","16##","OUELLETTE","WARD 3","Phone","JAN 22, 2025 11:34:18 AM"
"Building Condition Complaint","Building Services","8##","OUELLETTE","WARD 3","Phone","JAN 14, 2025 11:37:41 AM"
"Building Condition Complaint","Building Services","2##","WATSON","WARD 6","Phone","JAN 06, 2025 11:49:24 AM"
"Building Condition Complaint","Building Services","17##","GLADSTONE","WARD 4","Phone","JAN 21, 2025 04:02:00 PM"
"Building Condition Complaint","Building Services","12##","DUFFERIN","WARD 3","Phone","JAN 24, 2025 10:42:26 AM"
"Building Condition Complaint","Building Services","1##","RANDOLPH","WARD 2","Phone","JAN 27, 2025 10:02:01 AM"
"Building Condition Complaint","Building Services","15##","OUELLETTE","WARD 3","Phone","JAN 28, 2025 02:51:51 PM"
"Building Condition Complaint","Building Services","17##","WESTCOTT","WARD 5","Phone","FEB 06, 2025 12:44:38 PM"
"Building Condition Complaint","Building Services","26##","MELDRUM","WARD 5","Citizen Mobile Apps","FEB 06, 2025 04:37:43 PM"
"Building Condition Complaint","Building Services","28##","TECUMSEH","WARD 2","Phone","FEB 06, 2025 01:33:17 PM"
"Building Condition Complaint","Building Services","5##","HALL","WARD 4","Phone","JAN 24, 2025 10:02:47 AM"
"Building Condition Complaint","Building Services","22##","DAYTONA","WARD 10","Phone","JAN 30, 2025 10:17:46 AM"
"Building Condition Complaint","Building Services","1##","JOSEPHINE","WARD 2","Phone","JAN 30, 2025 12:21:44 PM"
"Building Condition Complaint","Building Services","4##","GLENGARRY","WARD 3","Phone","JAN 03, 2025 03:59:36 PM"
"Building Condition Complaint","Building Services","15##","POLONIA PARK","WARD 8","Phone","JAN 28, 2025 11:07:12 AM"
"Building Condition Complaint","Building Services","2##","CURRY","WARD 2","Phone","JAN 21, 2025 09:22:01 AM"
"Building Condition Complaint","Building Services","12##","MCDOUGALL","WARD 3","E-Mail","FEB 03, 2025 08:53:36 AM"
"Building Condition Complaint","Building Services","12##","EDWARD","WARD 6","Phone","FEB 03, 2025 12:12:00 PM"
"Building Condition Complaint","Building Services","36##","HOWARD","WARD 9","Phone","FEB 04, 2025 01:10:30 PM"
"Building Condition Complaint","Building Services","90##","COPPERFIELD","WARD 6","Phone","JAN 03, 2025 11:02:47 AM"
"Building Condition Complaint","Building Services","10##","GLADSTONE","WARD 4","Phone","JAN 03, 2025 11:23:24 AM"
"Building Condition Complaint","Building Services","16##","ALBERT","WARD 5","Phone","JAN 03, 2025 01:33:41 PM"
"Building Condition Complaint","Building Services","6##","AYLMER","WARD 4","Phone","JAN 03, 2025 01:59:36 PM"
"Building Condition Complaint","Building Services","24##","JOS ST LOUIS","WARD 8","Phone","JAN 08, 2025 12:56:17 PM"
"Building Condition Complaint","Building Services","2##","CAMPBELL","WARD 2","Phone","JAN 08, 2025 09:32:52 AM"
"Building Condition Complaint","Building Services","2##","TUSCARORA","WARD 3","Citizen Mobile Apps","JAN 06, 2025 03:18:03 PM"
"Building Condition Complaint","Building Services","5##","PARTINGTON","WARD 2","Phone","JAN 06, 2025 03:33:27 PM"
"Building Condition Complaint","Building Services","5##","PARTINGTON","WARD 2","Phone","JAN 06, 2025 03:45:43 PM"
"Building Condition Complaint","Building Services","10##","MARION","WARD 4","Citizen Web Intake App","JAN 08, 2025 03:17:54 PM"
"Building Condition Complaint","Building Services","10##","DOUGALL","WARD 3","E-Mail","JAN 20, 2025 09:03:09 AM"
"Building Condition Complaint","Building Services","13##","HALL","WARD 4","Citizen Web Intake App","JAN 07, 2025 11:59:28 AM"
"Building Condition Complaint","Building Services","4##","CURRY","WARD 2","Phone","JAN 07, 2025 12:47:34 PM"
"Building Condition Complaint","Building Services","16##","OUELLETTE","WARD 3","Phone","JAN 15, 2025 09:09:28 AM"
"Building Condition Complaint","Building Services","83##","EAST MOOR","WARD 6","Phone","JAN 09, 2025 01:35:34 PM"
"Building Condition Complaint","Building Services","15##","OUELLETTE","WARD 3","Citizen Mobile Apps","JAN 31, 2025 09:34:19 PM"
"Building Condition Complaint","Building Services","77##","EDGAR","WARD 6","Phone","JAN 08, 2025 11:38:03 AM"
"Building Condition Complaint","Building Services","15##","GLADSTONE","WARD 4","Phone","JAN 16, 2025 12:30:32 PM"
"Building Condition Complaint","Building Services","21##","MCDOUGALL","WARD 3","Phone","JAN 21, 2025 10:56:54 AM"
"Building Condition Complaint","Building Services","8##","UNIVERSITY","WARD 3","Citizen Mobile Apps","JAN 21, 2025 02:46:58 PM"
"Building Condition Complaint","Building Services","14##","GLADSTONE","WARD 4","Phone","JAN 22, 2025 12:26:02 PM"
"Building Condition Complaint","Building Services","9##","LANGLOIS","WARD 4","Phone","JAN 22, 2025 02:45:51 PM"
"Building Condition Complaint","Building Services","60##","WYANDOTTE","WARD 6","Phone","JAN 31, 2025 10:15:24 AM"
"Building Condition Complaint","Building Services","7##","OUELLETTE","WARD 3","Phone","JAN 09, 2025 12:42:05 PM"
"Building Condition Complaint","Building Services","8##","ST LUKE","WARD 5","Phone","JAN 15, 2025 10:50:49 AM"
"Building Condition Complaint","Building Services","12##","MARENTETTE","WARD 4","Phone","JAN 08, 2025 09:44:41 AM"
"Building Condition Complaint","Building Services","36##","GIRARDOT","WARD 2","Citizen Mobile Apps","JAN 06, 2025 10:53:30 PM"
"Building Condition Complaint","Building Services","9##","CAMPBELL","WARD 2","Phone","JAN 22, 2025 12:08:12 PM"
"Building Condition Complaint","Building Services","18##","ALBERT","WARD 5","Phone","JAN 22, 2025 03:24:33 PM"
"Building Condition Complaint","Building Services","30##","CORAM","WARD 7","Phone","JAN 23, 2025 02:28:16 PM"
"Building Condition Complaint","Building Services","14##","OUELLETTE","WARD 3","Phone","JAN 13, 2025 03:21:46 PM"
"Building Condition Complaint","Building Services","4##","WYANDOTTE","WARD 3","Phone","JAN 24, 2025 03:01:15 PM"
"Building Condition Complaint","Building Services","103##","CALEDON","WARD 7","Phone","JAN 29, 2025 02:59:25 PM"
"Building Condition Complaint","Building Services","24##","MELDRUM","WARD 5","Phone","JAN 23, 2025 03:51:37 PM"
"Building Condition Complaint","Building Services","8##","MOY","WARD 4","Phone","JAN 24, 2025 02:53:31 PM"
"Building Condition Complaint","Building Services","0##","ELLIS","WARD 3","Phone","JAN 27, 2025 12:05:45 PM"
"Building Condition Complaint","Building Services","28##","WHELPTON","WARD 5","Phone","JAN 07, 2025 11:23:20 AM"
"Building Condition Complaint","Building Services","0##","ELLIS","WARD 3","Phone","JAN 15, 2025 12:17:08 PM"
"Building Condition Complaint","Building Services","24##","RIVARD","WARD 8","Phone","JAN 16, 2025 10:26:10 AM"
"Building Condition Complaint","Building Services","43##","HOWARD","WARD 1","Phone","JAN 24, 2025 08:32:29 AM"
"Building Condition Complaint","Building Services","16##","OUELLETTE","WARD 3","Phone","JAN 24, 2025 02:31:25 PM"
"Building Condition Complaint","Building Services","9##","MAISONVILLE","WARD 5","Phone","JAN 22, 2025 02:05:27 PM"
"Building Condition Complaint","Building Services","8##","WYANDOTTE","WARD 4","Phone","JAN 03, 2025 08:34:29 AM"
"Building Condition Complaint","Building Services","0##","ELLIS","WARD 3","Phone","JAN 13, 2025 09:38:44 AM"
"Building Condition Complaint","Building Services","29##","TECUMSEH","WARD 5","Citizen Mobile Apps","JAN 10, 2025 12:36:35 PM"
"Building Condition Complaint","Building Services","16##","OUELLETTE","WARD 3","Phone","JAN 13, 2025 10:30:18 AM"
"Building Condition Complaint","Building Services","5##","GILES","WARD 4","Phone","JAN 20, 2025 03:47:09 PM"
"Building Condition Complaint","Building Services","16##","OUELLETTE","WARD 3","Phone","JAN 22, 2025 11:14:54 AM"
"Building Condition Complaint","Building Services","33##","YPRES","WARD 5","Phone","JAN 08, 2025 10:40:08 AM"
"Building Condition Complaint","Building Services","17##","PARENT","WARD 4","Phone","JAN 08, 2025 11:41:38 AM"
"Building Condition Complaint","Building Services","13##","LANGLOIS","WARD 4","Phone","JAN 08, 2025 01:16:27 PM"
"Building Condition Complaint","Building Services","26##","VINE","WARD 8","Phone","JAN 09, 2025 11:23:04 AM"
"Building Condition Complaint","Building Services","28##","TECUMSEH","WARD 2","Phone","JAN 22, 2025 01:42:37 PM"
"Building Condition Complaint","Building Services","2##","PILLETTE","WARD 5","Phone","JAN 30, 2025 03:47:57 PM"
"Building Condition Complaint","Building Services","3##","PARTINGTON","WARD 2","Phone","JAN 31, 2025 03:30:59 PM"
"Building Condition Complaint","Building Services","30##","ROBINET","WARD 7","Phone","FEB 04, 2025 10:59:50 AM"
"Building Condition Complaint","Building Services","15##","WYANDOTTE","WARD 2","Citizen Web Intake App","FEB 05, 2025 08:26:26 AM"
"Building Condition Complaint","Building Services","20##","CONTINENTAL","WARD 2","Phone","FEB 05, 2025 09:53:01 AM"
"Building Condition Complaint","Building Services","5##","PELISSIER","WARD 3","Phone","FEB 05, 2025 10:05:03 AM"
"Building Condition Complaint","Building Services","3##","GILES","WARD 3","Phone","FEB 06, 2025 11:21:23 AM"
"Building Condition Complaint","Building Services","13##","PIERRE","WARD 4","Citizen Mobile Apps","FEB 06, 2025 01:46:24 PM"
