"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Street Sweeping Request","Environmental Services","17##","DACOTAH","WARD 4","Phone","NOV 25, 2024 09:50:50 AM"
"Street Sweeping Request","Environmental Services","25##","BYNG","WARD 4","Phone","NOV 01, 2024 12:51:21 PM"
"Street Sweeping Request","Environmental Services"," ","PILLETTE RD & GUY ST","WARD 5","E-Mail","NOV 04, 2024 11:13:39 AM"
"Street Sweeping Request","Environmental Services","18##","ARTHUR","WARD 5","E-Mail","NOV 04, 2024 11:14:19 AM"
"Street Sweeping Request","Environmental Services","71##","ISABELLE","WARD 6","Phone","NOV 05, 2024 08:49:20 AM"
"Street Sweeping Request","Environmental Services","46##","TOURNAMENT","WARD 1","Phone","NOV 12, 2024 11:35:42 AM"
"Street Sweeping Request","Environmental Services","19##","ONTARIO","WARD 4","Phone","NOV 12, 2024 03:50:43 PM"
"Street Sweeping Request","Environmental Services","30##","BRIMLEY","WARD 7","Phone","NOV 25, 2024 10:26:11 AM"
"Street Sweeping Request","Environmental Services","16##","RANDOLPH","WARD 10","Phone","NOV 25, 2024 03:15:28 PM"
"Street Sweeping Request","Environmental Services","14##","PARTINGTON","WARD 10","Phone","NOV 26, 2024 09:32:53 AM"
"Street Sweeping Request","Environmental Services","35##","RANKIN","WARD 1","Phone","NOV 25, 2024 10:08:14 AM"
"Street Sweeping Request","Environmental Services","6##","CARON","WARD 3","Phone","AUG 21, 2024 12:30:53 PM"
"Street Sweeping Request","Environmental Services","5##","PITT","WARD 3","Phone","OCT 22, 2024 03:27:04 PM"
"Street Sweeping Request","Environmental Services","21##","YORK","WARD 3","Phone","OCT 23, 2024 03:55:27 PM"
"Street Sweeping Request","Environmental Services","61##","TECUMSEH","WARD 8","Citizen Mobile Apps","OCT 24, 2024 08:36:24 AM"
"Street Sweeping Request","Environmental Services"," ","EASTCOURT DR & FOREST GLADE DR","WARD 7","Phone","NOV 20, 2024 08:40:28 AM"
"Street Sweeping Request","Environmental Services","21##","DOUGALL","WARD 3","Phone","NOV 20, 2024 12:44:23 PM"
"Street Sweeping Request","Environmental Services","25##","PRINCESS","WARD 8","Phone","NOV 26, 2024 11:45:45 AM"
"Street Sweeping Request","Environmental Services","23##","FRASER","WARD 4","Phone","NOV 26, 2024 03:06:50 PM"
"Street Sweeping Request","Environmental Services","12##","LAURENDEAU","WARD 5","Phone","SEP 04, 2024 09:21:18 AM"
"Street Sweeping Request","Environmental Services"," ","BRANT ST & PARENT AVE","WARD 4","Phone","SEP 04, 2024 12:20:42 PM"
"Street Sweeping Request","Environmental Services","24##","GEORGE","WARD 5","Phone","SEP 04, 2024 01:07:01 PM"
"Street Sweeping Request","Environmental Services","15##","MOY","WARD 4","Citizen Mobile Apps","JUL 11, 2024 10:19:31 AM"
"Street Sweeping Request","Environmental Services","10##","LAUZON","WARD 6","Phone","AUG 01, 2024 12:05:50 PM"
"Street Sweeping Request","Environmental Services","27##","JEFFERSON","WARD 8","Citizen Mobile Apps","JUL 31, 2024 03:07:42 PM"
"Street Sweeping Request","Environmental Services"," ","RIVERSIDE DR E & ST ROSE AVE","WARD 6","Phone","JUL 24, 2024 03:15:50 PM"
"Street Sweeping Request","Environmental Services","4##","AYLMER","WARD 3","Citizen Mobile Apps","JUL 26, 2024 11:05:56 AM"
"Street Sweeping Request","Environmental Services"," ","LITTLE RIVER ACRES DR & LITTLE RIVER RD","WARD 6","Phone","AUG 29, 2024 03:20:35 PM"
"Street Sweeping Request","Environmental Services","13##","PILLETTE","WARD 5","Phone","JUL 03, 2024 09:36:13 AM"
"Street Sweeping Request","Environmental Services","22##","LAMONT","WARD 1","Phone","JUN 17, 2024 09:25:15 AM"
"Street Sweeping Request","Environmental Services","8##","MOY","WARD 4","Citizen Mobile Apps","JUN 17, 2024 11:09:27 AM"
"Street Sweeping Request","Environmental Services","23##","WOODLAWN","WARD 4","Phone","JUN 28, 2024 03:24:19 PM"
"Street Sweeping Request","Environmental Services"," ","CHATHAM ST E & PIERRE AVE","WARD 4","Phone","JUL 02, 2024 12:57:46 PM"
"Street Sweeping Request","Environmental Services"," ","UNIVERSITY AVE E & PIERRE AVE","WARD 4","Phone","JUL 02, 2024 12:57:49 PM"
"Street Sweeping Request","Environmental Services","24##","GEORGE","WARD 5","Phone","AUG 08, 2024 01:22:20 PM"
"Street Sweeping Request","Environmental Services","17##","BENJAMIN","WARD 4","Phone","AUG 02, 2024 01:59:40 PM"
"Street Sweeping Request","Environmental Services","8##","MOY","WARD 4","E-Mail","JUN 03, 2024 10:48:24 AM"
"Street Sweeping Request","Environmental Services","119##","RIVERSIDE","WARD 7","Phone","MAY 27, 2024 01:31:10 PM"
"Street Sweeping Request","Environmental Services","8##","ST LUKE","WARD 5","Phone","MAY 28, 2024 11:53:29 AM"
"Street Sweeping Request","Environmental Services"," ","SOUTH NATIONAL ST & FORD BLVD","WARD 8","E-Mail","MAY 28, 2024 02:18:30 PM"
"Street Sweeping Request","Environmental Services","1##","GOYEAU","WARD 3","E-Mail","MAY 27, 2024 08:10:45 AM"
"Street Sweeping Request","Environmental Services","10##","MONMOUTH","WARD 4","Phone","MAY 29, 2024 09:17:12 AM"
"Street Sweeping Request","Environmental Services","95##","AVERY","WARD 7","Phone","MAY 29, 2024 01:17:02 PM"
"Street Sweeping Request","Environmental Services","8##","MOY","WARD 4","Citizen Mobile Apps","JUN 19, 2024 10:11:16 AM"
"Street Sweeping Request","Environmental Services","14##","DROUILLARD","WARD 5","Phone","AUG 07, 2024 03:16:45 PM"
"Street Sweeping Request","Environmental Services","9##","RANDOLPH","WARD 2","E-Mail","JUN 11, 2024 10:00:57 AM"
"Street Sweeping Request","Environmental Services","14##","DROUILLARD","WARD 5","Phone","JUN 11, 2024 10:41:17 AM"
"Street Sweeping Request","Environmental Services","9##","VILLAIRE","WARD 6","E-Mail","JUN 11, 2024 10:55:22 AM"
"Street Sweeping Request","Environmental Services","14##","HALL","WARD 4","Citizen Mobile Apps","JUN 11, 2024 11:27:38 AM"
"Street Sweeping Request","Environmental Services","9##","TUSCARORA","WARD 4","Citizen Mobile Apps","JUN 11, 2024 01:10:36 PM"
"Street Sweeping Request","Environmental Services","13##","PILLETTE","WARD 5","Phone","JUN 05, 2024 08:59:32 AM"
"Street Sweeping Request","Environmental Services","10##","DOUGALL","WARD 3","E-Mail","JUN 05, 2024 10:44:19 AM"
"Street Sweeping Request","Environmental Services","4##","JANETTE","WARD 3","Phone","JUN 05, 2024 01:49:42 PM"
"Street Sweeping Request","Environmental Services","41##","MOUNT ROYAL","WARD 1","Citizen Mobile Apps","AUG 16, 2024 03:37:51 PM"
"Street Sweeping Request","Environmental Services","16##","BALFOUR","WARD 8","Phone","AUG 19, 2024 09:03:19 AM"
"Street Sweeping Request","Environmental Services","5##","BRANT","WARD 3","Citizen Mobile Apps","AUG 12, 2024 01:20:45 PM"
"Street Sweeping Request","Environmental Services","12##","MCEWAN","WARD 2","Phone","JUL 09, 2024 12:20:33 PM"
"Street Sweeping Request","Environmental Services","10##","MATTHEW BRADY","WARD 6","Phone","JUL 25, 2024 10:48:51 AM"
"Street Sweeping Request","Environmental Services"," ","WYANDOTTE ST E & GEORGE AVE","WARD 5","Phone","SEP 17, 2024 10:40:27 AM"
"Street Sweeping Request","Environmental Services","10##","CATARAQUI","WARD 4","Phone","JUN 04, 2024 09:51:02 AM"
"Street Sweeping Request","Environmental Services","2##","HALL","WARD 4","Phone","JUN 04, 2024 02:47:09 PM"
"Street Sweeping Request","Environmental Services"," ","ELLIOTT ST E & PARENT AVE","WARD 4","Phone","JUL 03, 2024 11:41:09 AM"
"Street Sweeping Request","Environmental Services"," ","EASTLAWN AVE & RIVERSIDE DR E","WARD 6","Phone","JUN 26, 2024 03:10:13 PM"
"Street Sweeping Request","Environmental Services","9##","DROUILLARD","WARD 5","Phone","AUG 12, 2024 09:21:02 AM"
"Street Sweeping Request","Environmental Services","46##","CLUBHOUSE","WARD 1","Citizen Mobile Apps","JUN 20, 2024 12:14:31 PM"
"Street Sweeping Request","Environmental Services","8##","MOY","WARD 4","Phone","JUN 21, 2024 09:25:17 AM"
"Street Sweeping Request","Environmental Services","9##","MOY","WARD 4","Phone","JUL 17, 2024 12:04:48 PM"
"Street Sweeping Request","Environmental Services","23##","ST PATRICK'S","WARD 10","Phone","JUL 17, 2024 12:10:50 PM"
"Street Sweeping Request","Environmental Services"," ","SHEPHERD ST E & HOWARD AVE","WARD 4","Phone","JUL 17, 2024 04:02:41 PM"
"Street Sweeping Request","Environmental Services","10##","ROSELAWN","WARD 1","Phone","JUL 18, 2024 02:23:00 PM"
"Street Sweeping Request","Environmental Services","13##","DARLINGTON","WARD 6","Phone","SEP 11, 2024 02:27:51 PM"
"Street Sweeping Request","Environmental Services","9##","VILLAIRE","WARD 6","E-Mail","JUL 19, 2024 12:17:50 PM"
"Street Sweeping Request","Environmental Services","56##","BALDWIN","WARD 8","Phone","JUL 24, 2024 10:15:34 AM"
"Street Sweeping Request","Environmental Services","11##","LILLIAN","WARD 4","Phone","JUL 24, 2024 12:52:43 PM"
"Street Sweeping Request","Environmental Services"," ","VIMY AVE & HALL AVE","WARD 4","Phone","OCT 31, 2024 11:44:55 AM"
"Street Sweeping Request","Environmental Services","22##","HALL","WARD 4","Phone","OCT 31, 2024 12:37:17 PM"
"Street Sweeping Request","Environmental Services","38##","BIRCH","WARD 2","Phone","DEC 06, 2024 01:28:11 PM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 16, 2024 08:16:51 AM"
"Street Sweeping Request","Environmental Services","25##","MCKAY","WARD 10","Phone","NOV 28, 2024 11:09:19 AM"
"Street Sweeping Request","Environmental Services","30##","RANKIN","WARD 1","Phone","NOV 28, 2024 01:10:09 PM"
"Street Sweeping Request","Environmental Services","11##","MOY","WARD 4","Phone","DEC 04, 2024 10:31:26 AM"
"Street Sweeping Request","Environmental Services","16##","GREENVIEW","WARD 2","Phone","DEC 04, 2024 10:58:42 AM"
"Street Sweeping Request","Environmental Services","77##","ST ROSE","WARD 6","Phone","DEC 04, 2024 12:43:03 PM"
"Street Sweeping Request","Environmental Services","26##","ROBERT","WARD 5","Phone","DEC 16, 2024 03:18:09 PM"
"Street Sweeping Request","Environmental Services","3##","CHILVER","WARD 4","Phone","OCT 02, 2024 12:45:51 PM"
"Street Sweeping Request","Environmental Services","30##","MARENTETTE","WARD 9","Phone","NOV 01, 2024 10:49:33 AM"
"Street Sweeping Request","Environmental Services","33##","HEMLOCK","WARD 7","E-Mail","SEP 25, 2024 08:31:52 AM"
"Street Sweeping Request","Environmental Services","11##","ESDRAS","WARD 6","Phone","SEP 26, 2024 11:05:16 AM"
"Street Sweeping Request","Environmental Services","93##","ALTEN","WARD 7","Phone","NOV 06, 2024 03:48:45 PM"
"Street Sweeping Request","Environmental Services","17##","CHILVER","WARD 4","Phone","NOV 08, 2024 11:09:03 AM"
"Street Sweeping Request","Environmental Services","10##","MONMOUTH","WARD 4","Phone","NOV 08, 2024 11:59:55 AM"
"Street Sweeping Request","Environmental Services","15##","READING","WARD 10","Phone","NOV 07, 2024 11:44:31 AM"
"Street Sweeping Request","Environmental Services","8##","ST LUKE","WARD 5","Phone","NOV 08, 2024 12:39:00 PM"
"Street Sweeping Request","Environmental Services","100##","ASPEN","WARD 7","Phone","NOV 08, 2024 01:47:26 PM"
"Street Sweeping Request","Environmental Services","10##","MONMOUTH","WARD 4","Phone","AUG 22, 2024 10:28:58 AM"
"Street Sweeping Request","Environmental Services","9##","MONMOUTH","WARD 4","Phone","AUG 22, 2024 10:30:53 AM"
"Street Sweeping Request","Environmental Services","17##","ARTHUR","WARD 5","Phone","DEC 02, 2024 09:21:22 AM"
"Street Sweeping Request","Environmental Services","39##","RODD","WARD 1","Phone","NOV 18, 2024 03:04:27 PM"
"Street Sweeping Request","Environmental Services","19##","ARRAS","WARD 4","Phone","NOV 19, 2024 10:11:08 AM"
"Street Sweeping Request","Environmental Services","14##","PARTINGTON","WARD 10","Phone","AUG 23, 2024 10:48:01 AM"
"Street Sweeping Request","Environmental Services","12##","WIGLE","WARD 2","Phone","DEC 09, 2024 09:11:02 AM"
"Street Sweeping Request","Environmental Services","36##","RANDOLPH","WARD 1","Phone","DEC 09, 2024 12:47:56 PM"
"Street Sweeping Request","Environmental Services"," ","GLENWOOD AVE & ORION CRES","WARD 10","Phone","NOV 27, 2024 02:25:10 PM"
"Street Sweeping Request","Environmental Services","17##","CADILLAC","WARD 5","Citizen Mobile Apps","OCT 21, 2024 03:40:10 PM"
"Street Sweeping Request","Environmental Services"," ","UNIVERSITY AVE W & BRIDGE AVE","WARD 2","Phone","NOV 12, 2024 08:16:39 AM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 12, 2024 09:15:54 AM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 12, 2024 09:23:42 AM"
"Street Sweeping Request","Environmental Services","19##","AMIENS","WARD 4","Phone","DEC 10, 2024 10:35:31 AM"
"Street Sweeping Request","Environmental Services","30##","REGIS","WARD 7","E-Mail","DEC 11, 2024 01:52:01 PM"
"Street Sweeping Request","Environmental Services","39##","STANISZEWSKI","WARD 5","Citizen Mobile Apps","OCT 17, 2024 01:26:08 PM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 12, 2024 09:48:31 AM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 12, 2024 09:35:30 AM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 12, 2024 02:41:46 PM"
"Street Sweeping Request","Environmental Services","18##","RICHMOND","WARD 4","Phone","DEC 12, 2024 02:53:26 PM"
"Street Sweeping Request","Environmental Services","4##","AYLMER","WARD 3","Citizen Mobile Apps","OCT 07, 2024 01:58:47 PM"
"Street Sweeping Request","Environmental Services","12##","HARRISON","WARD 2","Phone","AUG 19, 2024 03:22:12 PM"
"Street Sweeping Request","Environmental Services","5##","PITT","WARD 3","Phone","NOV 04, 2024 08:42:42 AM"
"Street Sweeping Request","Environmental Services","94##","RYERSON","WARD 7","Phone","NOV 07, 2024 09:26:05 AM"
"Street Sweeping Request","Environmental Services","31##","BRIARBANK","WARD 7","Phone","SEP 20, 2024 02:22:24 PM"
"Street Sweeping Request","Environmental Services","4##","JOHN HARVEY","WARD 9","Phone","DEC 02, 2024 02:28:40 PM"
"Street Sweeping Request","Environmental Services","5##","PITT","WARD 3","Phone","OCT 04, 2024 09:15:28 AM"
"Street Sweeping Request","Environmental Services","38##","BLACKBURN","WARD 2","Phone","OCT 04, 2024 10:12:15 AM"
"Street Sweeping Request","Environmental Services"," ","WYANDOTTE ST E & BANWELL RD","WARD 7","Phone","DEC 31, 2024 11:22:32 AM"
"Street Sweeping Request","Environmental Services","11##","HURON CHURCH","WARD 2","Phone","DEC 31, 2024 09:33:19 AM"
"Street Sweeping Request","Environmental Services","16##","GREENVIEW","WARD 2","Phone","JAN 25, 2024 09:07:11 AM"
"Street Sweeping Request","Environmental Services","24##","LONGFELLOW","WARD 10","E-Mail","DEC 10, 2024 10:47:49 AM"
"Street Sweeping Request","Environmental Services","16##","ALEXIS","WARD 5","Phone","DEC 10, 2024 02:00:28 PM"
"Street Sweeping Request","Environmental Services","24##","GLADSTONE","WARD 4","Phone","OCT 30, 2024 12:26:28 PM"
"Street Sweeping Request","Environmental Services","9##","BRIDGE","WARD 2","Phone","OCT 30, 2024 02:29:55 PM"
"Street Sweeping Request","Environmental Services","7##","BRUCE","WARD 3","Phone","OCT 28, 2024 08:51:01 AM"
"Street Sweeping Request","Environmental Services","10##","BRUCE","WARD 3","Phone","OCT 29, 2024 02:46:55 PM"
"Street Sweeping Request","Environmental Services","9##","VILLAIRE","WARD 6","E-Mail","MAR 19, 2024 08:17:41 AM"
"Street Sweeping Request","Environmental Services","8##","DOUGALL","WARD 3","Phone","FEB 14, 2024 10:17:18 AM"
"Street Sweeping Request","Environmental Services","9##","KENNEDY","WARD 1","Phone","FEB 29, 2024 03:46:40 PM"
"Street Sweeping Request","Environmental Services","95##","AVERY","WARD 7","Phone","JAN 12, 2024 03:41:33 PM"
"Street Sweeping Request","Environmental Services","17##","LAUZON","WARD 8","Citizen Mobile Apps","JUL 09, 2024 02:12:21 PM"
"Street Sweeping Request","Environmental Services","3##","LOGAN","WARD 3","Phone","MAR 12, 2024 12:58:26 PM"
"Street Sweeping Request","Environmental Services","103##","TECUMSEH","WARD 7","Citizen Mobile Apps","APR 11, 2024 09:10:39 AM"
"Street Sweeping Request","Environmental Services","13##","JANETTE","WARD 3","Phone","JAN 09, 2024 11:00:40 AM"
"Street Sweeping Request","Environmental Services"," ","DOUGALL AVE & CLINTON ST","WARD 3","Phone","JAN 09, 2024 11:02:35 AM"
"Street Sweeping Request","Environmental Services","38##","BIRCH","WARD 2","Phone","JAN 09, 2024 01:01:30 PM"
"Street Sweeping Request","Environmental Services","12##","BELLEPERCHE","WARD 6","Phone","FEB 07, 2024 08:09:00 AM"
"Street Sweeping Request","Environmental Services","15##","GLADSTONE","WARD 4","Citizen Mobile Apps","FEB 07, 2024 12:40:30 PM"
"Street Sweeping Request","Environmental Services","10##","DROUILLARD","WARD 5","E-Mail","JAN 04, 2024 11:12:26 AM"
"Street Sweeping Request","Environmental Services","8##","HOMEDALE","WARD 6","E-Mail","JAN 04, 2024 01:03:16 PM"
"Street Sweeping Request","Environmental Services","2##","OAK","WARD 3","Phone","MAR 05, 2024 01:48:23 PM"
"Street Sweeping Request","Environmental Services","8##","LOUIS","WARD 4","Phone","MAR 19, 2024 03:53:13 PM"
"Street Sweeping Request","Environmental Services","16##","GREENVIEW","WARD 2","Phone","JAN 31, 2024 03:36:44 PM"
"Street Sweeping Request","Environmental Services","9##","VIRGINIA","WARD 6","Phone","JAN 02, 2024 08:58:05 AM"
"Street Sweeping Request","Environmental Services","28##","GLENWOOD","WARD 10","Phone","NOV 22, 2024 12:09:34 PM"
"Street Sweeping Request","Environmental Services","37##","WOODWARD","WARD 9","Phone","NOV 22, 2024 12:50:21 PM"
"Street Sweeping Request","Environmental Services","30##","ALEXANDER","WARD 2","Phone","FEB 09, 2024 12:58:21 PM"
"Street Sweeping Request","Environmental Services","18##","JEFFERSON","WARD 8","Phone","MAR 13, 2024 01:11:29 PM"
"Street Sweeping Request","Environmental Services","9##","VILLAIRE","WARD 6","E-Mail","MAY 10, 2024 03:33:25 PM"
"Street Sweeping Request","Environmental Services","30##","FAIRLANE","WARD 9","Phone","MAY 16, 2024 03:48:57 PM"
"Street Sweeping Request","Environmental Services","3##","GENEVIEVE","WARD 6","Phone","MAY 17, 2024 12:02:07 PM"
"Street Sweeping Request","Environmental Services","11##","ELM","WARD 3","Citizen Mobile Apps","MAY 23, 2024 08:42:05 AM"
"Street Sweeping Request","Environmental Services","17##","CENTRAL","WARD 5","Phone","MAY 27, 2024 09:39:22 AM"
"Street Sweeping Request","Environmental Services"," ","PATRICIA RD & COLLEGE AVE","WARD 2","Phone","MAY 08, 2024 09:01:34 AM"
"Street Sweeping Request","Environmental Services","18##","CENTRAL","WARD 5","Web Intake","MAY 21, 2024 12:51:20 PM"
"Street Sweeping Request","Environmental Services","13##","HALL","WARD 4","Phone","MAY 22, 2024 08:43:12 AM"
"Street Sweeping Request","Environmental Services","6##","BRUCE","WARD 3","Phone","APR 10, 2024 08:29:20 AM"
"Street Sweeping Request","Environmental Services","2##","MCKAY","WARD 2","Phone","APR 10, 2024 08:31:20 AM"
"Street Sweeping Request","Environmental Services","9##","LANGLOIS","WARD 4","Phone","APR 10, 2024 10:16:12 AM"
"Street Sweeping Request","Environmental Services","17##","CALDERWOOD","WARD 9","Phone","APR 10, 2024 01:35:42 PM"
"Street Sweeping Request","Environmental Services","36##","WOODWARD","WARD 9","Phone","JUN 20, 2024 09:12:10 AM"
"Street Sweeping Request","Environmental Services","13##","LAURENDEAU","WARD 5","Phone","MAR 21, 2024 02:38:32 PM"
"Street Sweeping Request","Environmental Services","34##","VICTORIA","WARD 9","Phone","MAR 26, 2024 11:35:33 AM"
"Street Sweeping Request","Environmental Services","20##","BALFOUR","WARD 8","Phone","MAR 28, 2024 10:30:59 AM"
"Street Sweeping Request","Environmental Services","16##","LINCOLN","WARD 4","Phone","MAR 28, 2024 11:31:25 AM"
"Street Sweeping Request","Environmental Services"," ","CANTELON DR & KEW DR","WARD 8","E-Mail","FEB 08, 2024 08:33:57 AM"
"Street Sweeping Request","Environmental Services","2##","MILL","WARD 2","Citizen Mobile Apps","FEB 08, 2024 09:12:25 AM"
"Street Sweeping Request","Environmental Services","31##","RUSSELL","WARD 2","Citizen Mobile Apps","FEB 08, 2024 09:50:53 AM"
"Street Sweeping Request","Environmental Services","12##","HARRISON","WARD 2","Phone","FEB 26, 2024 02:53:22 PM"
"Street Sweeping Request","Environmental Services","5##","PARENT","WARD 4","Phone","FEB 26, 2024 03:48:06 PM"
"Street Sweeping Request","Environmental Services","3##","CAMPBELL","WARD 2","Citizen Mobile Apps","FEB 27, 2024 08:19:38 AM"
"Street Sweeping Request","Environmental Services","9##","RANDOLPH","WARD 2","E-Mail","FEB 27, 2024 10:11:47 AM"
"Street Sweeping Request","Environmental Services","39##","RODD","WARD 1","Phone","FEB 27, 2024 11:06:27 AM"
"Street Sweeping Request","Environmental Services","2##","THOMPSON","WARD 6","Citizen Mobile Apps","APR 22, 2024 03:52:34 PM"
"Street Sweeping Request","Environmental Services","9##","VILLAIRE","WARD 6","E-Mail","APR 19, 2024 09:04:54 AM"
"Street Sweeping Request","Environmental Services","33##","CONSERVATION","WARD 9","Phone","JUL 05, 2024 03:29:25 PM"
"Street Sweeping Request","Environmental Services","14##","MOY","WARD 4","Phone","JUL 08, 2024 10:10:31 AM"
"Street Sweeping Request","Environmental Services","23##","TURNER","WARD 4","Phone","JUL 08, 2024 01:54:17 PM"
"Street Sweeping Request","Environmental Services","36##","BLISS","WARD 9","Citizen Mobile Apps","MAY 15, 2024 08:41:40 AM"
"Street Sweeping Request","Environmental Services","31##","TURNER","WARD 9","Phone","MAY 06, 2024 11:44:50 AM"
"Street Sweeping Request","Environmental Services","26##","RANDOLPH","WARD 10","Phone","MAY 06, 2024 01:49:48 PM"
"Street Sweeping Request","Environmental Services","31##","RUSSELL","WARD 2","Citizen Mobile Apps","FEB 28, 2024 01:49:22 PM"
"Street Sweeping Request","Environmental Services","14##","HALL","WARD 4","Citizen Mobile Apps","MAY 31, 2024 10:45:57 AM"
"Street Sweeping Request","Environmental Services","44##","PLEASANT","WARD 5","Phone","FEB 01, 2024 02:49:42 PM"
"Street Sweeping Request","Environmental Services","12##","HARRISON","WARD 2","Phone","FEB 02, 2024 08:38:32 AM"
"Street Sweeping Request","Environmental Services","38##","BIRCH","WARD 2","Phone","FEB 02, 2024 01:17:54 PM"
"Street Sweeping Request","Environmental Services","13##","FELIX","WARD 2","Phone","MAY 02, 2024 10:26:51 AM"
"Street Sweeping Request","Environmental Services","8##","BRUCE","WARD 3","Citizen Mobile Apps","MAY 02, 2024 10:45:31 AM"
"Street Sweeping Request","Environmental Services","11##","MOY","WARD 4","Phone","FEB 14, 2024 03:21:00 PM"
"Street Sweeping Request","Environmental Services","17##","BUCKINGHAM","WARD 8","Phone","APR 11, 2024 01:22:32 PM"
"Street Sweeping Request","Environmental Services","84##","DARLINGTON","WARD 6","Phone","APR 11, 2024 02:08:53 PM"
"Street Sweeping Request","Environmental Services","11##","GLADSTONE","WARD 4","Phone","APR 11, 2024 02:27:01 PM"
"Street Sweeping Request","Environmental Services","15##","GLADSTONE","WARD 4","Citizen Mobile Apps","APR 22, 2024 09:05:44 AM"
"Street Sweeping Request","Environmental Services","8##","MOY","WARD 4","Phone","APR 22, 2024 10:26:02 AM"
"Street Sweeping Request","Environmental Services","2##","LINCOLN","WARD 4","Phone","APR 29, 2024 08:40:39 AM"
"Street Sweeping Request","Environmental Services","7##","JANETTE","WARD 3","Phone","APR 29, 2024 11:37:58 AM"
"Street Sweeping Request","Environmental Services","37##","BLACKBURN","WARD 2","Phone","APR 29, 2024 04:01:57 PM"
"Street Sweeping Request","Environmental Services","15##","GLENDALE","WARD 8","Phone","APR 30, 2024 01:49:55 PM"
"Street Sweeping Request","Environmental Services","23##","FRASER","WARD 4","Phone","MAY 01, 2024 01:26:43 PM"
"Street Sweeping Request","Environmental Services","17##","ASKIN","WARD 10","Citizen Mobile Apps","NOV 08, 2024 03:20:08 PM"
"Street Sweeping Request","Environmental Services","16##","CHURCH","WARD 3","Phone","APR 24, 2024 03:18:15 PM"
"Street Sweeping Request","Environmental Services","9##","RANDOLPH","WARD 2","E-Mail","APR 25, 2024 08:26:03 AM"
"Street Sweeping Request","Environmental Services","14##","DROUILLARD","WARD 5","Phone","APR 25, 2024 09:34:33 AM"
"Street Sweeping Request","Environmental Services","24##","MCDOUGALL","WARD 3","Citizen Mobile Apps","APR 26, 2024 10:10:58 AM"
"Street Sweeping Request","Environmental Services","9##","PROVINCIAL","WARD 9","E-Mail","APR 26, 2024 11:12:21 AM"
"Street Sweeping Request","Environmental Services","15##","DOUGALL","WARD 3","Citizen Mobile Apps","MAY 03, 2024 08:49:20 AM"
"Street Sweeping Request","Environmental Services"," ","BRUCE AVE & ERIE ST W","WARD 3","Phone","APR 08, 2024 11:44:51 AM"
"Street Sweeping Request","Environmental Services","3##","CHILVER","WARD 4","E-Mail","APR 09, 2024 09:48:58 AM"
"Street Sweeping Request","Environmental Services","7##","DEVONSHIRE","WARD 4","Phone","APR 09, 2024 09:49:01 AM"
"Street Sweeping Request","Environmental Services","34##","VICTORIA","WARD 9","Phone","APR 09, 2024 02:35:17 PM"
