"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Pothole on Road","Contracts, Field Services and Maintenance","46##","OJIBWAY","WARD 2","Citizen Web Intake App","FEB 03, 2025 10:21:30 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","9##","HOMEDALE","WARD 6","Phone","FEB 04, 2025 08:53:54 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","18##","CENTRAL","WARD 5","Phone","FEB 04, 2025 10:49:18 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","1##","HILL","WARD 2","Citizen Mobile Apps","FEB 04, 2025 11:10:51 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","WOODLAWN AVE & MALCOLM ST","WARD 9","Phone","FEB 04, 2025 02:48:31 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","7##","ST ANTOINE","WARD 2","E-Mail","FEB 06, 2025 03:05:10 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","5##","WYANDOTTE","WARD 3","Phone","JAN 10, 2025 10:02:14 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","7##","RIVERSIDE","WARD 4","Phone","JAN 10, 2025 01:58:03 PM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","HOWARD AVE & CABANA RD E","WARD 9","Phone","JAN 06, 2025 08:04:01 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","HURON CHURCH RD & TECUMSEH RD W","WARD 2","Phone","JAN 06, 2025 10:21:14 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","36##","HOWARD","WARD 9","Phone","JAN 06, 2025 10:47:18 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","15##","FORD","WARD 8","E-Mail","JAN 06, 2025 11:39:08 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","LENS AVE & BYNG RD","WARD 4","Phone","JAN 06, 2025 01:14:11 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","3##","CHATHAM","WARD 3","Citizen Mobile Apps","JAN 07, 2025 09:32:21 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","CLAIRVIEW AVE & FRANK AVE","WARD 6","Phone","JAN 07, 2025 09:55:54 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","10##","HURON CHURCH","WARD 2","Phone","JAN 07, 2025 12:23:40 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","116##","TECUMSEH","WARD 7","Phone","JAN 07, 2025 03:14:48 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","36##","HOWARD","WARD 9","Phone","JAN 06, 2025 09:49:54 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","HOWARD AVE & CABANA RD E","WARD 9","Phone","JAN 06, 2025 09:56:18 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","HURON CHURCH RD & TECUMSEH RD W","WARD 2","Phone","JAN 07, 2025 02:52:56 PM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","BANWELL RD & MCHUGH ST","WARD 7","Phone","JAN 30, 2025 08:23:33 AM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","DUFFERIN PL & HANNA ST E","WARD 3","Phone","JAN 31, 2025 08:55:10 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","28##","DOMINION","WARD 10","Phone","JAN 31, 2025 02:11:40 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","17##","ST CLAIR","WARD 10","Phone","JAN 31, 2025 03:54:04 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","3##","CHATHAM","WARD 3","Citizen Mobile Apps","FEB 01, 2025 11:12:31 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","17##","ST LUKE","WARD 5","Citizen Web Intake App","FEB 01, 2025 06:17:44 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","8##","NORTH TALBOT","WARD 1","Citizen Mobile Apps","FEB 03, 2025 09:37:13 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","34##","GRAND MARAIS","WARD 5","Phone","FEB 03, 2025 11:11:56 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","38##","BYNG","WARD 9","Phone","FEB 03, 2025 12:34:07 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","30##","ROCKWELL","WARD 1","Phone","FEB 03, 2025 02:26:33 PM"
"Pothole on Road","Contracts, Field Services and Maintenance","28##","DOMINION","WARD 10","Phone","FEB 03, 2025 01:39:02 PM"
"Pothole on Road","Contracts, Field Services and Maintenance"," ","EC ROW OFF","WARD 5","Citizen Mobile Apps","FEB 04, 2025 01:28:21 AM"
"Pothole on Road","Contracts, Field Services and Maintenance","29##","LANGLOIS","WARD 10","Phone","FEB 04, 2025 11:16:51 AM"
