"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Building / Land - Improper Use","Building Services","19##","FERNDALE","WARD 8","Phone","JUL 08, 2024 09:48:35 AM"
"Building / Land - Improper Use","Building Services","12##","DROUILLARD","WARD 5","Phone","JUL 18, 2024 02:04:40 PM"
"Building / Land - Improper Use","Building Services","26##","PARENT","WARD 10","Phone","JUL 24, 2024 03:44:06 PM"
"Building / Land - Improper Use","Building Services","18##","HURON CHURCH","WARD 10","Web Intake","AUG 06, 2024 06:07:44 PM"
"Building / Land - Improper Use","Building Services","32##","ROSEBRIAR","WARD 7","Web Intake","AUG 07, 2024 09:46:42 AM"
"Building / Land - Improper Use","Building Services","11##","LAKEVIEW","WARD 7","Phone","AUG 07, 2024 12:13:21 PM"
"Building / Land - Improper Use","Building Services","27##","SEMINOLE","WARD 5","Citizen Mobile Apps","AUG 08, 2024 01:58:46 PM"
"Building / Land - Improper Use","Building Services","10##","FREDERICA","WARD 7","Citizen Mobile Apps","OCT 21, 2024 11:57:14 AM"
"Building / Land - Improper Use","Building Services","38##","HILLCREST","WARD 2","Citizen Mobile Apps","OCT 23, 2024 09:31:32 AM"
"Building / Land - Improper Use","Building Services","36##","BYNG","WARD 9","Citizen Mobile Apps","NOV 23, 2024 08:35:10 AM"
"Building / Land - Improper Use","Building Services","8##","BRANT","WARD 4","Phone","OCT 22, 2024 01:10:30 PM"
"Building / Land - Improper Use","Building Services","38##","VAUGHAN","WARD 2","Phone","NOV 25, 2024 09:42:13 AM"
"Building / Land - Improper Use","Building Services","33##","SOUILLIERE","WARD 7","Phone","AUG 12, 2024 03:11:41 PM"
"Building / Land - Improper Use","Building Services","28##","TURNER","WARD 10","Phone","AUG 14, 2024 11:40:05 AM"
"Building / Land - Improper Use","Building Services","16##","ARMANDA","WARD 1","Phone","AUG 14, 2024 12:34:30 PM"
"Building / Land - Improper Use","Building Services","6##","ROSELAND","WARD 1","E-Mail","AUG 14, 2024 01:08:39 PM"
"Building / Land - Improper Use","Building Services","10##","FELIX","WARD 2","Citizen Mobile Apps","AUG 17, 2024 09:21:54 AM"
"Building / Land - Improper Use","Building Services","8##","MORAND","WARD 9","Citizen Mobile Apps","AUG 17, 2024 08:14:54 PM"
"Building / Land - Improper Use","Building Services","33##","ASKIN","WARD 1","Phone","AUG 20, 2024 10:22:53 AM"
"Building / Land - Improper Use","Building Services","6##","BRAZIL","WARD 10","Phone","AUG 20, 2024 11:29:28 AM"
"Building / Land - Improper Use","Building Services","22##","JANETTE","WARD 3","Phone","AUG 22, 2024 10:10:47 AM"
"Building / Land - Improper Use","Building Services","16##","BRUCE","WARD 3","Phone","AUG 22, 2024 01:28:15 PM"
"Building / Land - Improper Use","Building Services","82##","GREGORY","WARD 6","Phone","AUG 26, 2024 10:03:13 AM"
"Building / Land - Improper Use","Building Services","8##","ST MARY'S","WARD 6","Phone","AUG 26, 2024 10:29:22 AM"
"Building / Land - Improper Use","Building Services","2##","GEORGE","WARD 5","Phone","AUG 27, 2024 10:54:35 AM"
"Building / Land - Improper Use","Building Services","118##","RIVERSIDE","WARD 7","Citizen Mobile Apps","AUG 28, 2024 09:59:09 AM"
"Building / Land - Improper Use","Building Services","34##","RIVERSIDE","WARD 5","Web Intake","AUG 29, 2024 10:49:20 AM"
"Building / Land - Improper Use","Building Services","9##","FAIRVIEW","WARD 6","Citizen Mobile Apps","JUN 26, 2024 06:19:39 PM"
"Building / Land - Improper Use","Building Services","4##","MCEWAN","WARD 2","Citizen Mobile Apps","AUG 02, 2024 06:39:45 PM"
"Building / Land - Improper Use","Building Services","11##","LAKEVIEW","WARD 7","Phone","AUG 12, 2024 10:45:42 AM"
"Building / Land - Improper Use","Building Services","118##","RIVERSIDE","WARD 7","Citizen Mobile Apps","JUL 08, 2024 09:44:36 AM"
"Building / Land - Improper Use","Building Services","35##","WALKER","WARD 9","Phone","NOV 26, 2024 09:51:30 AM"
"Building / Land - Improper Use","Building Services","7##","HILDEGARDE","WARD 10","Phone","NOV 25, 2024 01:07:43 PM"
"Building / Land - Improper Use","Building Services","13##","LAUREL BAY","WARD 7","Phone","SEP 16, 2024 12:44:26 PM"
"Building / Land - Improper Use","Building Services","5##","WALLACE","WARD 9","E-Mail","OCT 07, 2024 11:45:23 AM"
"Building / Land - Improper Use","Building Services","15##","ARTHUR","WARD 5","Phone","OCT 17, 2024 12:47:02 PM"
"Building / Land - Improper Use","Building Services","9##","FELIX","WARD 2","Phone","OCT 18, 2024 08:44:51 AM"
"Building / Land - Improper Use","Building Services","19##","BERNARD","WARD 5","Phone","OCT 18, 2024 11:04:39 AM"
"Building / Land - Improper Use","Building Services","7##","NEWPORT","WARD 10","E-Mail","AUG 08, 2024 09:26:32 AM"
"Building / Land - Improper Use","Building Services","30##","SANDWICH","WARD 2","E-Mail","SEP 04, 2024 09:21:23 AM"
"Building / Land - Improper Use","Building Services","10##","LAPORTE","WARD 6","Web Intake","SEP 04, 2024 08:06:09 PM"
"Building / Land - Improper Use","Building Services","7##","MCKAY","WARD 2","Citizen Mobile Apps","SEP 09, 2024 09:37:35 AM"
"Building / Land - Improper Use","Building Services","4##","CLINTON","WARD 3","Citizen Mobile Apps","APR 09, 2024 04:21:58 PM"
"Building / Land - Improper Use","Building Services","16##","VIRTUE","WARD 6","E-Mail","MAY 28, 2024 08:35:58 AM"
"Building / Land - Improper Use","Building Services","13##","PARENT","WARD 4","Phone","NOV 26, 2024 09:11:25 AM"
"Building / Land - Improper Use","Building Services","31##","RANDOLPH","WARD 1","Phone","NOV 29, 2024 03:28:09 PM"
"Building / Land - Improper Use","Building Services","25##","ALEXIS","WARD 5","Phone","NOV 22, 2024 01:32:20 PM"
"Building / Land - Improper Use","Building Services","27##","METCALFE","WARD 5","Phone","NOV 22, 2024 03:50:06 PM"
"Building / Land - Improper Use","Building Services","10##","PELISSIER","WARD 3","Phone","NOV 26, 2024 01:42:56 PM"
"Building / Land - Improper Use","Building Services","9##","ASKIN","WARD 2","Phone","AUG 07, 2024 08:28:34 AM"
"Building / Land - Improper Use","Building Services","14##","TECUMSEH","WARD 4","Phone","AUG 13, 2024 09:34:02 AM"
"Building / Land - Improper Use","Building Services","33##","ASKIN","WARD 1","Phone","JUL 09, 2024 11:32:11 AM"
"Building / Land - Improper Use","Building Services","31##","RANDOLPH","WARD 1","Citizen Mobile Apps","OCT 26, 2024 03:28:08 PM"
"Building / Land - Improper Use","Building Services","9##","JEFFERSON","WARD 6","Phone","OCT 23, 2024 02:09:12 PM"
"Building / Land - Improper Use","Building Services","30##","PILLETTE","WARD 8","Phone","MAY 06, 2024 10:22:11 AM"
"Building / Land - Improper Use","Building Services","99##","KENWOOD","WARD 7","Phone","MAY 28, 2024 10:22:46 AM"
"Building / Land - Improper Use","Building Services","9##","MARION","WARD 4","Phone","JUN 05, 2024 12:01:01 PM"
"Building / Land - Improper Use","Building Services","19##","TOURANGEAU","WARD 5","Phone","MAY 02, 2024 08:56:13 AM"
"Building / Land - Improper Use","Building Services","5##","CRAWFORD","WARD 3","Phone","MAY 27, 2024 11:16:06 AM"
"Building / Land - Improper Use","Building Services","4##","CLINTON","WARD 3","Citizen Mobile Apps","JUN 14, 2024 01:09:20 PM"
"Building / Land - Improper Use","Building Services","33##","STELLA","WARD 7","Phone","JUN 17, 2024 10:25:42 AM"
"Building / Land - Improper Use","Building Services","94##","RYERSON","WARD 7","Phone","JUN 17, 2024 03:03:47 PM"
"Building / Land - Improper Use","Building Services","6##","EDINBOROUGH","WARD 10","Citizen Mobile Apps","SEP 29, 2024 02:47:24 PM"
"Building / Land - Improper Use","Building Services","9##","LAKE TRAIL","WARD 1","Web Intake","JUL 06, 2024 10:09:54 PM"
"Building / Land - Improper Use","Building Services","10##","WIGLE","WARD 2","Phone","JUL 08, 2024 11:45:21 AM"
"Building / Land - Improper Use","Building Services","13##","PARENT","WARD 4","Citizen Mobile Apps","JUN 05, 2024 03:08:20 PM"
"Building / Land - Improper Use","Building Services","6##","AYLMER","WARD 3","E-Mail","SEP 18, 2024 08:20:21 AM"
"Building / Land - Improper Use","Building Services","24##","FRANCOIS","WARD 5","Phone","JUN 03, 2024 03:42:38 PM"
"Building / Land - Improper Use","Building Services","26##","EVERTS","WARD 10","Phone","JUL 24, 2024 04:00:12 PM"
"Building / Land - Improper Use","Building Services","23##","VIA VITA","WARD 1","Phone","JUL 25, 2024 11:57:26 AM"
"Building / Land - Improper Use","Building Services","21##","LONGFELLOW","WARD 10","Phone","MAR 06, 2024 03:37:11 PM"
"Building / Land - Improper Use","Building Services","80##","LILAC","WARD 7","Phone","MAY 01, 2024 02:04:59 PM"
"Building / Land - Improper Use","Building Services","55##","NORTH SERVICE","WARD 8","Web Intake","MAY 29, 2024 10:25:43 AM"
"Building / Land - Improper Use","Building Services","39##","RODD","WARD 1","Phone","MAY 27, 2024 11:10:11 AM"
"Building / Land - Improper Use","Building Services","92##","ARNCLIFFE","WARD 6","Phone","AUG 06, 2024 02:36:22 PM"
"Building / Land - Improper Use","Building Services","11##","CURRY","WARD 2","Citizen Mobile Apps","JUL 31, 2024 07:58:24 PM"
"Building / Land - Improper Use","Building Services","32##","MCKAY","WARD 1","Phone","MAY 27, 2024 01:23:11 PM"
"Building / Land - Improper Use","Building Services","33##","ASKIN","WARD 1","Citizen Mobile Apps","MAY 27, 2024 02:49:59 PM"
"Building / Land - Improper Use","Building Services","8##","PARENT","WARD 4","Web Intake","JUN 11, 2024 03:45:49 PM"
"Building / Land - Improper Use","Building Services","12##","CAMPBELL","WARD 2","Phone","SEP 12, 2024 02:10:34 PM"
"Building / Land - Improper Use","Building Services","12##","ALBERT","WARD 5","Citizen Mobile Apps","SEP 24, 2024 12:53:33 PM"
"Building / Land - Improper Use","Building Services","12##","ALBERT","WARD 5","Citizen Mobile Apps","SEP 24, 2024 12:55:32 PM"
"Building / Land - Improper Use","Building Services","22##","DOUGALL","WARD 3","Citizen Mobile Apps","SEP 25, 2024 09:12:19 PM"
"Building / Land - Improper Use","Building Services","51##","RHODES","WARD 9","Phone","JUN 12, 2024 03:12:19 PM"
"Building / Land - Improper Use","Building Services","15##","CALIFORNIA","WARD 10","Phone","MAY 17, 2024 03:11:36 PM"
"Building / Land - Improper Use","Building Services","3##","SUNSET","WARD 2","Phone","OCT 08, 2024 03:41:31 PM"
"Building / Land - Improper Use","Building Services","14##","CENTRAL","WARD 5","Phone","JUN 27, 2024 02:02:42 PM"
"Building / Land - Improper Use","Building Services","31##","TROUP","WARD 7","Phone","JUL 18, 2024 11:39:42 AM"
"Building / Land - Improper Use","Building Services","10##","WINDSOR","WARD 3","Phone","NOV 27, 2024 11:41:02 AM"
"Building / Land - Improper Use","Building Services","96##","ESPLANADE","WARD 7","Phone","NOV 28, 2024 04:03:13 PM"
"Building / Land - Improper Use","Building Services","4##","EASTLAWN","WARD 6","Phone","NOV 26, 2024 03:12:39 PM"
"Building / Land - Improper Use","Building Services","47##","KOMINAR","WARD 1","E-Mail","NOV 27, 2024 08:47:02 AM"
"Building / Land - Improper Use","Building Services","19##","FERNDALE","WARD 8","Phone","NOV 29, 2024 12:32:23 PM"
"Building / Land - Improper Use","Building Services","83##","JEROME","WARD 6","Phone","MAY 23, 2024 12:33:49 PM"
"Building / Land - Improper Use","Building Services","28##","WYANDOTTE","WARD 2","Citizen Mobile Apps","JUN 12, 2024 04:28:54 PM"
"Building / Land - Improper Use","Building Services","11##","BRUCE","WARD 3","Citizen Mobile Apps","JUN 28, 2024 09:43:12 PM"
"Building / Land - Improper Use","Building Services","12##","KILDARE","WARD 4","Phone","JUL 03, 2024 12:31:33 PM"
"Building / Land - Improper Use","Building Services","10##","JANETTE","WARD 3","Phone","MAY 29, 2024 10:27:54 AM"
"Building / Land - Improper Use","Building Services","98##","HOLLY","WARD 7","Phone","JUL 24, 2024 09:41:18 AM"
"Building / Land - Improper Use","Building Services","13##","DROUILLARD","WARD 5","Phone","AUG 30, 2024 11:29:47 AM"
"Building / Land - Improper Use","Building Services","11##","GATESIDE","WARD 6","Web Intake","JUN 21, 2024 12:06:29 PM"
"Building / Land - Improper Use","Building Services","12##","ST PAUL","WARD 6","Phone","MAY 24, 2024 03:13:57 PM"
"Building / Land - Improper Use","Building Services","11##","FELIX","WARD 2","Citizen Mobile Apps","JUN 25, 2024 12:19:56 PM"
"Building / Land - Improper Use","Building Services","16##","GEORGE","WARD 5","Phone","JUL 04, 2024 10:38:15 AM"
"Building / Land - Improper Use","Building Services","23##","AUBIN","WARD 5","Phone","SEP 17, 2024 02:04:02 PM"
"Building / Land - Improper Use","Building Services","35##","SANDWICH","WARD 2","Phone","JUL 18, 2024 08:54:18 AM"
"Building / Land - Improper Use","Building Services","24##","BUCKINGHAM","WARD 8","Citizen Mobile Apps","AUG 12, 2024 03:17:49 PM"
"Building / Land - Improper Use","Building Services","30##","PRINCESS","WARD 8","Citizen Mobile Apps","MAY 08, 2024 12:25:04 PM"
"Building / Land - Improper Use","Building Services","106##","SPRINGHOLLOW","WARD 7","Web Intake","MAY 14, 2024 11:24:53 AM"
"Building / Land - Improper Use","Building Services","10##","JANETTE","WARD 3","Phone","MAY 28, 2024 10:36:58 AM"
"Building / Land - Improper Use","Building Services","28##","DANDURAND","WARD 10","Phone","JUN 07, 2024 01:39:14 PM"
"Building / Land - Improper Use","Building Services","10##","RIVERSIDE","WARD 3","Phone","JUN 18, 2024 09:56:23 AM"
"Building / Land - Improper Use","Building Services","22##","DOUGALL","WARD 3","Phone","OCT 03, 2024 12:06:56 PM"
"Building / Land - Improper Use","Building Services","31##","WOODLAND","WARD 1","Phone","SEP 17, 2024 09:05:44 AM"
"Building / Land - Improper Use","Building Services","31##","WOODLAND","WARD 1","Phone","SEP 20, 2024 10:26:42 AM"
"Building / Land - Improper Use","Building Services","8##","ST MARY'S","WARD 6","Web Intake","AUG 27, 2024 12:07:16 PM"
"Building / Land - Improper Use","Building Services","63##","WYANDOTTE","WARD 6","Phone","MAY 08, 2024 03:12:18 PM"
"Building / Land - Improper Use","Building Services","63##","WYANDOTTE","WARD 6","Phone","MAY 08, 2024 03:12:20 PM"
"Building / Land - Improper Use","Building Services","3##","LAPORTE","WARD 6","Phone","MAY 13, 2024 12:36:35 PM"
"Building / Land - Improper Use","Building Services","118##","RIVERSIDE","WARD 7","Web Intake","JUN 03, 2024 10:32:49 AM"
"Building / Land - Improper Use","Building Services","24##","BUCKINGHAM","WARD 8","Phone","JUN 06, 2024 04:01:13 PM"
"Building / Land - Improper Use","Building Services","54##","TECUMSEH","WARD 8","Phone","JUN 11, 2024 08:34:05 AM"
"Building / Land - Improper Use","Building Services","54##","EMPRESS","WARD 8","Phone","JUN 11, 2024 08:37:42 AM"
"Building / Land - Improper Use","Building Services","28##","LLOYD GEORGE","WARD 8","Phone","MAY 13, 2024 01:08:53 PM"
"Building / Land - Improper Use","Building Services","16##","GEORGE","WARD 5","Phone","MAY 15, 2024 11:25:57 AM"
"Building / Land - Improper Use","Building Services","33##","ASKIN","WARD 1","Phone","MAY 27, 2024 11:04:09 AM"
"Building / Land - Improper Use","Building Services","25##","GRAND MARAIS","WARD 10","Web Intake","OCT 31, 2024 12:30:02 PM"
"Building / Land - Improper Use","Building Services","19##","BERNARD","WARD 5","Phone","NOV 14, 2024 01:13:05 PM"
"Building / Land - Improper Use","Building Services","58##","REGINALD","WARD 8","Phone","NOV 15, 2024 02:52:15 PM"
"Building / Land - Improper Use","Building Services","64##","WYANDOTTE","WARD 6","Phone","AUG 23, 2024 09:05:13 AM"
"Building / Land - Improper Use","Building Services","20##","ONTARIO","WARD 4","Web Intake","MAY 18, 2024 05:02:59 PM"
"Building / Land - Improper Use","Building Services","32##","JEFFERSON","WARD 8","Web Intake","OCT 03, 2024 11:44:33 AM"
"Building / Land - Improper Use","Building Services","42##","MARLO","WARD 9","Phone","OCT 24, 2024 09:58:09 AM"
"Building / Land - Improper Use","Building Services","32##","CANDLEWOOD","WARD 9","Phone","OCT 25, 2024 01:24:57 PM"
"Building / Land - Improper Use","Building Services","39##","LAUZON","WARD 9","Phone","SEP 19, 2024 11:07:23 AM"
"Building / Land - Improper Use","Building Services","56##","WYANDOTTE","WARD 6","Phone","SEP 20, 2024 03:09:18 PM"
"Building / Land - Improper Use","Building Services","4##","ELM","WARD 3","Phone","APR 04, 2024 01:52:22 PM"
"Building / Land - Improper Use","Building Services","31##","MORRIS","WARD 1","Citizen Mobile Apps","APR 18, 2024 09:49:44 PM"
"Building / Land - Improper Use","Building Services","11##","FELIX","WARD 2","Web Intake","MAY 15, 2024 12:58:24 PM"
"Building / Land - Improper Use","Building Services","34##","ST PATRICK'S","WARD 1","Phone","MAY 30, 2024 11:35:14 AM"
"Building / Land - Improper Use","Building Services","16##","ST LUKE","WARD 5","Phone","JUN 24, 2024 03:36:36 PM"
"Building / Land - Improper Use","Building Services","28##","MCKAY","WARD 10","Citizen Mobile Apps","OCT 01, 2024 08:54:16 AM"
"Building / Land - Improper Use","Building Services","11##","UNIVERSITY","WARD 4","Phone","JUL 23, 2024 09:54:24 AM"
"Building / Land - Improper Use","Building Services","9##","RANDOLPH","WARD 2","E-Mail","SEP 04, 2024 10:56:11 AM"
"Building / Land - Improper Use","Building Services","19##","LANSING","WARD 1","Phone","SEP 16, 2024 10:59:42 AM"
"Building / Land - Improper Use","Building Services","17##","DROUILLARD","WARD 5","Phone","OCT 01, 2024 11:29:48 AM"
"Building / Land - Improper Use","Building Services","16##","OUELLETTE","WARD 3","Web Intake","OCT 02, 2024 09:15:36 AM"
"Building / Land - Improper Use","Building Services","30##","AVONDALE","WARD 1","Citizen Mobile Apps","AUG 31, 2024 01:07:31 PM"
"Building / Land - Improper Use","Building Services","5##","PIERRE","WARD 4","E-Mail","NOV 19, 2024 01:24:03 PM"
"Building / Land - Improper Use","Building Services","25##","LINCOLN","WARD 4","Phone","SEP 16, 2024 08:38:33 AM"
"Building / Land - Improper Use","Building Services","3##","BRUCE","WARD 3","Phone","NOV 20, 2024 10:53:02 AM"
"Building / Land - Improper Use","Building Services","10##","LOUIS","WARD 4","Citizen Mobile Apps","SEP 11, 2024 07:58:46 AM"
"Building / Land - Improper Use","Building Services","50##","ADSTOLL","WARD 8","Phone","NOV 21, 2024 08:30:58 AM"
"Building / Land - Improper Use","Building Services","24##","OLIVE","WARD 8","Phone","NOV 21, 2024 02:38:00 PM"
"Building / Land - Improper Use","Building Services","56##","BALDWIN","WARD 8","Phone","NOV 22, 2024 12:59:15 PM"
"Building / Land - Improper Use","Building Services","20##","BALFOUR","WARD 8","Phone","MAY 23, 2024 08:50:05 AM"
"Building / Land - Improper Use","Building Services","10##","MCKAY","WARD 2","Web Intake","JUN 12, 2024 03:30:33 PM"
"Building / Land - Improper Use","Building Services","27##","SEMINOLE","WARD 5","Citizen Mobile Apps","MAY 16, 2024 10:28:27 AM"
"Building / Land - Improper Use","Building Services","29##","ROBINET","WARD 7","Citizen Mobile Apps","MAY 16, 2024 12:39:27 PM"
"Building / Land - Improper Use","Building Services","26##","DOMINION","WARD 10","Phone","OCT 28, 2024 10:48:47 AM"
"Building / Land - Improper Use","Building Services","25##","ROSSINI","WARD 5","Phone","NOV 05, 2024 12:01:37 PM"
"Building / Land - Improper Use","Building Services","17##","BANWELL","WARD 7","Phone","NOV 12, 2024 10:08:02 AM"
"Building / Land - Improper Use","Building Services","99##","ASGARD","WARD 7","Phone","NOV 12, 2024 10:33:43 AM"
"Building / Land - Improper Use","Building Services","32##","WALKER","WARD 9","Phone","JUL 24, 2024 11:06:01 AM"
"Building / Land - Improper Use","Building Services","63##","WYANDOTTE","WARD 6","Phone","SEP 09, 2024 02:58:07 PM"
"Building / Land - Improper Use","Building Services","29##","ALDERBROOK","WARD 10","E-Mail","AUG 07, 2024 09:56:23 AM"
"Building / Land - Improper Use","Building Services","13##","ELLROSE","WARD 5","Phone","AUG 13, 2024 11:34:57 AM"
"Building / Land - Improper Use","Building Services","1##","WYANDOTTE","WARD 3","Citizen Mobile Apps","JUL 08, 2024 10:56:21 PM"
"Building / Land - Improper Use","Building Services","25##","CHANDLER","WARD 5","Phone","JUN 04, 2024 03:11:32 PM"
"Building / Land - Improper Use","Building Services","14##","VICTORIA","WARD 3","E-Mail","JUN 21, 2024 09:19:06 AM"
"Building / Land - Improper Use","Building Services","25##","CHANDLER","WARD 5","E-Mail","JUN 10, 2024 02:26:05 PM"
"Building / Land - Improper Use","Building Services","25##","CHANDLER","WARD 5","E-Mail","JUN 11, 2024 02:55:12 PM"
"Building / Land - Improper Use","Building Services","12##","CAMPBELL","WARD 2","Phone","MAY 16, 2024 02:56:32 PM"
"Building / Land - Improper Use","Building Services","44##","PARADISO","WARD 1","Phone","SEP 16, 2024 12:56:37 PM"
"Building / Land - Improper Use","Building Services","6##","BRANT","WARD 4","Phone","MAY 22, 2024 03:00:02 PM"
"Building / Land - Improper Use","Building Services","9##","MAISONVILLE","WARD 5","Phone","JUN 17, 2024 01:08:53 PM"
"Building / Land - Improper Use","Building Services","27##","CHANDLER","WARD 5","Phone","JUN 24, 2024 02:30:06 PM"
"Building / Land - Improper Use","Building Services","26##","NORFOLK PINES","WARD 1","Citizen Mobile Apps","SEP 04, 2024 01:39:19 PM"
"Building / Land - Improper Use","Building Services","15##","POLONIA PARK","WARD 8","Phone","SEP 10, 2024 08:46:08 AM"
"Building / Land - Improper Use","Building Services","18##","DAYTONA","WARD 10","Phone","AUG 06, 2024 03:28:46 PM"
"Building / Land - Improper Use","Building Services","33##","RANKIN","WARD 1","Phone","FEB 20, 2024 01:46:02 PM"
"Building / Land - Improper Use","Building Services","2##","EUGENIE","WARD 10","Phone","MAY 16, 2024 10:54:42 AM"
"Building / Land - Improper Use","Building Services","10##","RIVERSIDE","WARD 3","E-Mail","NOV 13, 2024 10:43:10 AM"
"Building / Land - Improper Use","Building Services","9##","WINDERMERE","WARD 4","Phone","NOV 14, 2024 01:02:01 PM"
"Building / Land - Improper Use","Building Services","4##","PARTINGTON","WARD 2","Phone","JUL 10, 2024 12:29:32 PM"
"Building / Land - Improper Use","Building Services","50##","TECUMSEH","WARD 8","Phone","JUL 11, 2024 04:02:16 PM"
"Building / Land - Improper Use","Building Services","35##","OUELLETTE","WARD 9","Phone","JUN 25, 2024 04:03:38 PM"
"Building / Land - Improper Use","Building Services","6##","ASSUMPTION","WARD 4","Phone","MAY 17, 2024 08:48:39 AM"
"Building / Land - Improper Use","Building Services","17##","PROVINCIAL","WARD 9","Phone","SEP 16, 2024 11:42:00 AM"
"Building / Land - Improper Use","Building Services","29##","BRIMLEY","WARD 7","Citizen Mobile Apps","SEP 16, 2024 01:16:45 PM"
"Building / Land - Improper Use","Building Services","32##","STELLA","WARD 7","Phone","AUG 22, 2024 01:12:11 PM"
"Building / Land - Improper Use","Building Services","6##","EUGENIE","WARD 10","Phone","MAY 06, 2024 01:27:38 PM"
"Building / Land - Improper Use","Building Services","38##","HOWARD","WARD 9","Citizen Mobile Apps","JUL 26, 2024 05:47:00 PM"
"Building / Land - Improper Use","Building Services","7##","SILVERDALE","WARD 1","Phone","AUG 30, 2024 08:54:36 AM"
"Building / Land - Improper Use","Building Services","31##","KENILWORTH","WARD 9","Phone","AUG 30, 2024 11:23:45 AM"
"Building / Land - Improper Use","Building Services","2##","BELLEPERCHE","WARD 6","Phone","NOV 07, 2024 12:56:11 PM"
"Building / Land - Improper Use","Building Services","26##","DOMINION","WARD 10","Citizen Mobile Apps","NOV 17, 2024 04:03:20 PM"
"Building / Land - Improper Use","Building Services","71##","TECUMSEH","WARD 8","Phone","JUL 12, 2024 01:38:10 PM"
"Building / Land - Improper Use","Building Services","4##","ISACK","WARD 6","Phone","JUL 15, 2024 02:38:02 PM"
"Building / Land - Improper Use","Building Services","12##","HIGH","WARD 5","Phone","MAY 06, 2024 04:04:47 PM"
"Building / Land - Improper Use","Building Services","39##","RODD","WARD 1","Phone","JUN 10, 2024 10:28:11 AM"
"Building / Land - Improper Use","Building Services","32##","PETER","WARD 2","Phone","NOV 18, 2024 01:34:50 PM"
"Building / Land - Improper Use","Building Services","5##","AYLMER","WARD 3","Phone","NOV 22, 2024 01:53:57 PM"
"Building / Land - Improper Use","Building Services","13##","LANGLOIS","WARD 4","Phone","OCT 17, 2024 12:02:47 PM"
"Building / Land - Improper Use","Building Services","10##","MARION","WARD 4","Phone","NOV 12, 2024 10:25:59 AM"
"Building / Land - Improper Use","Building Services","16##","ASKIN","WARD 10","Phone","AUG 19, 2024 11:26:23 AM"
"Building / Land - Improper Use","Building Services","47##","PLEASANT","WARD 6","Web Intake","AUG 09, 2024 12:55:06 AM"
"Building / Land - Improper Use","Building Services","9##","GLIDDEN","WARD 6","Phone","OCT 07, 2024 11:57:15 AM"
