"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Curb Complaint","Contracts, Field Services and Maintenance","19##","JEFFERSON","WARD 8","Citizen Mobile Apps","DEC 01, 2024 02:42:46 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","10##","CRESTWOOD","WARD 1","Phone","APR 15, 2024 01:59:16 PM"
"Curb Complaint","Contracts, Field Services and Maintenance"," ","WEAVER RD & OJIBWAY PKY","WARD 1","Phone","AUG 15, 2024 08:19:56 AM"
"Curb Complaint","Contracts, Field Services and Maintenance","5##","CLOVER","WARD 7","Citizen Mobile Apps","APR 28, 2024 02:23:43 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","104##","SHENANDOAH","WARD 7","Citizen Mobile Apps","MAY 23, 2024 11:34:45 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","10##","CRESTWOOD","WARD 1","Phone","JUN 10, 2024 09:05:35 AM"
"Curb Complaint","Contracts, Field Services and Maintenance","21##","BRUCE","WARD 3","Citizen Mobile Apps","JUL 24, 2024 04:00:09 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","27##","JAMAICA","WARD 10","Phone","MAR 14, 2024 11:09:36 AM"
"Curb Complaint","Contracts, Field Services and Maintenance","37##","HUNTINGTON","WARD 9","Citizen Mobile Apps","MAY 18, 2024 09:30:04 AM"
"Curb Complaint","Contracts, Field Services and Maintenance","29##","RUSHTON","WARD 7","Citizen Mobile Apps","MAY 04, 2024 12:35:45 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","25##","ROSEVILLE GARDEN","WARD 8","Citizen Mobile Apps","MAY 06, 2024 04:51:07 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","37##","HUNTINGTON","WARD 9","Citizen Mobile Apps","MAY 06, 2024 05:01:12 PM"
"Curb Complaint","Contracts, Field Services and Maintenance"," ","REEDMERE RD & RAYMOND AVE","WARD 6","Phone","APR 22, 2024 12:35:02 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","9##","REEDMERE","WARD 6","Citizen Mobile Apps","APR 23, 2024 03:25:16 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","32##","MARK","WARD 1","Citizen Mobile Apps","MAR 03, 2024 12:55:20 PM"
"Curb Complaint","Contracts, Field Services and Maintenance","18##","GEORGE","WARD 5","Web Intake","APR 01, 2024 09:15:24 AM"
