"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Tree Maintenance","Forestry and Natural Areas","14##","GRAND MARAIS","WARD 1","Phone","FEB 24, 2025 09:41:06 AM"
"Tree Maintenance","Forestry and Natural Areas","22##","DOUGALL","WARD 3","Phone","FEB 24, 2025 03:05:59 PM"
"Tree Maintenance","Forestry and Natural Areas","26##","PRESTON","WARD 10","Phone","FEB 03, 2025 12:16:16 PM"
"Tree Maintenance","Forestry and Natural Areas","105##","LITTLE RIVER","WARD 7","Phone","FEB 03, 2025 03:46:27 PM"
"Tree Maintenance","Forestry and Natural Areas","17##","KILDARE","WARD 4","Phone","JAN 20, 2025 02:10:24 PM"
"Tree Maintenance","Forestry and Natural Areas","32##","ACADEMY","WARD 1","Citizen Mobile Apps","FEB 11, 2025 11:04:26 AM"
"Tree Maintenance","Forestry and Natural Areas","47##","EAGLE","WARD 1","Phone","JAN 03, 2025 01:46:06 PM"
"Tree Maintenance","Forestry and Natural Areas","3##","CHAPPELL","WARD 2","Phone","JAN 20, 2025 01:43:07 PM"
"Tree Maintenance","Forestry and Natural Areas","30##","HOWARD","WARD 9","Web Intake","JAN 21, 2025 10:26:41 AM"
"Tree Maintenance","Forestry and Natural Areas","26##","MELDRUM","WARD 5","Phone","JAN 24, 2025 03:53:09 PM"
"Tree Maintenance","Forestry and Natural Areas","105##","MULBERRY","WARD 7","Phone","JAN 27, 2025 10:11:23 AM"
"Tree Maintenance","Forestry and Natural Areas","22##","MOY","WARD 4","Phone","JAN 27, 2025 08:11:41 AM"
"Tree Maintenance","Forestry and Natural Areas","24##","PRINCESS","WARD 8","Phone","JAN 13, 2025 11:04:54 AM"
"Tree Maintenance","Forestry and Natural Areas","84##","DARLINGTON","WARD 6","Phone","JAN 20, 2025 02:01:31 PM"
"Tree Maintenance","Forestry and Natural Areas","8##","KILDARE","WARD 4","Phone","JAN 27, 2025 11:56:22 AM"
"Tree Maintenance","Forestry and Natural Areas","22##","CLOVER","WARD 7","Phone","JAN 06, 2025 02:50:40 PM"
"Tree Maintenance","Forestry and Natural Areas","9##","RENDEZVOUS","WARD 7","Phone","JAN 07, 2025 12:12:50 PM"
"Tree Maintenance","Forestry and Natural Areas","13##","DENBY","WARD 6","Phone","JAN 08, 2025 11:01:12 AM"
"Tree Maintenance","Forestry and Natural Areas","36##","BIRCH","WARD 2","Phone","JAN 21, 2025 04:38:25 PM"
"Tree Maintenance","Forestry and Natural Areas","43##","GOLFCOURSE","WARD 1","Phone","JAN 30, 2025 12:17:24 PM"
"Tree Maintenance","Forestry and Natural Areas","7##","COUSINEAU","WARD 1","E-Mail","JAN 30, 2025 02:46:11 PM"
"Tree Maintenance","Forestry and Natural Areas","10##","MCEWAN","WARD 2","Phone","JAN 29, 2025 08:19:15 AM"
"Tree Maintenance","Forestry and Natural Areas","18##","BYNG","WARD 4","Phone","JAN 29, 2025 04:05:08 PM"
"Tree Maintenance","Forestry and Natural Areas","10##","MCEWAN","WARD 2","Phone","JAN 29, 2025 08:16:22 AM"
"Tree Maintenance","Forestry and Natural Areas","8##","TUSCARORA","WARD 4","Phone","JAN 29, 2025 01:23:53 PM"
"Tree Maintenance","Forestry and Natural Areas","118##","COBBLESTONE","WARD 7","Phone","JAN 13, 2025 02:36:42 PM"
"Tree Maintenance","Forestry and Natural Areas","112##","FIRGROVE","WARD 7","Phone","FEB 21, 2025 03:03:05 PM"
"Tree Maintenance","Forestry and Natural Areas","17##","KIRKLAND","WARD 7","Phone","FEB 24, 2025 03:14:22 PM"
"Tree Maintenance","Forestry and Natural Areas","84##","CLAIRVIEW","WARD 6","E-Mail","FEB 25, 2025 08:57:01 AM"
"Tree Maintenance","Forestry and Natural Areas","17##","KIRKLAND","WARD 7","Phone","FEB 25, 2025 10:21:20 AM"
"Tree Maintenance","Forestry and Natural Areas","15##","LAKEVIEW","WARD 7","Phone","JAN 28, 2025 12:43:20 PM"
"Tree Maintenance","Forestry and Natural Areas","31##","ERINDALE","WARD 9","Phone","FEB 04, 2025 10:06:42 AM"
"Tree Maintenance","Forestry and Natural Areas","24##","BUCKINGHAM","WARD 8","Phone","FEB 05, 2025 10:08:15 AM"
"Tree Maintenance","Forestry and Natural Areas","95##","AVERY","WARD 7","Phone","JAN 02, 2025 11:40:22 AM"
"Tree Maintenance","Forestry and Natural Areas","16##","MARTINDALE","WARD 2","Phone","JAN 08, 2025 11:13:31 AM"
"Tree Maintenance","Forestry and Natural Areas","21##","GLADSTONE","WARD 4","Phone","JAN 09, 2025 10:37:10 AM"
"Tree Maintenance","Forestry and Natural Areas","11##","GLIDDEN","WARD 6","Phone","FEB 03, 2025 09:35:46 AM"
"Tree Maintenance","Forestry and Natural Areas","10##","HARRISON","WARD 2","Phone","FEB 03, 2025 08:05:34 AM"
"Tree Maintenance","Forestry and Natural Areas","14##","FLORENCE","WARD 7","E-Mail","FEB 03, 2025 10:43:09 AM"
"Tree Maintenance","Forestry and Natural Areas","26##","RIVARD","WARD 8","Phone","FEB 25, 2025 11:32:54 AM"
"Tree Maintenance","Forestry and Natural Areas","10##","HURON CHURCH","WARD 2","Phone","FEB 25, 2025 12:04:54 PM"
"Tree Maintenance","Forestry and Natural Areas","15##","CHANDLER","WARD 5","Phone","FEB 25, 2025 02:22:32 PM"
"Tree Maintenance","Forestry and Natural Areas","17##","FORD","WARD 8","Phone","FEB 13, 2025 11:15:31 AM"
"Tree Maintenance","Forestry and Natural Areas","32##","FOREST GLADE","WARD 7","Phone","JAN 31, 2025 08:10:54 AM"
"Tree Maintenance","Forestry and Natural Areas","13##","BENJAMIN","WARD 4","Phone","FEB 03, 2025 12:29:18 PM"
"Tree Maintenance","Forestry and Natural Areas","12##","MONMOUTH","WARD 4","Phone","FEB 05, 2025 12:38:41 PM"
"Tree Maintenance","Forestry and Natural Areas","18##","PILLETTE","WARD 8","Phone","FEB 06, 2025 02:49:37 PM"
"Tree Maintenance","Forestry and Natural Areas","11##","ST PAUL","WARD 6","Phone","FEB 03, 2025 11:33:13 AM"
"Tree Maintenance","Forestry and Natural Areas","35##","PINEVIEW","WARD 7","Phone","FEB 03, 2025 03:49:21 PM"
"Tree Maintenance","Forestry and Natural Areas","10##","WHISTLER","WARD 7","E-Mail","FEB 04, 2025 09:45:58 AM"
"Tree Maintenance","Forestry and Natural Areas","105##","PALMS","WARD 7","Phone","FEB 04, 2025 11:02:25 AM"
"Tree Maintenance","Forestry and Natural Areas","17##","ROONEY","WARD 2","Phone","FEB 05, 2025 08:59:07 AM"
"Tree Maintenance","Forestry and Natural Areas","2##","MCEWAN","WARD 2","Phone","FEB 05, 2025 09:09:48 AM"
"Tree Maintenance","Forestry and Natural Areas","2##","MCEWAN","WARD 2","Phone","FEB 05, 2025 09:12:51 AM"
"Tree Maintenance","Forestry and Natural Areas","15##","ELSMERE","WARD 4","E-Mail","FEB 05, 2025 02:29:57 PM"
"Tree Maintenance","Forestry and Natural Areas","19##","AUBIN","WARD 5","Phone","JAN 02, 2025 09:15:52 AM"
"Tree Maintenance","Forestry and Natural Areas","10##","YPRES","WARD 4","Phone","JAN 07, 2025 02:08:20 PM"
"Tree Maintenance","Forestry and Natural Areas","26##","LONGFELLOW","WARD 10","Phone","FEB 26, 2025 08:49:35 AM"
"Tree Maintenance","Forestry and Natural Areas","10##","YPRES","WARD 4","Phone","JAN 07, 2025 02:09:45 PM"
"Tree Maintenance","Forestry and Natural Areas","10##","YPRES","WARD 4","Phone","JAN 07, 2025 02:16:21 PM"
"Tree Maintenance","Forestry and Natural Areas","10##","YPRES","WARD 4","Phone","JAN 07, 2025 02:18:17 PM"
"Tree Maintenance","Forestry and Natural Areas","104##","CALEDON","WARD 7","Phone","FEB 28, 2025 09:10:31 AM"
"Tree Maintenance","Forestry and Natural Areas","12##","HALL","WARD 4","Phone","FEB 28, 2025 09:40:05 AM"
"Tree Maintenance","Forestry and Natural Areas","8##","ROSELAWN","WARD 1","Phone","FEB 28, 2025 12:08:29 PM"
"Tree Maintenance","Forestry and Natural Areas","11##","MOY","WARD 4","Phone","FEB 28, 2025 02:08:53 PM"
"Tree Maintenance","Forestry and Natural Areas","50##","ROYAL","WARD 8","Phone","FEB 10, 2025 01:50:32 PM"
"Tree Maintenance","Forestry and Natural Areas","32##","MAISONNEUVE","WARD 1","Phone","FEB 11, 2025 08:27:59 AM"
"Tree Maintenance","Forestry and Natural Areas","32##","ST PATRICK'S","WARD 1","Phone","FEB 05, 2025 02:04:37 PM"
"Tree Maintenance","Forestry and Natural Areas","11##","LAUZON","WARD 6","Phone","JAN 22, 2025 02:40:37 PM"
"Tree Maintenance","Forestry and Natural Areas","34##","LONGFELLOW","WARD 1","Phone","JAN 10, 2025 03:09:37 PM"
"Tree Maintenance","Forestry and Natural Areas","28##","TECUMSEH","WARD 2","Phone","JAN 15, 2025 02:38:16 PM"
"Tree Maintenance","Forestry and Natural Areas","13##","LABADIE","WARD 5","Phone","JAN 16, 2025 12:13:17 PM"
"Tree Maintenance","Forestry and Natural Areas","4##","LINCOLN","WARD 4","Phone","FEB 10, 2025 09:48:19 AM"
"Tree Maintenance","Forestry and Natural Areas","19##","GEORGE","WARD 5","Phone","FEB 10, 2025 01:48:56 PM"
"Tree Maintenance","Forestry and Natural Areas","8##","LANGLOIS","WARD 4","E-Mail","FEB 11, 2025 10:05:32 AM"
"Tree Maintenance","Forestry and Natural Areas"," ","WHISTLER CRT & CASTLE HILL RD","WARD 7","Phone","FEB 11, 2025 01:20:42 PM"
"Tree Maintenance","Forestry and Natural Areas","17##","KIRKLAND","WARD 7","Phone","FEB 11, 2025 03:27:16 PM"
"Tree Maintenance","Forestry and Natural Areas","9##","LINCOLN","WARD 4","Phone","FEB 24, 2025 01:17:21 PM"
"Tree Maintenance","Forestry and Natural Areas","5##","WESTCHESTER","WARD 6","Phone","FEB 27, 2025 09:39:02 AM"
"Tree Maintenance","Forestry and Natural Areas","47##","RIVERSIDE","WARD 6","Phone","FEB 27, 2025 10:04:14 AM"
"Tree Maintenance","Forestry and Natural Areas","18##","ALEXIS","WARD 5","Phone","FEB 27, 2025 10:24:16 AM"
"Tree Maintenance","Forestry and Natural Areas","18##","ALEXIS","WARD 5","Phone","FEB 27, 2025 10:25:46 AM"
"Tree Maintenance","Forestry and Natural Areas","36##","BARRYMORE","WARD 2","E-Mail","FEB 27, 2025 10:59:03 AM"
"Tree Maintenance","Forestry and Natural Areas","6##","ALEXANDRINE","WARD 10","Phone","FEB 27, 2025 11:19:38 AM"
"Tree Maintenance","Forestry and Natural Areas","12##","FOXHILL","WARD 6","Phone","FEB 27, 2025 02:20:07 PM"
"Tree Maintenance","Forestry and Natural Areas","18##","ALEXIS","WARD 5","Phone","FEB 27, 2025 02:45:11 PM"
"Tree Maintenance","Forestry and Natural Areas","18##","OLIVE","WARD 8","Phone","FEB 27, 2025 03:03:02 PM"
"Tree Maintenance","Forestry and Natural Areas","9##","GREENDALE","WARD 6","E-Mail","FEB 03, 2025 10:05:17 AM"
"Tree Maintenance","Forestry and Natural Areas","9##","LAPORTE","WARD 6","Phone","FEB 10, 2025 10:25:06 AM"
"Tree Maintenance","Forestry and Natural Areas","33##","CHURCH","WARD 1","Phone","FEB 26, 2025 11:22:03 AM"
"Tree Maintenance","Forestry and Natural Areas","2##","MARENTETTE","WARD 4","Phone","FEB 26, 2025 02:39:30 PM"
"Tree Maintenance","Forestry and Natural Areas","32##","KENILWORTH","WARD 9","Phone","JAN 08, 2025 12:00:45 PM"
"Tree Maintenance","Forestry and Natural Areas","40##","SANDWICH","WARD 2","Phone","FEB 04, 2025 09:47:51 AM"
"Tree Maintenance","Forestry and Natural Areas","24##","MCDOUGALL","WARD 3","Phone","FEB 04, 2025 10:26:29 AM"
"Tree Maintenance","Forestry and Natural Areas","17##","OLIVE","WARD 8","Phone","FEB 18, 2025 12:51:40 PM"
"Tree Maintenance","Forestry and Natural Areas","17##","ALBERT","WARD 5","Phone","FEB 10, 2025 08:26:11 AM"
"Tree Maintenance","Forestry and Natural Areas","10##","TREVERTON","WARD 7","Phone","FEB 10, 2025 01:07:18 PM"
"Tree Maintenance","Forestry and Natural Areas","107##","MULBERRY","WARD 7","Phone","FEB 06, 2025 11:07:36 AM"
"Tree Maintenance","Forestry and Natural Areas","4##","BRIDGE","WARD 2","Phone","JAN 06, 2025 03:58:14 PM"
"Tree Maintenance","Forestry and Natural Areas","5##","CRAWFORD","WARD 3","Phone","JAN 07, 2025 02:26:43 PM"
"Tree Maintenance","Forestry and Natural Areas","17##","VICKY","WARD 9","E-Mail","JAN 27, 2025 10:50:46 AM"
"Tree Maintenance","Forestry and Natural Areas","13##","KAMLOOPS","WARD 9","Phone","FEB 05, 2025 02:17:17 PM"
"Tree Maintenance","Forestry and Natural Areas","18##","PILLETTE","WARD 8","Phone","FEB 06, 2025 02:45:21 PM"
