"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Yard Waste Not Collected","Environmental Services","99##","RIVERSIDE","WARD 7","Phone","JAN 23, 2024 11:37:24 AM"
"Yard Waste Not Collected","Environmental Services","5##","JANETTE","WARD 3","Phone","JAN 18, 2024 09:38:32 AM"
"Yard Waste Not Collected","Environmental Services","37##","SANDWICH","WARD 2","Phone","JAN 18, 2024 10:26:55 AM"
"Yard Waste Not Collected","Environmental Services","10##","CHURCH","WARD 3","Phone","JAN 18, 2024 10:43:04 AM"
"Yard Waste Not Collected","Environmental Services","8##","JOS JANISSE","WARD 5","Phone","JAN 23, 2024 04:04:34 PM"
"Yard Waste Not Collected","Environmental Services","12##","GRAND MARAIS","WARD 10","Phone","FEB 01, 2024 11:05:00 AM"
"Yard Waste Not Collected","Environmental Services","5##","CHRISTINA","WARD 1","Phone","JAN 31, 2024 03:04:21 PM"
"Yard Waste Not Collected","Environmental Services","18##","BLOSSOM","WARD 9","Phone","JAN 26, 2024 08:56:18 AM"
"Yard Waste Not Collected","Environmental Services","19##","MALTA","WARD 5","Phone","JAN 26, 2024 10:59:47 AM"
"Yard Waste Not Collected","Environmental Services","6##","ALPENROSE","WARD 1","Phone","JAN 26, 2024 12:18:42 PM"
"Yard Waste Not Collected","Environmental Services","47##","ALPENROSE","WARD 1","E-Mail","JAN 26, 2024 02:38:26 PM"
"Yard Waste Not Collected","Environmental Services","14##","GEORGE","WARD 5","Phone","JAN 24, 2024 09:56:26 AM"
"Yard Waste Not Collected","Environmental Services","43##","SPAGO","WARD 9","E-Mail","JAN 25, 2024 09:21:19 AM"
"Yard Waste Not Collected","Environmental Services","17##","PILLETTE","WARD 8","Phone","JAN 26, 2024 03:29:02 PM"
"Yard Waste Not Collected","Environmental Services","16##","BUCKINGHAM","WARD 8","Phone","JAN 29, 2024 08:23:05 AM"
"Yard Waste Not Collected","Environmental Services","30##","LAUZON","WARD 7","Phone","JAN 29, 2024 09:37:57 AM"
"Yard Waste Not Collected","Environmental Services","47##","8TH CON","WARD 9","E-Mail","JAN 29, 2024 09:11:40 AM"
"Yard Waste Not Collected","Environmental Services","12##","VICTORIA","WARD 3","Citizen Mobile Apps","JAN 17, 2024 05:14:28 PM"
"Yard Waste Not Collected","Environmental Services","39##","RIBERDY","WARD 9","Phone","JAN 29, 2024 10:42:43 AM"
"Yard Waste Not Collected","Environmental Services","49##","RAY","WARD 9","Phone","JAN 29, 2024 12:13:52 PM"
"Yard Waste Not Collected","Environmental Services","16##","WESTMINSTER","WARD 8","Phone","JAN 29, 2024 12:19:52 PM"
"Yard Waste Not Collected","Environmental Services","10##","PRINCE","WARD 2","Phone","JAN 17, 2024 10:59:41 AM"
"Yard Waste Not Collected","Environmental Services","5##","ASKIN","WARD 2","Phone","JAN 17, 2024 01:48:55 PM"
"Yard Waste Not Collected","Environmental Services","15##","BRUCE","WARD 3","Phone","JAN 17, 2024 08:58:45 AM"
"Yard Waste Not Collected","Environmental Services","28##","ST PATRICK'S","WARD 10","Phone","FEB 02, 2024 09:02:53 AM"
"Yard Waste Not Collected","Environmental Services","24##","RANKIN","WARD 10","Phone","FEB 02, 2024 03:07:11 PM"
"Yard Waste Not Collected","Environmental Services","10##","WELLINGTON","WARD 3","Phone","JAN 29, 2024 10:40:42 AM"
"Yard Waste Not Collected","Environmental Services","43##","NORTHWOOD LAKES","WARD 1","Citizen Mobile Apps","JAN 29, 2024 10:37:14 PM"
"Yard Waste Not Collected","Environmental Services","7##","ARGYLE","WARD 4","Phone","JAN 30, 2024 09:37:10 AM"
"Yard Waste Not Collected","Environmental Services","10##","WELLINGTON","WARD 3","Phone","JAN 30, 2024 09:37:11 AM"
"Yard Waste Not Collected","Environmental Services","5##","NORTH TALBOT","WARD 1","Phone","JAN 30, 2024 11:26:28 AM"
"Yard Waste Not Collected","Environmental Services","45##","LAKE GRANDE","WARD 1","Phone","FEB 05, 2024 09:57:39 AM"
