"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","FOREST","WARD 4","Phone","JAN 27, 2023 10:28:04 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","37##","WALKER","WARD 9","Citizen Mobile Apps","JAN 29, 2023 01:14:33 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","7##","ERIE","WARD 4","Citizen Mobile Apps","FEB 01, 2023 09:18:20 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","42##","CANBERRA","WARD 9","Phone","FEB 01, 2023 03:14:32 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","7##","UNIVERSITY","WARD 4","Phone","FEB 02, 2023 12:45:56 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","92##","BEACHDALE","WARD 7","Phone","FEB 02, 2023 01:16:12 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","79##","RIVERSIDE","WARD 6","Phone","JAN 30, 2023 08:48:25 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","80##","RIVERSIDE","WARD 6","Phone","JAN 30, 2023 08:48:31 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","25##","MCDOUGALL","WARD 10","Citizen Mobile Apps","FEB 02, 2023 01:00:29 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","24##","MCDOUGALL","WARD 10","Phone","FEB 03, 2023 12:56:36 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","24##","MCDOUGALL","WARD 10","Phone","FEB 03, 2023 12:57:48 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","25##","MCDOUGALL","WARD 10","Web Intake","FEB 03, 2023 02:32:54 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","10##","DROUILLARD","WARD 5","Citizen Mobile Apps","JAN 27, 2023 11:13:36 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","LAUZON","WARD 6","Web Intake","JAN 28, 2023 10:45:20 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","72##","RIVERSIDE","WARD 6","Web Intake","JAN 28, 2023 04:36:41 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","1##","BRUCE","WARD 3","Citizen Mobile Apps","JAN 30, 2023 06:44:07 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","7##","RANKIN","WARD 2","Phone","JAN 30, 2023 09:00:53 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","60##","TECUMSEH","WARD 8","Phone","JAN 30, 2023 09:01:08 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","KAMLOOPS","WARD 9","Phone","JAN 30, 2023 09:52:31 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","PILLETTE","WARD 8","Phone","JAN 30, 2023 11:15:11 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:14:35 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:15:39 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:16:22 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:16:59 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","17##","YPRES","WARD 4","Citizen Mobile Apps","FEB 02, 2023 03:32:10 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","17##","PIERRE","WARD 4","Citizen Mobile Apps","FEB 03, 2023 03:39:16 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","WIGLE","WARD 2","Citizen Mobile Apps","FEB 05, 2023 10:04:42 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","38##","TECUMSEH","WARD 5","Citizen Mobile Apps","FEB 05, 2023 12:58:01 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","RADCLIFF AVE & MCNORTON ST","WARD 7","Phone","FEB 06, 2023 09:16:17 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","WESTCOTT RD & SEMINOLE ST","WARD 5","Phone","FEB 06, 2023 09:09:59 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","6##","CHILVER","WARD 4","Phone","JAN 26, 2023 01:34:18 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","32##","RIVERSIDE","WARD 5","Phone","JAN 27, 2023 09:37:33 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","10##","DROUILLARD","WARD 5","Citizen Mobile Apps","JAN 28, 2023 05:05:18 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","ROCKPORT ST & DUCHARME ST","WARD 9","E-Mail","JAN 30, 2023 11:36:02 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ROCKPORT","WARD 9","Citizen Mobile Apps","JAN 31, 2023 09:22:21 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","FORD BLVD & SOUTH NATIONAL ST","WARD 8","Phone","FEB 06, 2023 09:14:56 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","38##","RIVERSIDE","WARD 5","Citizen Mobile Apps","JAN 31, 2023 03:27:08 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ERIE","WARD 4","E-Mail","FEB 01, 2023 10:53:27 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ERIE","WARD 4","E-Mail","FEB 01, 2023 10:54:14 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","3##","CABANA","WARD 9","Phone","FEB 01, 2023 02:27:02 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","UNIVERSITY","WARD 2","E-Mail","FEB 02, 2023 02:44:52 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:17:34 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:18:07 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ERIE","WARD 4","Phone","FEB 02, 2023 03:18:35 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","16##","COLLEGE","WARD 2","Phone","FEB 02, 2023 03:53:14 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","30##","STILLMEADOW","WARD 7","Phone","JAN 26, 2023 03:32:06 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","CHILVER","WARD 4","Citizen Mobile Apps","JAN 26, 2023 05:05:18 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","32##","ARPINO","WARD 7","Phone","JAN 27, 2023 09:30:45 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","32##","ARPINO","WARD 7","Phone","JAN 27, 2023 09:33:18 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","32##","MARK","WARD 1","Phone","JAN 30, 2023 09:02:53 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","LAUZON","WARD 6","Phone","JAN 30, 2023 09:32:01 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","KAMLOOPS","WARD 9","Phone","JAN 30, 2023 09:52:46 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","KAMLOOPS","WARD 9","Phone","JAN 30, 2023 10:06:13 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","15##","AUBIN","WARD 5","Phone","FEB 01, 2023 08:28:26 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ERIE","WARD 4","E-Mail","FEB 01, 2023 10:51:57 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ERIE","WARD 4","E-Mail","FEB 01, 2023 10:52:45 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","MCDOUGALL ST & EUGENIE ST E","WARD 10","Phone","FEB 01, 2023 01:22:47 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","22##","LONGFELLOW","WARD 10","Phone","FEB 01, 2023 03:39:58 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","48##","SEMINOLE","WARD 8","Phone","FEB 01, 2023 03:47:35 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","9##","CALIFORNIA","WARD 2","Citizen Mobile Apps","FEB 01, 2023 05:08:00 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","22##","PARTINGTON","WARD 10","Phone","FEB 02, 2023 08:28:17 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","22##","PARTINGTON","WARD 10","Phone","FEB 02, 2023 08:29:36 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","19##","WESTCOTT","WARD 5","Citizen Mobile Apps","FEB 02, 2023 08:44:33 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","MEADOWBROOK","WARD 8","Phone","FEB 03, 2023 08:44:49 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","32##","RIVERSIDE","WARD 5","Citizen Mobile Apps","JAN 30, 2023 12:23:46 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ROCKPORT","WARD 9","Citizen Mobile Apps","JAN 31, 2023 09:30:24 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ERIE","WARD 4","Phone","FEB 02, 2023 02:44:13 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ERIE","WARD 4","Phone","FEB 02, 2023 02:46:05 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","22##","MCDOUGALL","WARD 3","Citizen Mobile Apps","MAR 04, 2023 12:42:38 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","4##","WINDERMERE","WARD 4","Citizen Mobile Apps","JAN 25, 2023 04:38:08 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","HIGH","WARD 5","Phone","JAN 26, 2023 10:57:13 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","ONEIDA","WARD 4","Phone","JAN 26, 2023 11:52:47 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","ONEIDA","WARD 4","Phone","JAN 26, 2023 11:52:55 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","15##","WALKER","WARD 5","Citizen Mobile Apps","JAN 26, 2023 01:14:29 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:34:37 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","COUSINEAU","WARD 1","Citizen Mobile Apps","JAN 26, 2023 05:15:22 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","19##","FRANCOIS","WARD 5","Citizen Mobile Apps","JAN 27, 2023 08:00:08 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","OAK","WARD 3","Phone","JAN 27, 2023 08:51:40 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","10##","DROUILLARD","WARD 5","Citizen Mobile Apps","JAN 27, 2023 11:11:40 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","7##","CRAWFORD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 06:24:25 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","35##","GIRARDOT","WARD 2","Phone","JAN 26, 2023 08:41:14 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","13##","JOSEPHINE","WARD 2","Phone","JAN 26, 2023 09:09:25 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","13##","JOSEPHINE","WARD 2","Phone","JAN 26, 2023 09:10:14 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","2##","RIVERSIDE","WARD 3","Phone","JAN 26, 2023 09:27:00 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:37:53 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","ARTHUR","WARD 5","Phone","JAN 30, 2023 11:16:07 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","14##","PILLETTE","WARD 5","Phone","JAN 30, 2023 11:17:22 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","2##","DROUILLARD","WARD 5","Citizen Mobile Apps","JAN 30, 2023 01:11:08 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","DROUILLARD","WARD 5","Phone","JAN 30, 2023 02:30:36 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","DROUILLARD","WARD 5","Phone","JAN 30, 2023 02:31:37 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","18##","DROUILLARD","WARD 5","Phone","JAN 30, 2023 02:32:17 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","LUXURY","WARD 7","Citizen Mobile Apps","JAN 30, 2023 08:20:22 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","6##","ERIE","WARD 4","Citizen Mobile Apps","JAN 31, 2023 09:40:30 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","1##","ERIE","WARD 3","Phone","JAN 31, 2023 12:35:33 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","29##","DOUGALL","WARD 9","Phone","JAN 31, 2023 01:00:11 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","3##","CHIPPAWA","WARD 2","Phone","JAN 31, 2023 03:57:23 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","3##","CHIPPAWA","WARD 2","Phone","JAN 31, 2023 03:58:10 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","34##","SANDWICH","WARD 2","Phone","JAN 31, 2023 03:58:54 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","15##","FORD","WARD 8","Phone","FEB 01, 2023 09:38:09 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","16##","COURTLAND","WARD 8","Phone","FEB 01, 2023 09:39:04 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","6##","MONMOUTH","WARD 4","Citizen Mobile Apps","FEB 01, 2023 10:04:41 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","26##","LAUZON","WARD 8","Phone","FEB 01, 2023 11:31:08 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:34:38 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:36:40 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:38:38 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:38:41 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:42:40 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 26, 2023 03:42:41 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","ROSSINI","WARD 5","Citizen Mobile Apps","JAN 27, 2023 08:44:28 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:37:54 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:39:55 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","4##","MILL","WARD 2","Phone","JAN 26, 2023 10:55:40 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","10##","LAUZON","WARD 6","Phone","JAN 26, 2023 12:53:40 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","56##","TECUMSEH","WARD 8","Phone","JAN 26, 2023 01:23:49 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","40##","DUCHARME","WARD 9","Phone","JAN 26, 2023 03:35:57 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","13##","COUSINEAU","WARD 1","Citizen Mobile Apps","JAN 26, 2023 05:13:22 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","4##","LAUZON","WARD 6","Web Intake","JAN 27, 2023 08:51:52 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","84##","WYANDOTTE","WARD 6","Web Intake","JAN 27, 2023 09:06:32 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","LAUZON","WARD 6","Web Intake","JAN 27, 2023 09:07:30 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","64##","WYANDOTTE","WARD 6","Web Intake","JAN 27, 2023 09:09:10 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","FOREST","WARD 4","Phone","JAN 27, 2023 10:27:01 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","31##","CALIFORNIA","WARD 1","Phone","JAN 27, 2023 11:43:24 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","36##","KING","WARD 2","Phone","JAN 26, 2023 11:02:21 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","36##","KING","WARD 2","Phone","JAN 26, 2023 11:03:26 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","49##","SOUTH NATIONAL","WARD 8","Phone","JAN 26, 2023 02:52:45 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","22##","KILDARE","WARD 4","Phone","JAN 27, 2023 10:21:56 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","36##","MULFORD","WARD 2","Phone","JAN 27, 2023 01:17:46 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","35##","MULFORD","WARD 2","Phone","JAN 27, 2023 01:19:01 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","10##","RANKIN","WARD 2","Phone","JAN 27, 2023 01:56:36 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","2##","LANGLOIS","WARD 4","Citizen Mobile Apps","JAN 27, 2023 02:02:54 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","6##","GILES","WARD 4","Citizen Mobile Apps","JAN 27, 2023 03:49:43 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:25:48 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:27:48 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:35:52 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","HOWARD","WARD 3","Citizen Mobile Apps","JAN 26, 2023 09:39:54 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","MERCER","WARD 3","Citizen Mobile Apps","JAN 26, 2023 04:47:10 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","2##","CRAWFORD","WARD 3","Citizen Mobile Apps","JAN 30, 2023 08:16:20 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","8##","BRUCE","WARD 3","Citizen Mobile Apps","JAN 31, 2023 03:19:04 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","6##","UNIVERSITY","WARD 3","Phone","FEB 02, 2023 11:45:02 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","30##","PETER","WARD 2","Phone","FEB 13, 2023 09:59:40 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","9##","JANISSE","WARD 6","Citizen Mobile Apps","JAN 28, 2023 11:10:07 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","11##","DOT","WARD 2","Citizen Mobile Apps","JAN 29, 2023 09:53:03 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","54##","TECUMSEH","WARD 8","E-Mail","JAN 30, 2023 08:09:32 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","19##","COLLEGE","WARD 2","Phone","JAN 30, 2023 09:37:47 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","26##","HOWARD","WARD 10","Phone","JAN 30, 2023 09:42:40 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","19##","NORMAN","WARD 8","Phone","JAN 30, 2023 03:31:36 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","24##","ACADEMY","WARD 10","Citizen Mobile Apps","JAN 30, 2023 07:40:03 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","23##","FANCHETTE","WARD 2","Phone","JAN 31, 2023 01:07:09 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","22##","KILDARE","WARD 4","Phone","JAN 27, 2023 01:41:05 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement"," ","PILLETTE RD & TECUMSEH RD E","WARD 5","Phone","MAR 09, 2023 01:04:51 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","36##","MATCHETTE","WARD 2","Citizen Mobile Apps","MAR 15, 2023 12:06:17 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","12##","WYANDOTTE","WARD 4","Citizen Mobile Apps","MAR 11, 2023 09:46:24 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","15##","FORD","WARD 8","Phone","MAR 16, 2023 08:24:59 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","6##","MERCER","WARD 3","Phone","MAR 07, 2023 11:31:56 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","5##","JANETTE","WARD 3","Citizen Mobile Apps","MAR 14, 2023 05:01:33 PM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","5##","JANETTE","WARD 3","Citizen Mobile Apps","MAR 15, 2023 11:48:09 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","9##","VICTORIA","WARD 3","Citizen Mobile Apps","MAR 04, 2023 10:31:06 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","0##","ERIE","WARD 3","Phone","MAR 07, 2023 09:49:13 AM"
"Snow & Ice Removal Complaint - Sidewalks","Bylaw Enforcement","13##","FOSTER","WARD 9","Phone","MAR 14, 2023 11:09:34 AM"
