"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Rodent Extermination Program","Environmental Services","21##","JANETTE","WARD 3","Phone","JAN 11, 2023 10:42:53 AM"
"Rodent Extermination Program","Environmental Services","11##","HICKORY","WARD 5","Phone","JAN 11, 2023 11:22:19 AM"
"Rodent Extermination Program","Environmental Services","11##","BRUCE","WARD 3","E-Mail","FEB 16, 2023 08:20:54 AM"
"Rodent Extermination Program","Environmental Services","78##","CECILE","WARD 6","Phone","FEB 24, 2023 01:44:13 PM"
"Rodent Extermination Program","Environmental Services","11##","GLADSTONE","WARD 4","Phone","FEB 21, 2023 10:29:51 AM"
"Rodent Extermination Program","Environmental Services","12##","BRUCE","WARD 3","Phone","FEB 21, 2023 11:07:24 AM"
"Rodent Extermination Program","Environmental Services","15##","LILLIAN","WARD 4","Phone","FEB 23, 2023 10:30:17 AM"
"Rodent Extermination Program","Environmental Services","12##","MOY","WARD 4","Phone","FEB 16, 2023 03:44:03 PM"
"Rodent Extermination Program","Environmental Services","21##","CURRY","WARD 10","Phone","MAR 24, 2023 02:13:43 PM"
"Rodent Extermination Program","Environmental Services","6##","HILDEGARDE","WARD 10","Phone","JAN 31, 2023 08:44:01 AM"
"Rodent Extermination Program","Environmental Services","5##","HILDEGARDE","WARD 10","Phone","JAN 31, 2023 03:09:15 PM"
"Rodent Extermination Program","Environmental Services","27##","BRAMLEY","WARD 10","Phone","FEB 03, 2023 02:43:57 PM"
"Rodent Extermination Program","Environmental Services","23##","MARENTETTE","WARD 4","Phone","FEB 07, 2023 09:56:44 AM"
"Rodent Extermination Program","Environmental Services","14##","GILES","WARD 4","Phone","FEB 07, 2023 10:22:48 AM"
"Rodent Extermination Program","Environmental Services","5##","HILDEGARDE","WARD 10","Phone","FEB 07, 2023 03:26:11 PM"
"Rodent Extermination Program","Environmental Services","21##","CHURCH","WARD 3","Phone","FEB 08, 2023 08:32:24 AM"
"Rodent Extermination Program","Environmental Services","10##","LENA","WARD 2","Phone","JAN 26, 2023 12:15:16 PM"
"Rodent Extermination Program","Environmental Services","11##","LANGLOIS","WARD 4","Phone","JAN 26, 2023 01:58:07 PM"
"Rodent Extermination Program","Environmental Services","38##","REGINALD","WARD 5","Phone","JAN 06, 2023 03:58:40 PM"
"Rodent Extermination Program","Environmental Services","12##","ELM","WARD 3","Phone","JAN 09, 2023 11:13:18 AM"
"Rodent Extermination Program","Environmental Services","3##","RANKIN","WARD 2","Phone","JAN 09, 2023 12:13:24 PM"
"Rodent Extermination Program","Environmental Services","8##","BRANT","WARD 4","Phone","JAN 09, 2023 12:13:46 PM"
"Rodent Extermination Program","Environmental Services","14##","BERNARD","WARD 5","Phone","JAN 09, 2023 03:50:01 PM"
"Rodent Extermination Program","Environmental Services","5##","GILES","WARD 4","Phone","JAN 11, 2023 09:34:04 AM"
"Rodent Extermination Program","Environmental Services","1##","ELM","WARD 3","Phone","JAN 03, 2023 01:04:55 PM"
"Rodent Extermination Program","Environmental Services","11##","HOWARD","WARD 4","Phone","FEB 13, 2023 09:49:07 AM"
"Rodent Extermination Program","Environmental Services","9##","LINCOLN","WARD 4","Phone","MAR 03, 2023 12:28:33 PM"
"Rodent Extermination Program","Environmental Services","10##","FRANK","WARD 6","Phone","MAR 07, 2023 01:12:37 PM"
"Rodent Extermination Program","Environmental Services","8##","ARGYLE","WARD 4","Phone","MAR 08, 2023 10:43:15 AM"
"Rodent Extermination Program","Environmental Services","29##","MANCHESTER","WARD 2","Phone","FEB 28, 2023 11:38:38 AM"
"Rodent Extermination Program","Environmental Services","6##","BRAZIL","WARD 10","Phone","MAR 01, 2023 11:37:55 AM"
"Rodent Extermination Program","Environmental Services","10##","VICTORIA","WARD 3","Phone","MAR 01, 2023 03:07:04 PM"
"Rodent Extermination Program","Environmental Services","11##","ELLIS","WARD 4","Phone","MAR 02, 2023 08:41:35 AM"
"Rodent Extermination Program","Environmental Services","3##","MATTHEW BRADY","WARD 6","Phone","MAR 02, 2023 10:41:11 AM"
"Rodent Extermination Program","Environmental Services","11##","GLADSTONE","WARD 4","Phone","MAR 02, 2023 11:32:12 AM"
"Rodent Extermination Program","Environmental Services","17##","CURRY","WARD 10","Phone","JAN 04, 2023 03:22:09 PM"
"Rodent Extermination Program","Environmental Services","24##","BERNARD","WARD 5","Phone","JAN 05, 2023 11:58:39 AM"
"Rodent Extermination Program","Environmental Services","9##","WESTMINSTER","WARD 6","Phone","JAN 05, 2023 12:42:36 PM"
"Rodent Extermination Program","Environmental Services","22##","MARENTETTE","WARD 4","Phone","JAN 09, 2023 03:58:46 PM"
"Rodent Extermination Program","Environmental Services","27##","ASKIN","WARD 10","Phone","FEB 14, 2023 03:02:09 PM"
"Rodent Extermination Program","Environmental Services","9##","MCKAY","WARD 2","Phone","FEB 15, 2023 12:03:59 PM"
"Rodent Extermination Program","Environmental Services","98##","HOLLY","WARD 7","Phone","FEB 15, 2023 12:32:04 PM"
"Rodent Extermination Program","Environmental Services","11##","LANGLOIS","WARD 4","E-Mail","JAN 12, 2023 09:45:51 AM"
"Rodent Extermination Program","Environmental Services","8##","REEDMERE","WARD 6","Phone","JAN 12, 2023 03:45:38 PM"
"Rodent Extermination Program","Environmental Services","23##","BERNARD","WARD 5","Phone","JAN 16, 2023 03:13:54 PM"
"Rodent Extermination Program","Environmental Services","22##","CHURCH","WARD 3","Phone","JAN 17, 2023 09:32:01 AM"
"Rodent Extermination Program","Environmental Services","10##","HARRISON","WARD 2","Phone","JAN 17, 2023 11:08:52 AM"
"Rodent Extermination Program","Environmental Services","9##","WINDERMERE","WARD 4","Phone","JAN 18, 2023 11:20:11 AM"
"Rodent Extermination Program","Environmental Services","12##","MONMOUTH","WARD 4","E-Mail","JAN 18, 2023 01:19:50 PM"
"Rodent Extermination Program","Environmental Services","8##","HANNA","WARD 4","Phone","JAN 20, 2023 03:54:35 PM"
"Rodent Extermination Program","Environmental Services","26##","LLOYD GEORGE","WARD 8","Phone","JAN 06, 2023 02:14:50 PM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","JAN 10, 2023 11:42:56 AM"
"Rodent Extermination Program","Environmental Services","9##","BRIDGE","WARD 2","Phone","JAN 10, 2023 02:57:57 PM"
"Rodent Extermination Program","Environmental Services","0##","HANNA","WARD 3","Phone","JAN 11, 2023 12:50:54 PM"
"Rodent Extermination Program","Environmental Services","98##","HOLLY","WARD 7","Phone","JAN 19, 2023 10:01:08 AM"
"Rodent Extermination Program","Environmental Services","12##","MOY","WARD 4","Phone","JAN 19, 2023 03:34:55 PM"
"Rodent Extermination Program","Environmental Services","21##","FOREST","WARD 4","Phone","JAN 23, 2023 10:15:01 AM"
"Rodent Extermination Program","Environmental Services","22##","MARENTETTE","WARD 4","Phone","JAN 23, 2023 11:30:20 AM"
"Rodent Extermination Program","Environmental Services","14##","WESTMINSTER","WARD 8","Phone","JAN 24, 2023 12:21:02 PM"
"Rodent Extermination Program","Environmental Services","17##","EVERTS","WARD 10","Phone","JAN 24, 2023 02:28:37 PM"
"Rodent Extermination Program","Environmental Services","98##","HOLLY","WARD 7","Phone","JAN 26, 2023 09:14:35 AM"
"Rodent Extermination Program","Environmental Services","8##","HOWARD","WARD 4","Phone","JAN 06, 2023 11:48:20 AM"
"Rodent Extermination Program","Environmental Services","78##","CECILE","WARD 6","Phone","JAN 06, 2023 12:59:32 PM"
"Rodent Extermination Program","Environmental Services","5##","NIAGARA","WARD 4","Phone","JAN 06, 2023 03:54:52 PM"
"Rodent Extermination Program","Environmental Services","22##","CHURCH","WARD 3","Phone","JAN 25, 2023 03:51:18 PM"
"Rodent Extermination Program","Environmental Services","14##","BAYSWATER","WARD 6","Phone","JAN 26, 2023 10:19:24 AM"
"Rodent Extermination Program","Environmental Services","13##","PRINCE","WARD 2","Phone","JAN 27, 2023 08:25:05 AM"
"Rodent Extermination Program","Environmental Services","8##","BRANT","WARD 4","Phone","JAN 27, 2023 03:47:41 PM"
"Rodent Extermination Program","Environmental Services","21##","CHURCH","WARD 3","Phone","JAN 31, 2023 10:22:28 AM"
"Rodent Extermination Program","Environmental Services","3##","MCKAY","WARD 2","Phone","JAN 03, 2023 11:46:16 AM"
"Rodent Extermination Program","Environmental Services","9##","HOWARD","WARD 4","Phone","JAN 03, 2023 12:12:20 PM"
"Rodent Extermination Program","Environmental Services","10##","WINDERMERE","WARD 4","Phone","JAN 03, 2023 03:17:53 PM"
"Rodent Extermination Program","Environmental Services","7##","DOUGALL","WARD 3","Phone","JAN 05, 2023 01:40:41 PM"
"Rodent Extermination Program","Environmental Services","21##","CHURCH","WARD 3","Phone","JAN 06, 2023 09:03:58 AM"
"Rodent Extermination Program","Environmental Services","16##","HICKORY","WARD 5","Phone","FEB 13, 2023 12:02:39 PM"
"Rodent Extermination Program","Environmental Services","11##","OAK","WARD 3","Phone","JAN 25, 2023 03:53:04 PM"
"Rodent Extermination Program","Environmental Services","9##","WELLINGTON","WARD 3","Phone","FEB 27, 2023 09:32:28 AM"
"Rodent Extermination Program","Environmental Services","21##","FOREST","WARD 4","Phone","FEB 27, 2023 09:34:16 AM"
"Rodent Extermination Program","Environmental Services","8##","LOUIS","WARD 4","Phone","FEB 27, 2023 03:31:05 PM"
"Rodent Extermination Program","Environmental Services","8##","ELLROSE","WARD 5","Phone","APR 18, 2023 08:40:40 AM"
"Rodent Extermination Program","Environmental Services","30##","JEFFERSON","WARD 8","Phone","APR 24, 2023 09:29:21 AM"
"Rodent Extermination Program","Environmental Services","22##","DOUGALL","WARD 3","Phone","MAY 08, 2023 12:22:39 PM"
"Rodent Extermination Program","Environmental Services","26##","BERNARD","WARD 5","Phone","MAY 08, 2023 01:28:58 PM"
"Rodent Extermination Program","Environmental Services","14##","ELLROSE","WARD 5","Phone","MAY 08, 2023 02:22:42 PM"
"Rodent Extermination Program","Environmental Services","13##","MAGNOLIA","WARD 7","Phone","APR 24, 2023 04:01:05 PM"
"Rodent Extermination Program","Environmental Services","3##","CARLING","WARD 6","Phone","APR 24, 2023 03:20:21 PM"
"Rodent Extermination Program","Environmental Services","16##","VICTORIA","WARD 3","Phone","APR 24, 2023 03:48:20 PM"
"Rodent Extermination Program","Environmental Services","22##","CHURCH","WARD 3","Phone","FEB 13, 2023 12:47:20 PM"
"Rodent Extermination Program","Environmental Services","23##","DOMINION","WARD 10","Phone","FEB 13, 2023 01:01:20 PM"
"Rodent Extermination Program","Environmental Services","9##","HOWARD","WARD 4","Phone","FEB 14, 2023 01:05:07 PM"
"Rodent Extermination Program","Environmental Services","17##","DURHAM","WARD 4","Phone","FEB 14, 2023 02:09:53 PM"
"Rodent Extermination Program","Environmental Services","9##","PELISSIER","WARD 3","Phone","JAN 12, 2023 11:55:52 AM"
"Rodent Extermination Program","Environmental Services","9##","LAPORTE","WARD 6","Phone","JAN 12, 2023 12:31:43 PM"
"Rodent Extermination Program","Environmental Services","5##","DOUGALL","WARD 3","Phone","FEB 08, 2023 01:03:24 PM"
"Rodent Extermination Program","Environmental Services","8##","PATRICE","WARD 6","Phone","FEB 09, 2023 11:20:27 AM"
"Rodent Extermination Program","Environmental Services","8##","ELLROSE","WARD 5","Phone","FEB 03, 2023 09:29:43 AM"
"Rodent Extermination Program","Environmental Services","9##","JANISSE","WARD 6","Phone","FEB 09, 2023 12:43:15 PM"
"Rodent Extermination Program","Environmental Services","5##","PRINCE","WARD 2","Phone","FEB 08, 2023 11:06:13 AM"
"Rodent Extermination Program","Environmental Services","14##","BENJAMIN","WARD 4","Phone","FEB 14, 2023 11:01:14 AM"
"Rodent Extermination Program","Environmental Services","19##","ELLROSE","WARD 5","Phone","JAN 27, 2023 11:08:39 AM"
"Rodent Extermination Program","Environmental Services","11##","MARION","WARD 4","Phone","FEB 09, 2023 11:19:05 AM"
"Rodent Extermination Program","Environmental Services","24##","LINCOLN","WARD 4","Phone","FEB 13, 2023 09:38:19 AM"
"Rodent Extermination Program","Environmental Services","11##","PARENT","WARD 4","Phone","JAN 05, 2023 11:18:04 AM"
"Rodent Extermination Program","Environmental Services","11##","PARENT","WARD 4","Phone","JAN 16, 2023 02:09:08 PM"
"Rodent Extermination Program","Environmental Services","11##","HOWARD","WARD 4","Phone","JAN 20, 2023 01:18:26 PM"
"Rodent Extermination Program","Environmental Services","8##","UNIVERSITY","WARD 4","Phone","FEB 15, 2023 02:21:46 PM"
"Rodent Extermination Program","Environmental Services","112##","RIVERSIDE","WARD 7","Phone","FEB 16, 2023 10:02:11 AM"
"Rodent Extermination Program","Environmental Services","22##","CHURCH","WARD 3","Phone","FEB 17, 2023 03:41:53 PM"
"Rodent Extermination Program","Environmental Services","4##","GREENDALE","WARD 6","Phone","FEB 16, 2023 02:19:21 PM"
"Rodent Extermination Program","Environmental Services","6##","SOUTH PACIFIC","WARD 10","Phone","JAN 04, 2023 02:00:06 PM"
"Rodent Extermination Program","Environmental Services","7##","SOUTH PACIFIC","WARD 10","Phone","JAN 04, 2023 02:01:31 PM"
"Rodent Extermination Program","Environmental Services","6##","CHARLOTTE","WARD 10","Phone","JAN 05, 2023 12:38:00 PM"
"Rodent Extermination Program","Environmental Services","78##","CECILE","WARD 6","Phone","JAN 13, 2023 10:41:56 AM"
"Rodent Extermination Program","Environmental Services","105##","HALSTEAD","WARD 7","Phone","JAN 13, 2023 01:50:53 PM"
"Rodent Extermination Program","Environmental Services","30##","JEFFERSON","WARD 8","Phone","JAN 04, 2023 01:18:52 PM"
"Rodent Extermination Program","Environmental Services","10##","RAYMO","WARD 6","Phone","JAN 13, 2023 02:19:54 PM"
"Rodent Extermination Program","Environmental Services","2##","ST LOUIS","WARD 6","Phone","JAN 16, 2023 10:18:30 AM"
"Rodent Extermination Program","Environmental Services","14##","PILLETTE","WARD 8","Phone","JAN 16, 2023 12:17:31 PM"
"Rodent Extermination Program","Environmental Services","107##","ATWATER","WARD 7","Phone","JAN 16, 2023 12:38:00 PM"
"Rodent Extermination Program","Environmental Services","83##","LITTLE RIVER","WARD 6","Phone","MAY 03, 2023 03:55:53 PM"
"Rodent Extermination Program","Environmental Services","16##","LANGLOIS","WARD 4","Phone","JUN 06, 2023 12:00:41 PM"
"Rodent Extermination Program","Environmental Services","15##","LANGLOIS","WARD 4","Phone","JUN 06, 2023 12:00:53 PM"
"Rodent Extermination Program","Environmental Services","9##","LINCOLN","WARD 4","Phone","JUN 07, 2023 10:20:04 AM"
"Rodent Extermination Program","Environmental Services","13##","GOYEAU","WARD 3","Phone","JUN 07, 2023 11:21:11 AM"
"Rodent Extermination Program","Environmental Services","34##","TURNER","WARD 9","Phone","JUN 07, 2023 11:41:12 AM"
"Rodent Extermination Program","Environmental Services","4##","GROVE","WARD 3","Phone","JUN 07, 2023 12:09:32 PM"
"Rodent Extermination Program","Environmental Services","34##","ANCASTER","WARD 1","Phone","JUN 26, 2023 10:06:08 AM"
"Rodent Extermination Program","Environmental Services","15##","BUCKINGHAM","WARD 8","Phone","JUN 26, 2023 11:39:25 AM"
"Rodent Extermination Program","Environmental Services","27##","PARTINGTON","WARD 10","E-Mail","JUN 26, 2023 10:31:11 AM"
"Rodent Extermination Program","Environmental Services","14##","TECUMSEH","WARD 2","Phone","JUN 26, 2023 12:00:14 PM"
"Rodent Extermination Program","Environmental Services","6##","BRUCE","WARD 3","Phone","MAY 15, 2023 12:35:59 PM"
"Rodent Extermination Program","Environmental Services","4##","CHRISTOPHER","WARD 6","Phone","MAY 15, 2023 01:17:12 PM"
"Rodent Extermination Program","Environmental Services","35##","VICTORIA","WARD 9","Phone","MAY 05, 2023 01:30:14 PM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","MAY 10, 2023 09:54:05 AM"
"Rodent Extermination Program","Environmental Services","12##","LINCOLN","WARD 4","Phone","MAY 10, 2023 10:43:43 AM"
"Rodent Extermination Program","Environmental Services","10##","DOT","WARD 2","Phone","MAY 10, 2023 03:54:00 PM"
"Rodent Extermination Program","Environmental Services","17##","PIERRE","WARD 4","Phone","MAY 15, 2023 01:43:55 PM"
"Rodent Extermination Program","Environmental Services","6##","JANETTE","WARD 3","Phone","MAY 11, 2023 09:24:23 AM"
"Rodent Extermination Program","Environmental Services","17##","BLUE HERON","WARD 7","Phone","MAY 11, 2023 11:43:36 AM"
"Rodent Extermination Program","Environmental Services","11##","GLADSTONE","WARD 4","Phone","MAY 11, 2023 03:31:11 PM"
"Rodent Extermination Program","Environmental Services","23##","FRANCOIS","WARD 5","Phone","MAY 11, 2023 03:38:26 PM"
"Rodent Extermination Program","Environmental Services","12##","OAK","WARD 3","Phone","MAY 12, 2023 10:50:32 AM"
"Rodent Extermination Program","Environmental Services","22##","FOREST","WARD 4","Phone","MAY 12, 2023 11:51:00 AM"
"Rodent Extermination Program","Environmental Services","4##","MOY","WARD 4","Phone","MAY 16, 2023 09:51:05 AM"
"Rodent Extermination Program","Environmental Services","5##","PRINCE","WARD 2","Phone","MAY 16, 2023 10:06:48 AM"
"Rodent Extermination Program","Environmental Services","11##","WINDERMERE","WARD 4","Phone","MAY 16, 2023 02:43:26 PM"
"Rodent Extermination Program","Environmental Services","83##","EAST MOOR","WARD 6","Phone","MAY 17, 2023 08:23:18 PM"
"Rodent Extermination Program","Environmental Services","14##","CAMPBELL","WARD 10","Phone","JUN 06, 2023 10:44:05 AM"
"Rodent Extermination Program","Environmental Services","10##","ALBERT","WARD 5","Phone","JUN 06, 2023 03:05:42 PM"
"Rodent Extermination Program","Environmental Services","5##","LAKEVIEW","WARD 7","E-Mail","JUN 06, 2023 03:48:37 PM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUN 08, 2023 02:58:09 PM"
"Rodent Extermination Program","Environmental Services","12##","JANETTE","WARD 3","Phone","JUN 06, 2023 02:55:14 PM"
"Rodent Extermination Program","Environmental Services","34##","BABY","WARD 2","Phone","MAY 30, 2023 10:11:02 AM"
"Rodent Extermination Program","Environmental Services","9##","CURRY","WARD 2","Phone","MAY 30, 2023 10:25:48 AM"
"Rodent Extermination Program","Environmental Services","2##","CAMPBELL","WARD 2","Phone","MAY 30, 2023 12:26:17 PM"
"Rodent Extermination Program","Environmental Services","12##","OAK","WARD 3","Phone","MAY 30, 2023 02:30:36 PM"
"Rodent Extermination Program","Environmental Services","32##","ROBINET","WARD 7","Phone","MAY 16, 2023 03:28:36 PM"
"Rodent Extermination Program","Environmental Services","6##","HALL","WARD 4","Phone","MAY 17, 2023 11:58:33 AM"
"Rodent Extermination Program","Environmental Services","13##","CAMPBELL","WARD 2","Phone","MAY 18, 2023 09:03:47 AM"
"Rodent Extermination Program","Environmental Services","15##","SOUTH PACIFIC","WARD 10","Phone","MAY 16, 2023 03:23:57 PM"
"Rodent Extermination Program","Environmental Services","25##","LINCOLN","WARD 4","Phone","JUN 06, 2023 09:31:56 AM"
"Rodent Extermination Program","Environmental Services","116##","DILLON","WARD 7","Phone","JUN 06, 2023 02:25:00 PM"
"Rodent Extermination Program","Environmental Services","2##","MCKAY","WARD 2","Phone","MAY 23, 2023 09:03:57 AM"
"Rodent Extermination Program","Environmental Services","4##","CHRISTOPHER","WARD 6","Phone","MAY 23, 2023 09:23:19 AM"
"Rodent Extermination Program","Environmental Services","1##","CAMPBELL","WARD 2","Phone","MAY 23, 2023 09:57:12 AM"
"Rodent Extermination Program","Environmental Services","22##","GROVE","WARD 2","Phone","MAY 23, 2023 10:34:54 AM"
"Rodent Extermination Program","Environmental Services","8##","MOY","WARD 4","Phone","MAR 08, 2023 02:53:56 PM"
"Rodent Extermination Program","Environmental Services","12##","CABANA","WARD 1","Phone","JUN 26, 2023 12:02:38 PM"
"Rodent Extermination Program","Environmental Services","4##","PARENT","WARD 4","Phone","JUN 26, 2023 12:04:57 PM"
"Rodent Extermination Program","Environmental Services","6##","PARENT","WARD 4","Phone","JUN 26, 2023 12:07:06 PM"
"Rodent Extermination Program","Environmental Services","13##","COLLEGE","WARD 2","Phone","JUN 26, 2023 12:08:25 PM"
"Rodent Extermination Program","Environmental Services","14##","ST LUKE","WARD 5","Phone","MAY 17, 2023 12:13:56 PM"
"Rodent Extermination Program","Environmental Services","1##","MARLIN","WARD 9","Phone","MAY 23, 2023 09:08:10 AM"
"Rodent Extermination Program","Environmental Services","1##","MARLIN","WARD 9","Phone","MAY 23, 2023 10:34:48 AM"
"Rodent Extermination Program","Environmental Services","10##","FELIX","WARD 2","Phone","MAY 23, 2023 01:07:21 PM"
"Rodent Extermination Program","Environmental Services","85##","DARLINGTON","WARD 6","Phone","MAY 23, 2023 01:50:50 PM"
"Rodent Extermination Program","Environmental Services","23##","LUXURY","WARD 7","Phone","MAY 29, 2023 08:49:21 AM"
"Rodent Extermination Program","Environmental Services","7##","GLADSTONE","WARD 4","Phone","MAY 29, 2023 09:09:06 AM"
"Rodent Extermination Program","Environmental Services","16##","VICTORIA","WARD 3","Phone","MAY 29, 2023 09:55:27 AM"
"Rodent Extermination Program","Environmental Services","10##","CHILVER","WARD 4","Phone","MAY 29, 2023 10:11:00 AM"
"Rodent Extermination Program","Environmental Services","40##","MOUNT ROYAL","WARD 1","Phone","MAY 29, 2023 10:36:14 AM"
"Rodent Extermination Program","Environmental Services","2##","MCKAY","WARD 2","Phone","MAY 15, 2023 12:04:14 PM"
"Rodent Extermination Program","Environmental Services","6##","JANETTE","WARD 3","Phone","JUN 07, 2023 01:17:24 PM"
"Rodent Extermination Program","Environmental Services","25##","LINCOLN","WARD 4","Phone","JUN 08, 2023 12:08:04 PM"
"Rodent Extermination Program","Environmental Services","7##","BRUCE","WARD 3","Phone","JUN 08, 2023 03:31:45 PM"
"Rodent Extermination Program","Environmental Services","26##","ROBERT","WARD 5","Phone","JUN 09, 2023 11:56:43 AM"
"Rodent Extermination Program","Environmental Services","27##","BRAMLEY","WARD 10","Phone","JUN 12, 2023 08:54:41 AM"
"Rodent Extermination Program","Environmental Services","26##","PILLETTE","WARD 5","Phone","JUN 12, 2023 09:27:43 AM"
"Rodent Extermination Program","Environmental Services","7##","ARGYLE","WARD 4","Phone","JUN 12, 2023 09:38:54 AM"
"Rodent Extermination Program","Environmental Services","11##","MARENTETTE","WARD 4","Phone","MAY 16, 2023 09:42:01 AM"
"Rodent Extermination Program","Environmental Services","6##","SOUTH PACIFIC","WARD 10","Phone","MAR 13, 2023 12:04:18 PM"
"Rodent Extermination Program","Environmental Services","7##","UNIVERSITY","WARD 4","Phone","MAR 13, 2023 12:37:19 PM"
"Rodent Extermination Program","Environmental Services","26##","TEEDIE","WARD 8","Phone","MAR 13, 2023 03:40:16 PM"
"Rodent Extermination Program","Environmental Services","35##","KLONDIKE","WARD 9","Phone","MAR 15, 2023 09:31:30 AM"
"Rodent Extermination Program","Environmental Services","98##","ESPLANADE","WARD 7","Phone","JUL 04, 2023 10:00:53 AM"
"Rodent Extermination Program","Environmental Services","10##","EDWARD","WARD 6","Phone","JUL 04, 2023 11:11:36 AM"
"Rodent Extermination Program","Environmental Services","2##","AYLMER","WARD 4","Phone","JUL 04, 2023 09:31:48 AM"
"Rodent Extermination Program","Environmental Services","22##","MOY","WARD 4","Phone","JUL 04, 2023 10:03:59 AM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUL 04, 2023 10:14:46 AM"
"Rodent Extermination Program","Environmental Services","2##","MONTROSE","WARD 3","Phone","MAR 27, 2023 03:52:23 PM"
"Rodent Extermination Program","Environmental Services","16##","MARENTETTE","WARD 4","Phone","MAR 28, 2023 09:12:22 AM"
"Rodent Extermination Program","Environmental Services","31##","WILDWOOD","WARD 7","Phone","MAY 19, 2023 01:39:04 PM"
"Rodent Extermination Program","Environmental Services","10##","HICKORY","WARD 5","Phone","JUN 02, 2023 10:45:42 AM"
"Rodent Extermination Program","Environmental Services","34##","DEERBROOK","WARD 7","Phone","APR 24, 2023 02:08:29 PM"
"Rodent Extermination Program","Environmental Services","18##","WESTCOTT","WARD 5","Phone","MAY 31, 2023 10:07:21 AM"
"Rodent Extermination Program","Environmental Services","29##","BYNG","WARD 10","Phone","MAY 31, 2023 02:26:25 PM"
"Rodent Extermination Program","Environmental Services","16##","MARENTETTE","WARD 4","Phone","JUN 01, 2023 11:15:55 AM"
"Rodent Extermination Program","Environmental Services","4##","GILES","WARD 3","Phone","JUN 05, 2023 11:47:09 AM"
"Rodent Extermination Program","Environmental Services","7##","JANETTE","WARD 3","Phone","MAY 19, 2023 03:51:34 PM"
"Rodent Extermination Program","Environmental Services","35##","BLOOMFIELD","WARD 2","Phone","MAY 24, 2023 08:15:20 AM"
"Rodent Extermination Program","Environmental Services","21##","CHURCH","WARD 3","Phone","MAY 24, 2023 08:59:17 AM"
"Rodent Extermination Program","Environmental Services","8##","CABANA","WARD 9","Phone","MAY 24, 2023 10:56:13 AM"
"Rodent Extermination Program","Environmental Services","3##","PRINCE","WARD 2","Phone","MAY 24, 2023 11:50:54 AM"
"Rodent Extermination Program","Environmental Services","9##","LAPORTE","WARD 6","Phone","MAY 24, 2023 12:42:46 PM"
