"Service Request Description","Department","Block/Address","Street","Ward","Method Received","Created Date"
"Road Clean-up","Environmental Services"," ","BELLEPERCHE PL & EDGAR ST","WARD 6","E-Mail","MAR 13, 2023 10:49:37 AM"
"Road Clean-up","Environmental Services"," ","EC ROW ON","WARD 9","Phone","MAR 06, 2023 01:13:44 PM"
"Road Clean-up","Environmental Services","10##","EDWARD","WARD 6","Phone","APR 17, 2023 10:40:12 AM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 9","Phone","MAY 02, 2023 12:19:04 PM"
"Road Clean-up","Environmental Services"," ","EC ROW ON","WARD 10","Phone","MAY 05, 2023 09:19:34 AM"
"Road Clean-up","Environmental Services"," ","OTTAWA ST & PIERRE AVE","WARD 4","Phone","MAY 01, 2023 08:43:36 AM"
"Road Clean-up","Environmental Services","23##","GEORGE","WARD 5","Phone","MAY 01, 2023 08:59:52 AM"
"Road Clean-up","Environmental Services","106##","SPRINGHOLLOW","WARD 7","Phone","MAY 01, 2023 09:21:36 AM"
"Road Clean-up","Environmental Services"," ","LAUZON RD & MCHUGH ST","WARD 6","Phone","MAY 01, 2023 10:01:25 AM"
"Road Clean-up","Environmental Services","39##","DOUGALL","WARD 9","Phone","MAY 01, 2023 10:10:14 AM"
"Road Clean-up","Environmental Services"," ","EC ROW ON","WARD 8","Phone","MAY 01, 2023 11:34:28 AM"
"Road Clean-up","Environmental Services","14##","HURON CHURCH","WARD 2","Phone","MAY 01, 2023 01:02:51 PM"
"Road Clean-up","Environmental Services"," ","HURON CHURCH RD & TECUMSEH RD W","WARD 2","Phone","MAY 01, 2023 01:04:29 PM"
"Road Clean-up","Environmental Services","32##","ARPINO","WARD 7","Phone","APR 20, 2023 08:44:54 AM"
"Road Clean-up","Environmental Services","34##","PETER","WARD 2","Phone","APR 18, 2023 11:07:18 AM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 5","Phone","APR 18, 2023 11:33:21 AM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 9","Phone","MAY 02, 2023 12:14:56 PM"
"Road Clean-up","Environmental Services"," ","MEMORIAL DR & MARENTETTE AVE","WARD 4","Phone","MAY 12, 2023 10:09:17 AM"
"Road Clean-up","Environmental Services"," ","CAMPBELL AVE & UNIVERSITY AVE W","WARD 2","Phone","MAY 12, 2023 02:25:53 PM"
"Road Clean-up","Environmental Services","45##","9TH CON","WARD 9","Phone","MAR 01, 2023 12:29:10 PM"
"Road Clean-up","Environmental Services"," ","LAUZON RD & TECUMSEH RD E","WARD 8","Phone","APR 19, 2023 11:06:16 AM"
"Road Clean-up","Environmental Services"," ","RICHMOND ST & DEVONSHIRE RD","WARD 4","Phone","APR 19, 2023 03:16:41 PM"
"Road Clean-up","Environmental Services","100##","ASPEN","WARD 7","Phone","MAR 22, 2023 03:58:33 PM"
"Road Clean-up","Environmental Services","100##","ASPEN","WARD 7","Phone","MAR 23, 2023 08:25:51 AM"
"Road Clean-up","Environmental Services","100##","ASPEN","WARD 7","Phone","MAR 23, 2023 09:00:16 AM"
"Road Clean-up","Environmental Services"," ","CATARAQUI ST & GLADSTONE AVE","WARD 4","Phone","MAR 21, 2023 01:15:13 PM"
"Road Clean-up","Environmental Services"," ","LABELLE ST & NORTHWAY AVE","WARD 10","Phone","MAR 21, 2023 03:01:17 PM"
"Road Clean-up","Environmental Services"," ","TOTTEN ST & MARK AVE","WARD 10","Phone","MAR 22, 2023 08:48:31 AM"
"Road Clean-up","Environmental Services","11##","LAKEVIEW","WARD 7","Phone","MAR 22, 2023 10:31:10 AM"
"Road Clean-up","Environmental Services"," ","OJIBWAY ST & RANDOLPH AVE","WARD 10","Phone","JUN 01, 2023 09:00:44 AM"
"Road Clean-up","Environmental Services","10##","LAPORTE","WARD 6","Phone","APR 13, 2023 11:06:56 AM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 10","Phone","APR 14, 2023 09:33:38 AM"
"Road Clean-up","Environmental Services","8##","HANNA","WARD 4","Phone","JUN 01, 2023 03:40:33 PM"
"Road Clean-up","Environmental Services"," ","DOMINION BLVD & CABANA RD W","WARD 1","Phone","APR 06, 2023 03:50:17 PM"
"Road Clean-up","Environmental Services","17##","MARK","WARD 10","Phone","APR 04, 2023 11:27:29 AM"
"Road Clean-up","Environmental Services"," ","EC ROW ON","WARD 10","Phone","APR 06, 2023 01:17:48 PM"
"Road Clean-up","Environmental Services"," ","LAUZON PKY & COUNTY RD 42","WARD 9","Phone","APR 11, 2023 08:42:23 AM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 8","Phone","APR 21, 2023 02:40:35 PM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 9","Citizen Mobile Apps","MAR 19, 2023 10:09:27 AM"
"Road Clean-up","Environmental Services"," ","CENTRAL AVE & NORTH SERVICE RD E","WARD 5","Phone","MAR 20, 2023 09:37:31 AM"
"Road Clean-up","Environmental Services"," ","CENTRAL AVE & NORTH SERVICE RD E","WARD 5","Phone","MAR 20, 2023 09:49:57 AM"
"Road Clean-up","Environmental Services"," ","EC ROW OFF","WARD 10","Phone","JUN 22, 2023 08:14:33 AM"
"Road Clean-up","Environmental Services","36##","LAUZON","WARD 9","Phone","JUN 22, 2023 11:01:51 AM"
